,省,市,市（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡
7344,湖北,随州,421300,2022.12.03,0,0,0,10,0,0,1307,1262,45
8393,湖北,十堰,420300,2022.12.03,0,0,0,7,0,0,674,666,8
9442,湖北,鄂州,420700,2022.12.03,0,0,0,10,0,0,1395,1336,59
10491,湖北,黄石,420200,2022.12.03,0,0,0,7,0,0,1016,977,39
11540,湖北,宜昌,420500,2022.12.03,0,0,0,20,0,0,932,895,37
12589,湖北,恩施州,,2022.12.03,0,0,0,6,0,0,255,248,7
13636,湖北,仙桃,429004,2022.12.03,0,0,0,10,0,0,575,553,22
14684,湖北,天门,429006,2022.12.03,0,0,0,3,0,0,498,483,15
15732,湖北,潜江,429005,2022.12.03,0,0,0,4,0,0,200,191,9
16780,湖北,神农架林区,429021,2022.12.03,1,0,0,1,0,0,12,11,
17824,广东,广州,440100,2022.12.03,15427,0,1197,3771,0,0,30021,14593,1
18870,广东,深圳,440300,2022.12.03,839,0,119,107,0,0,5473,4631,3
19916,广东,佛山,440600,2022.12.03,657,0,91,296,0,0,1129,472,
20961,广东,湛江,440800,2022.12.03,633,0,68,54,0,0,937,304,
22006,广东,东莞,441900,2022.12.03,348,0,17,130,0,0,844,495,1
23047,广东,中山,442000,2022.12.03,268,0,97,52,0,0,423,155,
24091,广东,惠州,441300,2022.12.03,215,0,32,44,0,0,371,156,
25136,广东,珠海,440400,2022.12.03,180,0,2,25,0,0,646,465,1
26180,广东,阳江,441700,2022.12.03,119,0,23,1,0,0,172,53,
27222,广东,汕头,440500,2022.12.03,414,0,40,9,0,0,452,38,
28266,广东,江门,440700,2022.12.03,141,0,13,10,0,0,304,163,
29310,广东,茂名,440900,2022.12.03,459,0,54,8,0,0,612,153,
30354,广东,肇庆,441200,2022.12.03,430,0,26,17,0,0,485,54,1
31398,广东,梅州,441400,2022.12.03,61,0,0,29,0,0,80,19,
32441,广东,清远,441800,2022.12.03,252,0,20,50,0,0,276,24,
33484,广东,韶关,440200,2022.12.03,167,0,35,7,0,0,180,12,1
34526,广东,揭阳,445200,2022.12.03,5,0,2,85,0,0,16,11,
35570,广东,汕尾,441500,2022.12.03,11,0,0,12,0,0,24,13,
36614,广东,潮州,445100,2022.12.03,41,0,12,10,0,0,48,7,
37658,广东,河源,441600,2022.12.03,67,0,20,27,0,0,76,9,
38701,广东,云浮,445300,2022.12.03,32,0,0,41,0,0,39,7,
39113,浙江,杭州,330100,2022.12.03,292,0,48,143,0,0,837,545,
40162,浙江,宁波,330200,2022.12.03,164,0,23,37,0,0,573,409,
41210,浙江,温州,330300,2022.12.03,177,0,30,32,0,0,754,576,1
42259,浙江,湖州,330500,2022.12.03,116,0,16,1,0,0,153,37,
43308,浙江,嘉兴,330400,2022.12.03,0,0,0,49,0,0,178,178,
44357,浙江,绍兴,330600,2022.12.03,147,0,11,29,0,0,601,454,
45406,浙江,金华,330700,2022.12.03,26,0,3,90,0,0,266,240,
46455,浙江,衢州,330800,2022.12.03,99,0,7,5,0,0,217,118,
47504,浙江,舟山,330900,2022.12.03,21,0,3,0,0,0,51,30,
48553,浙江,台州,331000,2022.12.03,126,0,8,40,0,0,278,152,
49602,浙江,丽水,331100,2022.12.03,12,0,1,9,0,0,35,23,
50651,河南,开封,410200,2022.12.03,0,0,0,3,0,0,58,58,
51694,河南,驻马店,411700,2022.12.03,0,0,0,0,0,0,163,163,
52737,河南,周口,411600,2022.12.03,0,0,0,5,0,0,184,183,1
53780,河南,郑州,410100,2022.12.03,3076,0,84,233,0,0,4790,1708,6
54823,河南,许昌,411000,2022.12.03,5,0,0,0,0,0,578,572,1
55866,河南,信阳,411500,2022.12.03,1,0,0,3,0,0,298,295,2
56909,河南,商丘,411400,2022.12.03,2,0,0,0,0,0,116,111,3
57952,河南,漯河,411100,2022.12.03,9,0,1,0,0,0,55,46,
58995,河南,安阳,410500,2022.12.03,3,0,1,4,0,0,582,579,
60038,河南,濮阳,410900,2022.12.03,3,0,0,0,0,0,45,42,
61077,河南,焦作,410800,2022.12.03,0,0,0,3,0,0,46,45,1
62120,河南,南阳,411300,2022.12.03,0,0,0,0,0,0,162,159,3
63160,河南,平顶山,410400,2022.12.03,0,0,0,2,0,0,72,71,1
64203,河南,新乡,410700,2022.12.03,0,0,0,0,0,0,57,54,3
65246,河南,洛阳,410300,2022.12.03,1,0,0,0,0,0,55,53,1
66289,河南,鹤壁,410600,2022.12.03,3,0,0,5,0,0,28,25,
67332,河南,三门峡,411200,2022.12.03,1,0,0,0,0,0,11,9,1
68374,河南,济源,419001,2022.12.03,32,0,0,6,0,0,39,7,
69411,湖南,娄底,431300,2022.12.03,45,0,5,72,0,0,131,86,
70457,湖南,邵阳,430500,2022.12.03,134,0,0,42,0,0,331,196,1
71504,湖南,长沙,430100,2022.12.03,114,0,5,125,0,0,389,273,2
72551,湖南,衡阳,430400,2022.12.03,30,0,0,11,0,0,83,53,
73598,湖南,株洲,430200,2022.12.03,77,0,16,23,0,0,187,110,
74645,湖南,湘潭,430300,2022.12.03,56,0,10,9,0,0,97,41,
75692,湖南,岳阳,430600,2022.12.03,38,0,1,3,0,0,202,163,1
76739,湖南,常德,430700,2022.12.03,17,0,0,18,0,0,99,82,
77786,湖南,张家界,430800,2022.12.03,59,0,16,0,0,0,136,77,
78833,湖南,益阳,430900,2022.12.03,26,0,7,34,0,0,95,69,
79880,湖南,郴州,431000,2022.12.03,79,0,6,32,0,0,119,40,
80927,湖南,永州,431100,2022.12.03,21,0,0,24,0,0,66,45,
81974,湖南,怀化,431200,2022.12.03,83,0,0,8,0,0,148,65,
83021,湖南,湘西州,,2022.12.03,18,0,0,25,0,0,31,13,
84063,安徽,安庆,340800,2022.12.03,0,0,0,9,0,0,87,87,
85108,安徽,宿州,341300,2022.12.03,0,0,0,8,0,0,423,423,
86153,安徽,蚌埠,340300,2022.12.03,4,0,0,37,0,0,221,212,5
87198,安徽,六安,341500,2022.12.03,0,0,0,10,0,0,85,85,
88243,安徽,淮南,340400,2022.12.03,0,0,0,9,0,0,37,37,
89288,安徽,阜阳,341200,2022.12.03,0,0,0,35,0,0,168,168,
90333,安徽,合肥,340100,2022.12.03,17,0,1,28,0,0,223,205,1
91380,安徽,马鞍山,340500,2022.12.03,0,0,0,23,0,0,41,41,
92425,安徽,芜湖,340200,2022.12.03,3,0,0,38,0,0,43,40,
93470,安徽,铜陵,340700,2022.12.03,9,0,0,10,0,0,42,33,
94515,安徽,亳州,341600,2022.12.03,0,0,0,21,0,0,108,108,
95560,安徽,黄山,341000,2022.12.03,0,0,0,4,0,0,9,9,
96605,安徽,滁州,341100,2022.12.03,0,0,0,6,0,0,15,15,
97650,安徽,宣城,341800,2022.12.03,53,0,25,22,0,0,62,9,
98695,安徽,淮北,340600,2022.12.03,1,0,0,6,0,0,49,48,
99740,安徽,池州,341700,2022.12.03,3,0,0,40,0,0,24,21,
100784,四川,成都,510100,2022.12.03,2465,0,149,292,0,0,6277,3808,4
101828,四川,内江,511000,2022.12.03,60,0,2,12,0,0,377,317,
102873,四川,宜宾,511500,2022.12.03,180,0,0,27,0,0,306,126,
103917,四川,绵阳,510700,2022.12.03,166,0,0,36,0,0,229,63,
104962,四川,自贡,510300,2022.12.03,10,0,1,26,0,0,29,19,
106007,四川,攀枝花,510400,2022.12.03,3,0,0,0,0,0,21,18,
107052,四川,泸州,510500,2022.12.03,68,0,4,9,0,0,131,63,
108097,四川,德阳,510600,2022.12.03,213,0,0,13,0,0,263,50,
109142,四川,广元,510800,2022.12.03,28,0,0,19,0,0,48,20,
110186,四川,遂宁,510900,2022.12.03,135,0,0,8,0,0,171,36,
111231,四川,乐山,511100,2022.12.03,68,0,2,8,0,0,83,15,
112276,四川,南充,511300,2022.12.03,6,0,1,11,0,0,82,76,
113321,四川,广安,511600,2022.12.03,34,0,2,3,0,0,292,258,
114366,四川,达州,511700,2022.12.03,0,0,0,6,0,0,49,49,
115411,四川,巴中,511900,2022.12.03,68,0,0,7,0,0,112,44,
116456,四川,雅安,511800,2022.12.03,11,0,1,7,0,0,19,8,
117501,四川,眉山,511400,2022.12.03,60,0,3,76,0,0,97,37,
118546,四川,资阳,512000,2022.12.03,5,0,0,3,0,0,48,43,
119590,四川,阿坝州,,2022.12.03,144,0,1,55,0,0,214,70,
120635,四川,甘孜州,,2022.12.03,8,0,0,2,0,0,102,94,
121680,四川,凉山州,,2022.12.03,90,0,2,2,0,0,120,30,
122725,山东,菏泽,371700,2022.12.03,1,0,0,44,0,0,42,41,
123772,山东,济南,370100,2022.12.03,368,0,13,150,0,0,590,221,1
124819,山东,青岛,370200,2022.12.03,107,0,8,31,0,0,1352,1244,1
125866,山东,滨州,371600,2022.12.03,17,0,0,33,0,0,239,222,
126913,山东,德州,371400,2022.12.03,0,0,0,20,0,0,119,117,2
127960,山东,淄博,370300,2022.12.03,19,0,3,35,0,0,98,78,1
129006,山东,烟台,370600,2022.12.03,4,0,3,47,0,0,103,99,
130053,山东,威海,371000,2022.12.03,26,0,6,42,0,0,138,111,1
131100,山东,聊城,371500,2022.12.03,57,0,2,20,0,0,104,47,
132146,山东,枣庄,370400,2022.12.03,3,0,2,16,0,0,68,65,
133192,山东,潍坊,370700,2022.12.03,1,0,1,39,0,0,54,53,
134238,山东,济宁,370800,2022.12.03,4,0,0,49,0,0,305,301,
135285,山东,泰安,370900,2022.12.03,88,0,2,39,0,0,143,53,2
136331,山东,日照,371100,2022.12.03,3,0,0,45,0,0,40,37,
137378,山东,临沂,371300,2022.12.03,40,0,3,40,0,0,134,94,
138425,山东,东营,370500,2022.12.03,2,0,0,16,0,0,5,3,
138837,吉林,吉林,220200,2022.12.03,0,0,0,22,0,0,14097,14094,3
139885,吉林,长春,220100,2022.12.03,3,0,0,99,0,0,25191,25188,
140934,吉林,延边州,,2022.12.03,9,0,0,8,0,0,206,197,
141983,吉林,四平,220300,2022.12.03,19,0,0,30,0,0,264,244,1
143032,吉林,白城,220800,2022.12.03,2,0,0,21,0,0,147,145,
144068,吉林,辽源,220400,2022.12.03,0,0,0,12,0,0,9,9,
145106,吉林,松原,220700,2022.12.03,61,0,5,143,0,0,89,28,
146154,吉林,通化,220500,2022.12.03,0,0,0,16,0,0,314,313,1
147203,吉林,白山,220600,2022.12.03,1,0,0,9,0,0,25,24,
148252,福建,莆田,350300,2022.12.03,17,0,2,36,0,0,354,337,
149299,福建,厦门,350200,2022.12.03,250,0,21,6,0,0,709,459,
150347,福建,漳州,350600,2022.12.03,120,0,27,44,0,0,171,51,
151396,福建,泉州,350500,2022.12.03,98,0,6,30,0,0,1336,1238,
152445,福建,福州,350100,2022.12.03,33,0,0,73,0,0,446,412,1
153496,福建,三明,350400,2022.12.03,85,0,16,8,0,0,110,25,
154545,福建,南平,350700,2022.12.03,30,0,9,31,0,0,87,57,
155594,福建,龙岩,350800,2022.12.03,64,0,5,7,0,0,72,8,
156643,福建,宁德,350900,2022.12.03,5,0,0,48,0,0,98,93,
157692,江西,宜春,360900,2022.12.03,0,0,0,4,0,0,109,109,
158736,江西,鹰潭,360600,2022.12.03,0,0,0,0,0,0,48,48,
159781,江西,上饶,361100,2022.12.03,0,0,0,1,0,0,328,328,
160825,江西,南昌,360100,2022.12.03,0,0,0,81,0,0,485,485,
161870,江西,赣州,360700,2022.12.03,0,0,0,1,0,0,76,75,1
162915,江西,九江,360400,2022.12.03,9,0,0,30,0,0,139,130,
163960,江西,抚州,361000,2022.12.03,4,0,0,20,0,0,81,77,
165005,江西,新余,360500,2022.12.03,0,0,0,36,0,0,129,129,
166050,江西,吉安,360800,2022.12.03,0,0,0,9,0,0,44,44,
167095,江西,景德镇,360200,2022.12.03,3,0,0,9,0,0,9,6,
168140,江西,萍乡,360300,2022.12.03,0,0,0,0,0,0,39,39,
169185,江苏,扬州,321000,2022.12.03,2,0,0,37,0,0,596,594,
170224,江苏,南京,320100,2022.12.03,227,0,11,73,0,0,779,552,
171264,江苏,无锡,320200,2022.12.03,97,0,6,43,0,0,200,103,
172303,江苏,徐州,320300,2022.12.03,18,0,0,54,0,0,178,160,
173342,江苏,常州,320400,2022.12.03,3,0,0,17,0,0,87,84,
174381,江苏,苏州,320500,2022.12.03,30,0,4,66,0,0,258,228,
175422,江苏,南通,320600,2022.12.03,20,0,2,35,0,0,61,41,
176461,江苏,连云港,320700,2022.12.03,184,0,3,43,0,0,389,205,
177499,江苏,淮安,320800,2022.12.03,20,0,2,30,0,0,103,83,
178538,江苏,盐城,320900,2022.12.03,109,0,2,23,0,0,177,68,
179577,江苏,镇江,321100,2022.12.03,17,0,0,40,0,0,41,24,
180616,江苏,泰州,321200,2022.12.03,22,0,0,38,0,0,69,47,
181655,江苏,宿迁,321300,2022.12.03,48,0,10,50,0,0,78,30,
182694,广西,南宁,450100,2022.12.03,1,0,0,17,0,0,71,70,
183744,广西,北海,450500,2022.12.03,1,0,0,28,0,0,597,595,1
184793,广西,桂林,450300,2022.12.03,30,0,2,48,0,0,65,35,
185843,广西,百色,451000,2022.12.03,0,0,0,16,0,0,284,284,
186893,广西,崇左,451400,2022.12.03,0,0,0,15,0,0,33,33,
187305,广西,防城港,450600,2022.12.03,0,0,0,13,0,0,149,149,
188355,广西,钦州,450700,2022.12.03,0,0,0,18,0,0,27,27,
189405,广西,柳州,450200,2022.12.03,0,0,0,12,0,0,24,24,
190455,广西,梧州,450400,2022.12.03,0,0,0,27,0,0,21,21,
191504,广西,贵港,450800,2022.12.03,2,0,0,8,0,0,12,10,
192554,广西,玉林,450900,2022.12.03,0,0,0,25,0,0,15,15,
193603,广西,河池,451200,2022.12.03,1,0,0,62,0,0,32,30,1
194653,广西,贺州,451100,2022.12.03,1,0,0,11,0,0,5,4,
195703,广西,来宾,451300,2022.12.03,28,0,6,94,0,0,39,11,
196752,海南,海口,460100,2022.12.03,78,0,17,39,0,0,220,142,
197787,海南,三亚,460200,2022.12.03,62,0,8,16,0,0,6785,6722,1
198822,海南,儋州,460400,2022.12.03,4,0,0,7,0,0,476,471,1
199857,海南,万宁,469006,2022.12.03,9,0,6,7,0,0,277,268,
200892,海南,琼海,469002,2022.12.03,5,0,2,12,0,0,25,19,1
201927,海南,东方,469007,2022.12.03,9,0,0,0,0,0,416,406,1
202962,海南,临高县,469024,2022.12.03,4,0,1,2,0,0,200,196,
203997,海南,定安县,469021,2022.12.03,6,0,4,0,0,0,12,5,1
205032,海南,昌江,469026,2022.12.03,1,0,0,2,0,0,9,8,
206067,海南,澄迈县,469023,2022.12.03,15,0,1,3,0,0,55,39,1
207101,海南,陵水,469028,2022.12.03,25,0,6,6,0,0,234,209,
208135,海南,琼中,469030,2022.12.03,1,0,1,0,0,0,2,1,
209169,海南,乐东,469027,2022.12.03,12,0,0,3,0,0,458,446,
210204,海南,文昌,469005,2022.12.03,17,0,5,3,0,0,26,9,
211229,海南,保亭,469029,2022.12.03,0,0,0,1,0,0,3,3,
212253,海南,五指山,469001,2022.12.03,9,0,3,0,0,0,16,7,
212744,海南,屯昌县,469022,2022.12.03,1,0,0,0,0,0,1,,
213235,海南,白沙,469025,2022.12.03,1,0,1,0,0,0,1,,
213726,陕西,西安,610100,2022.12.03,263,0,4,318,0,0,2827,2561,3
214770,陕西,安康,610900,2022.12.03,216,0,3,64,0,0,250,34,
215814,陕西,渭南,610500,2022.12.03,258,0,6,82,0,0,321,63,
216858,陕西,汉中,610700,2022.12.03,213,0,10,23,0,0,302,89,
217902,陕西,宝鸡,610300,2022.12.03,0,0,0,41,0,0,261,261,
218946,陕西,咸阳,610400,2022.12.03,28,0,0,64,0,0,64,36,
219990,陕西,延安,610600,2022.12.03,39,0,0,42,0,0,74,35,
221034,陕西,铜川,610200,2022.12.03,25,0,3,19,0,0,52,27,
222078,陕西,商洛,611000,2022.12.03,0,0,0,49,0,0,99,99,
223122,陕西,榆林,610800,2022.12.03,246,0,4,204,0,0,300,54,
224164,河北,邯郸,130400,2022.12.03,10,0,0,3,0,0,74,64,
225213,河北,石家庄,130100,2022.12.03,600,0,2,148,0,0,1721,1120,1
226262,河北,保定,130600,2022.12.03,7,0,0,1,0,0,65,58,
227311,河北,邢台,130500,2022.12.03,5,0,0,0,0,0,143,137,1
228360,河北,廊坊,131000,2022.12.03,16,0,0,8,0,0,335,319,
229409,河北,沧州,130900,2022.12.03,9,0,0,2,0,0,147,135,3
230457,河北,衡水,131100,2022.12.03,6,0,0,2,0,0,20,14,
231506,河北,承德,130800,2022.12.03,1,0,0,1,0,0,9,8,
232555,河北,唐山,130200,2022.12.03,0,0,0,0,0,0,96,95,1
233604,河北,张家口,130700,2022.12.03,0,0,0,2,0,0,43,43,
234653,河北,秦皇岛,130300,2022.12.03,2,0,0,41,0,0,24,21,1
235702,黑龙江,哈尔滨,230100,2022.12.03,712,0,60,455,0,0,2391,1675,4
236747,黑龙江,牡丹江,231000,2022.12.03,14,0,10,33,0,0,118,104,
237793,黑龙江,绥化,231200,2022.12.03,46,0,0,88,0,0,668,618,4
238839,黑龙江,黑河,231100,2022.12.03,30,0,1,125,0,0,345,315,
239884,黑龙江,鸡西,230300,2022.12.03,2,0,0,27,0,0,57,55,
240930,黑龙江,齐齐哈尔,230200,2022.12.03,149,0,14,141,0,0,200,50,1
241975,黑龙江,佳木斯,230800,2022.12.03,75,0,5,40,0,0,230,155,
243021,黑龙江,大庆,230600,2022.12.03,4,0,0,63,0,0,156,151,1
244067,黑龙江,双鸭山,230500,2022.12.03,15,0,1,11,0,0,68,50,3
245113,黑龙江,七台河,230900,2022.12.03,4,0,1,12,0,0,22,18,
246159,黑龙江,鹤岗,230400,2022.12.03,0,0,0,19,0,0,5,5,
247205,黑龙江,大兴安岭,232700,2022.12.03,7,0,0,2,0,0,11,4,
248251,黑龙江,伊春,230700,2022.12.03,0,0,0,15,0,0,1,1,
249296,辽宁,本溪,210500,2022.12.03,6,0,0,14,0,0,22,16,
250343,辽宁,锦州,210700,2022.12.03,9,0,0,23,0,0,29,20,
251390,辽宁,丹东,210600,2022.12.03,5,0,0,7,0,0,101,96,
252437,辽宁,沈阳,210100,2022.12.03,328,0,5,132,0,0,604,276,
253484,辽宁,营口,210800,2022.12.03,0,0,0,9,0,0,218,218,
254531,辽宁,鞍山,210300,2022.12.03,21,0,0,10,0,0,40,19,
255578,辽宁,葫芦岛,211400,2022.12.03,2,0,0,11,0,0,229,226,1
256622,辽宁,大连,210200,2022.12.03,21,0,2,131,0,0,686,665,
257669,辽宁,阜新,210900,2022.12.03,24,0,3,12,0,0,34,10,
258716,辽宁,辽阳,211000,2022.12.03,2,0,1,20,0,0,14,12,
259763,辽宁,铁岭,211200,2022.12.03,132,0,2,7,0,0,162,30,
260810,辽宁,朝阳,211300,2022.12.03,20,0,0,17,0,0,47,26,1
261856,辽宁,盘锦,211100,2022.12.03,41,0,7,8,0,0,55,14,
262902,云南,普洱,530800,2022.12.03,11,0,1,2,0,0,23,12,
263944,云南,德宏州,,2022.12.03,130,0,0,2,0,0,520,390,
264987,云南,临沧,530900,2022.12.03,12,0,0,5,0,0,25,13,
266027,云南,西双版纳,532800,2022.12.03,70,0,0,7,0,0,122,51,1
267070,云南,昆明,530100,2022.12.03,887,0,48,296,0,0,962,75,
268113,云南,昭通,530600,2022.12.03,449,0,35,189,0,0,475,26,
269156,云南,玉溪,530400,2022.12.03,15,0,0,39,0,0,29,13,1
270199,云南,曲靖,530300,2022.12.03,28,0,3,23,0,0,43,15,
271242,云南,大理州,,2022.12.03,121,0,1,94,0,0,134,13,
272280,云南,保山,530500,2022.12.03,41,0,2,10,0,0,52,11,
273323,云南,红河州,,2022.12.03,110,0,5,38,0,0,149,39,
274365,云南,丽江,530700,2022.12.03,39,0,2,0,0,0,46,7,
275408,云南,楚雄州,,2022.12.03,25,0,0,26,0,0,29,4,
276446,云南,文山州,,2022.12.03,10,0,0,4,0,0,23,13,
277482,云南,迪庆州,,2022.12.03,57,0,14,1,0,0,57,,
277894,山西,晋中,140700,2022.12.03,8,0,0,50,0,0,141,133,
278934,山西,太原,140100,2022.12.03,239,0,79,270,0,0,736,497,
279975,山西,运城,140800,2022.12.03,55,0,3,88,0,0,277,222,
281017,山西,朔州,140600,2022.12.03,231,0,3,296,0,0,495,264,
282059,山西,大同,140200,2022.12.03,754,0,4,760,0,0,1310,556,
283101,山西,忻州,140900,2022.12.03,23,0,2,200,0,0,137,114,
284139,山西,阳泉,140300,2022.12.03,339,0,18,507,0,0,515,176,
285181,山西,长治,140400,2022.12.03,93,0,13,92,0,0,103,10,
286223,山西,晋城,140500,2022.12.03,268,0,3,48,0,0,305,37,
287261,山西,临汾,141000,2022.12.03,248,0,21,123,0,0,275,27,
288301,山西,吕梁,141100,2022.12.03,201,0,3,194,0,0,381,180,
289342,甘肃,兰州,620100,2022.12.03,67,0,0,276,0,0,1049,980,2
290389,甘肃,临夏州,,2022.12.03,0,0,0,3,0,0,82,82,
291432,甘肃,甘南州,,2022.12.03,0,0,0,0,0,0,49,49,
292467,甘肃,天水,620500,2022.12.03,0,0,0,0,0,0,57,57,
293512,甘肃,白银,620400,2022.12.03,0,0,0,3,0,0,29,29,
294557,甘肃,酒泉,620900,2022.12.03,0,0,0,0,0,0,1,1,
294969,甘肃,张掖,620700,2022.12.03,0,0,0,0,0,0,19,19,
296013,甘肃,定西,621100,2022.12.03,0,0,0,0,0,0,15,15,
297058,甘肃,平凉,620800,2022.12.03,0,0,0,0,0,0,9,9,
298103,甘肃,陇南,621200,2022.12.03,17,0,0,0,0,0,33,16,
299148,甘肃,庆阳,621000,2022.12.03,0,0,0,0,0,0,8,8,
300181,甘肃,金昌,620300,2022.12.03,0,0,0,0,0,0,1,1,
301220,甘肃,嘉峪关,620200,2022.12.03,0,0,0,0,0,0,5,5,
301632,甘肃,武威,620600,2022.12.03,0,0,0,0,0,0,8,8,
302044,内蒙古,呼和浩特,150100,2022.12.03,460,0,40,107,0,0,4402,3942,
303089,内蒙古,乌兰察布,150900,2022.12.03,3,0,0,13,0,0,101,98,
304135,内蒙古,巴彦淖尔,150800,2022.12.03,0,0,0,18,0,0,46,45,1
305181,内蒙古,包头,150200,2022.12.03,0,0,0,13,0,0,213,213,
306227,内蒙古,呼伦贝尔,150700,2022.12.03,103,0,0,38,0,0,840,737,
307273,内蒙古,兴安盟,152200,2022.12.03,7,0,0,16,0,0,40,33,
308317,内蒙古,通辽,150500,2022.12.03,0,0,0,15,0,0,33,33,
309363,内蒙古,赤峰,150400,2022.12.03,67,0,6,10,0,0,535,468,
310409,内蒙古,阿拉善盟,152900,2022.12.03,0,0,0,1,0,0,177,177,
310824,内蒙古,锡林郭勒盟,152500,2022.12.03,1,0,0,53,0,0,444,443,
311869,内蒙古,鄂尔多斯,150600,2022.12.03,113,0,8,61,0,0,439,326,
312915,内蒙古,乌海,150300,2022.12.03,0,0,0,11,0,0,21,21,
313961,贵州,黔西南州,,2022.12.03,2,0,0,6,0,0,16,14,
315002,贵州,贵阳,520100,2022.12.03,65,0,9,62,0,0,407,341,1
316043,贵州,遵义,520300,2022.12.03,80,0,2,23,0,0,202,122,
317082,贵州,六盘水,520200,2022.12.03,10,0,1,22,0,0,26,15,1
318122,贵州,毕节,520500,2022.12.03,16,0,3,81,0,0,590,574,
319161,贵州,铜仁,520600,2022.12.03,11,0,2,18,0,0,41,30,
320201,贵州,黔东南州,,2022.12.03,8,0,1,3,0,0,28,20,
321239,贵州,黔南州,,2022.12.03,18,0,2,12,0,0,55,37,
322280,西藏,拉萨,540100,2022.12.03,10,0,0,0,0,0,778,768,
323327,西藏,日喀则,540200,2022.12.03,4,0,0,0,0,0,241,237,
324370,西藏,昌都,540300,2022.12.03,20,0,0,0,0,0,263,243,
325413,西藏,山南,540500,2022.12.03,0,0,0,0,0,0,14,14,
326456,西藏,那曲地区,,2022.12.03,4,0,0,1,0,0,91,87,
327499,西藏,阿里地区,542500,2022.12.03,2,0,0,0,0,0,19,17,
328542,青海,西宁,630100,2022.12.03,65,0,13,382,0,0,349,284,
329581,青海,海北州,,2022.12.03,2,0,0,36,0,0,9,7,
330615,青海,海东,630200,2022.12.03,6,0,0,104,0,0,16,10,
331027,青海,黄南州,,2022.12.03,0,0,0,33,0,0,5,5,
331439,青海,海南州,,2022.12.03,1,0,0,29,0,0,6,5,
331851,青海,果洛州,,2022.12.03,2,0,0,0,0,0,2,,
332263,青海,玉树州,,2022.12.03,2,0,0,16,0,0,7,5,
332675,青海,海西州,,2022.12.03,0,0,0,0,0,0,47,47,
333087,新疆,乌鲁木齐,650100,2022.12.03,446,0,1,45,0,0,1867,1421,
334134,新疆,巴州,,2022.12.03,0,0,0,5,0,0,44,44,
335167,新疆,昌吉州,,2022.12.03,0,0,0,0,0,0,11,11,
336203,新疆,伊犁州,,2022.12.03,73,0,0,0,0,0,188,115,
337248,新疆,吐鲁番,650400,2022.12.03,0,0,0,0,0,0,31,31,
338295,新疆,阿克苏地区,652900,2022.12.03,0,0,0,0,0,0,1,1,
339342,新疆,五家渠,659004,2022.12.03,0,0,0,0,0,0,2,2,
340378,新疆,石河子,659001,2022.12.03,0,0,0,1,0,0,4,3,1
341425,新疆,喀什地区,653100,2022.12.03,104,0,5,277,0,0,227,123,
342296,新疆,克州,,2022.12.03,4,0,0,0,0,0,4,,
343059,新疆,哈密,650500,2022.12.03,0,0,0,28,0,0,8,8,
343491,新疆,博州,,2022.12.03,0,0,0,0,0,0,1,1,
343970,新疆,和田地区,653200,2022.12.03,84,0,5,306,0,0,136,52,
344402,新疆,塔城地区,654200,2022.12.03,0,0,0,0,0,0,13,13,
344834,宁夏,银川,640100,2022.12.03,3,0,1,174,0,0,92,89,
345880,宁夏,吴忠,640300,2022.12.03,0,0,0,42,0,0,50,50,
346925,宁夏,石嘴山,640200,2022.12.03,0,0,0,13,0,0,2,2,
347959,宁夏,固原,640400,2022.12.03,0,0,0,63,0,0,9,9,
349004,宁夏,中卫,640500,2022.12.03,0,0,0,56,0,0,80,80,
2,湖北,武汉,420100,2022.12.04,232,0,11,247,0,0,50700,46599,3869
1049,湖北,黄冈,421100,2022.12.04,0,0,0,9,0,0,2913,2788,125
2098,湖北,孝感,420900,2022.12.04,0,0,0,1,0,0,3518,3389,129
3147,湖北,荆门,420800,2022.12.04,0,0,0,15,0,0,971,930,41
4196,湖北,咸宁,421200,2022.12.04,0,0,0,7,0,0,836,821,15
5245,湖北,荆州,421000,2022.12.04,0,0,0,15,0,0,1582,1530,52
6294,湖北,襄阳,420600,2022.12.04,0,0,0,18,0,0,1190,1150,40
7343,湖北,随州,421300,2022.12.04,0,0,0,9,0,0,1307,1262,45
8392,湖北,十堰,420300,2022.12.04,0,0,0,7,0,0,674,666,8
9441,湖北,鄂州,420700,2022.12.04,0,0,0,12,0,0,1395,1336,59
10490,湖北,黄石,420200,2022.12.04,0,0,0,12,0,0,1016,977,39
11539,湖北,宜昌,420500,2022.12.04,0,0,0,14,0,0,932,895,37
12588,湖北,恩施州,,2022.12.04,0,0,0,5,0,0,255,248,7
13635,湖北,仙桃,429004,2022.12.04,0,0,0,7,0,0,575,553,22
14683,湖北,天门,429006,2022.12.04,0,0,0,4,0,0,498,483,15
15731,湖北,潜江,429005,2022.12.04,0,0,0,5,0,0,200,191,9
16779,湖北,神农架林区,429021,2022.12.04,1,0,0,0,0,0,12,11,
17823,广东,广州,440100,2022.12.04,16478,0,1044,3663,0,0,31072,14593,1
18869,广东,深圳,440300,2022.12.04,995,0,146,101,0,0,5629,4631,3
19915,广东,佛山,440600,2022.12.04,747,0,90,186,0,0,1219,472,
20960,广东,湛江,440800,2022.12.04,712,0,79,51,0,0,1016,304,
22005,广东,东莞,441900,2022.12.04,363,0,15,190,0,0,859,495,1
