,省,市,市（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡
39111,浙江,杭州,330100,2022.12.05,362,0,26,74,0,0,907,545,
40160,浙江,宁波,330200,2022.12.05,207,0,12,28,0,0,616,409,
41208,浙江,温州,330300,2022.12.05,206,0,5,4,0,0,783,576,1
42257,浙江,湖州,330500,2022.12.05,140,0,1,20,0,0,177,37,
43306,浙江,嘉兴,330400,2022.12.05,0,0,0,22,0,0,178,178,
44355,浙江,绍兴,330600,2022.12.05,203,0,23,28,0,0,657,454,
45404,浙江,金华,330700,2022.12.05,28,0,1,37,0,0,268,240,
46453,浙江,衢州,330800,2022.12.05,119,0,6,12,0,0,237,118,
47502,浙江,舟山,330900,2022.12.05,30,0,4,5,0,0,60,30,
48551,浙江,台州,331000,2022.12.05,131,0,3,16,0,0,283,152,
49600,浙江,丽水,331100,2022.12.05,18,0,3,17,0,0,41,23,
50649,河南,开封,410200,2022.12.05,0,0,0,2,0,0,58,58,
51692,河南,驻马店,411700,2022.12.05,0,0,0,0,0,0,163,163,
52735,河南,周口,411600,2022.12.05,0,0,0,0,0,0,184,183,1
53778,河南,郑州,410100,2022.12.05,2849,0,163,185,0,0,5072,2217,6
54821,河南,许昌,411000,2022.12.05,4,0,0,0,0,0,578,573,1
55864,河南,信阳,411500,2022.12.05,1,0,0,3,0,0,298,295,2
56907,河南,商丘,411400,2022.12.05,2,0,0,0,0,0,116,111,3
57950,河南,漯河,411100,2022.12.05,9,0,0,0,0,0,55,46,
58993,河南,安阳,410500,2022.12.05,3,0,0,4,0,0,582,579,
60036,河南,濮阳,410900,2022.12.05,3,0,0,0,0,0,45,42,
61075,河南,焦作,410800,2022.12.05,0,0,0,0,0,0,46,45,1
62118,河南,南阳,411300,2022.12.05,0,0,0,0,0,0,162,159,3
63158,河南,平顶山,410400,2022.12.05,0,0,0,0,0,0,72,71,1
64201,河南,新乡,410700,2022.12.05,0,0,0,0,0,0,57,54,3
65244,河南,洛阳,410300,2022.12.05,1,0,0,0,0,0,55,53,1
66287,河南,鹤壁,410600,2022.12.05,4,0,0,0,0,0,29,25,
67330,河南,三门峡,411200,2022.12.05,1,0,0,0,0,0,11,9,1
68372,河南,济源,419001,2022.12.05,32,0,0,0,0,0,39,7,
69409,湖南,娄底,431300,2022.12.05,54,0,0,23,0,0,140,86,
70455,湖南,邵阳,430500,2022.12.05,135,0,0,21,0,0,332,196,1
71502,湖南,长沙,430100,2022.12.05,140,0,4,83,0,0,415,273,2
72549,湖南,衡阳,430400,2022.12.05,30,0,0,16,0,0,83,53,
73596,湖南,株洲,430200,2022.12.05,84,0,3,21,0,0,194,110,
74643,湖南,湘潭,430300,2022.12.05,68,0,0,9,0,0,109,41,
75690,湖南,岳阳,430600,2022.12.05,40,0,0,8,0,0,204,163,1
76737,湖南,常德,430700,2022.12.05,17,0,0,9,0,0,99,82,
77784,湖南,张家界,430800,2022.12.05,71,0,0,0,0,0,148,77,
78831,湖南,益阳,430900,2022.12.05,31,0,1,24,0,0,100,69,
79878,湖南,郴州,431000,2022.12.05,99,0,3,23,0,0,139,40,
80925,湖南,永州,431100,2022.12.05,21,0,0,8,0,0,66,45,
81972,湖南,怀化,431200,2022.12.05,83,0,0,8,0,0,148,65,
83019,湖南,湘西州,,2022.12.05,18,0,0,26,0,0,31,13,
84061,安徽,安庆,340800,2022.12.05,1,0,1,9,0,0,88,87,
85106,安徽,宿州,341300,2022.12.05,0,0,0,11,0,0,423,423,
86151,安徽,蚌埠,340300,2022.12.05,4,0,0,7,0,0,221,212,5
87196,安徽,六安,341500,2022.12.05,0,0,0,6,0,0,85,85,
88241,安徽,淮南,340400,2022.12.05,0,0,0,8,0,0,37,37,
89286,安徽,阜阳,341200,2022.12.05,0,0,0,32,0,0,168,168,
90331,安徽,合肥,340100,2022.12.05,20,0,1,26,0,0,226,205,1
91378,安徽,马鞍山,340500,2022.12.05,3,0,3,8,0,0,44,41,
92423,安徽,芜湖,340200,2022.12.05,3,0,0,19,0,0,43,40,
93468,安徽,铜陵,340700,2022.12.05,10,0,0,14,0,0,43,33,
94513,安徽,亳州,341600,2022.12.05,0,0,0,16,0,0,108,108,
95558,安徽,黄山,341000,2022.12.05,0,0,0,12,0,0,9,9,
96603,安徽,滁州,341100,2022.12.05,0,0,0,20,0,0,15,15,
97648,安徽,宣城,341800,2022.12.05,65,0,2,30,0,0,74,9,
98693,安徽,淮北,340600,2022.12.05,2,0,0,12,0,0,50,48,
99738,安徽,池州,341700,2022.12.05,3,0,0,24,0,0,24,21,
100782,四川,成都,510100,2022.12.05,2825,0,210,134,0,0,6637,3808,4
101826,四川,内江,511000,2022.12.05,61,0,2,26,0,0,379,317,1
102871,四川,宜宾,511500,2022.12.05,183,0,0,55,0,0,309,126,
103915,四川,绵阳,510700,2022.12.05,166,0,0,18,0,0,229,63,
104960,四川,自贡,510300,2022.12.05,14,0,1,59,0,0,33,19,
106005,四川,攀枝花,510400,2022.12.05,3,0,0,13,0,0,21,18,
107050,四川,泸州,510500,2022.12.05,78,0,8,11,0,0,141,63,
108095,四川,德阳,510600,2022.12.05,214,0,1,11,0,0,264,50,
109140,四川,广元,510800,2022.12.05,29,0,1,18,0,0,49,20,
110184,四川,遂宁,510900,2022.12.05,135,0,0,17,0,0,171,36,
111229,四川,乐山,511100,2022.12.05,75,0,2,9,0,0,90,15,
112274,四川,南充,511300,2022.12.05,6,0,0,17,0,0,82,76,
113319,四川,广安,511600,2022.12.05,37,0,1,4,0,0,295,258,
114364,四川,达州,511700,2022.12.05,0,0,0,5,0,0,49,49,
115409,四川,巴中,511900,2022.12.05,69,0,0,25,0,0,113,44,
116454,四川,雅安,511800,2022.12.05,13,0,1,2,0,0,21,8,
117499,四川,眉山,511400,2022.12.05,65,0,3,70,0,0,102,37,
118544,四川,资阳,512000,2022.12.05,5,0,0,2,0,0,48,43,
119588,四川,阿坝州,,2022.12.05,147,0,2,21,0,0,217,70,
120633,四川,甘孜州,,2022.12.05,8,0,0,0,0,0,102,94,
121678,四川,凉山州,,2022.12.05,94,0,2,4,0,0,124,30,
122723,山东,菏泽,371700,2022.12.05,0,0,0,31,0,0,42,42,
123770,山东,济南,370100,2022.12.05,361,0,14,156,0,0,621,259,1
124817,山东,青岛,370200,2022.12.05,79,0,8,35,0,0,1360,1280,1
125864,山东,滨州,371600,2022.12.05,17,0,1,25,0,0,240,223,
126911,山东,德州,371400,2022.12.05,0,0,0,16,0,0,119,117,2
127958,山东,淄博,370300,2022.12.05,15,0,0,32,0,0,98,82,1
129004,山东,烟台,370600,2022.12.05,4,0,0,26,0,0,103,99,
130051,山东,威海,371000,2022.12.05,28,0,0,19,0,0,140,111,1
131098,山东,聊城,371500,2022.12.05,50,0,1,18,0,0,106,56,
132144,山东,枣庄,370400,2022.12.05,3,0,0,21,0,0,68,65,
133190,山东,潍坊,370700,2022.12.05,1,0,0,11,0,0,54,53,
134236,山东,济宁,370800,2022.12.05,3,0,0,41,0,0,305,302,
135283,山东,泰安,370900,2022.12.05,62,0,0,37,0,0,144,80,2
136329,山东,日照,371100,2022.12.05,5,0,2,28,0,0,42,37,
137376,山东,临沂,371300,2022.12.05,34,0,0,29,0,0,135,101,
138423,山东,东营,370500,2022.12.05,3,0,0,17,0,0,6,3,
138835,吉林,吉林,220200,2022.12.05,0,0,0,17,0,0,14097,14094,3
139883,吉林,长春,220100,2022.12.05,4,0,0,85,0,0,25192,25188,
140932,吉林,延边州,,2022.12.05,7,0,0,4,0,0,206,199,
141981,吉林,四平,220300,2022.12.05,19,0,0,18,0,0,264,244,1
143030,吉林,白城,220800,2022.12.05,3,0,0,32,0,0,148,145,
144066,吉林,辽源,220400,2022.12.05,0,0,0,16,0,0,9,9,
145104,吉林,松原,220700,2022.12.05,55,0,5,70,0,0,101,46,
146152,吉林,通化,220500,2022.12.05,0,0,0,6,0,0,314,313,1
147201,吉林,白山,220600,2022.12.05,1,0,0,3,0,0,25,24,
148250,福建,莆田,350300,2022.12.05,21,0,2,33,0,0,361,340,
149297,福建,厦门,350200,2022.12.05,291,0,33,18,0,0,768,477,
150345,福建,漳州,350600,2022.12.05,165,0,33,73,0,0,229,64,
151394,福建,泉州,350500,2022.12.05,107,0,11,65,0,0,1353,1246,
152443,福建,福州,350100,2022.12.05,46,0,13,60,0,0,462,415,1
153494,福建,三明,350400,2022.12.05,112,0,22,14,0,0,145,33,
154543,福建,南平,350700,2022.12.05,45,0,4,20,0,0,102,57,
155592,福建,龙岩,350800,2022.12.05,61,0,4,13,0,0,78,17,
156641,福建,宁德,350900,2022.12.05,8,0,0,55,0,0,101,93,
157690,江西,宜春,360900,2022.12.05,0,0,0,6,0,0,109,109,
158734,江西,鹰潭,360600,2022.12.05,0,0,0,0,0,0,48,48,
159779,江西,上饶,361100,2022.12.05,0,0,0,3,0,0,328,328,
160823,江西,南昌,360100,2022.12.05,0,0,0,34,0,0,485,485,
161868,江西,赣州,360700,2022.12.05,0,0,0,1,0,0,76,75,1
162913,江西,九江,360400,2022.12.05,11,0,3,26,0,0,142,131,
163958,江西,抚州,361000,2022.12.05,5,0,0,11,0,0,82,77,
165003,江西,新余,360500,2022.12.05,0,0,0,9,0,0,129,129,
166048,江西,吉安,360800,2022.12.05,0,0,0,0,0,0,44,44,
167093,江西,景德镇,360200,2022.12.05,3,0,0,7,0,0,9,6,
168138,江西,萍乡,360300,2022.12.05,0,0,0,1,0,0,39,39,
169183,江苏,扬州,321000,2022.12.05,2,0,0,32,0,0,596,594,
170222,江苏,南京,320100,2022.12.05,230,0,3,57,0,0,782,552,
171262,江苏,无锡,320200,2022.12.05,100,0,1,20,0,0,203,103,
172301,江苏,徐州,320300,2022.12.05,20,0,0,49,0,0,180,160,
173340,江苏,常州,320400,2022.12.05,3,0,0,20,0,0,87,84,
174379,江苏,苏州,320500,2022.12.05,49,0,7,47,0,0,277,228,
175420,江苏,南通,320600,2022.12.05,31,0,5,31,0,0,72,41,
176459,江苏,连云港,320700,2022.12.05,190,0,4,39,0,0,395,205,
177497,江苏,淮安,320800,2022.12.05,22,0,1,30,0,0,105,83,
178536,江苏,盐城,320900,2022.12.05,111,0,1,29,0,0,179,68,
179575,江苏,镇江,321100,2022.12.05,17,0,0,27,0,0,41,24,
180614,江苏,泰州,321200,2022.12.05,25,0,1,33,0,0,72,47,
181653,江苏,宿迁,321300,2022.12.05,53,0,4,59,0,0,83,30,
182692,广西,南宁,450100,2022.12.05,1,0,0,17,0,0,71,70,
183742,广西,北海,450500,2022.12.05,1,0,0,18,0,0,597,595,1
184791,广西,桂林,450300,2022.12.05,34,0,0,28,0,0,69,35,
185841,广西,百色,451000,2022.12.05,0,0,0,26,0,0,284,284,
186891,广西,崇左,451400,2022.12.05,1,0,0,10,0,0,34,33,
187303,广西,防城港,450600,2022.12.05,0,0,0,10,0,0,149,149,
188353,广西,钦州,450700,2022.12.05,0,0,0,34,0,0,27,27,
189403,广西,柳州,450200,2022.12.05,0,0,0,18,0,0,24,24,
190453,广西,梧州,450400,2022.12.05,0,0,0,41,0,0,21,21,
191502,广西,贵港,450800,2022.12.05,2,0,0,20,0,0,12,10,
192552,广西,玉林,450900,2022.12.05,0,0,0,12,0,0,15,15,
193601,广西,河池,451200,2022.12.05,1,0,0,25,0,0,32,30,1
194651,广西,贺州,451100,2022.12.05,1,0,0,27,0,0,5,4,
195701,广西,来宾,451300,2022.12.05,28,0,0,18,0,0,39,11,
196750,海南,海口,460100,2022.12.05,116,0,14,32,0,0,258,142,
197785,海南,三亚,460200,2022.12.05,86,0,14,27,0,0,6809,6722,1
198820,海南,儋州,460400,2022.12.05,12,0,7,5,0,0,484,471,1
199855,海南,万宁,469006,2022.12.05,14,0,3,12,0,0,282,268,
200890,海南,琼海,469002,2022.12.05,8,0,3,17,0,0,28,19,1
201925,海南,东方,469007,2022.12.05,10,0,0,8,0,0,417,406,1
202960,海南,临高县,469024,2022.12.05,8,0,4,1,0,0,204,196,
203995,海南,定安县,469021,2022.12.05,6,0,0,2,0,0,12,5,1
205030,海南,昌江,469026,2022.12.05,1,0,0,0,0,0,9,8,
206065,海南,澄迈县,469023,2022.12.05,33,0,8,9,0,0,73,39,1
207099,海南,陵水,469028,2022.12.05,40,0,9,17,0,0,249,209,
208133,海南,琼中,469030,2022.12.05,1,0,0,1,0,0,2,1,
209167,海南,乐东,469027,2022.12.05,17,0,2,2,0,0,463,446,
210202,海南,文昌,469005,2022.12.05,22,0,3,4,0,0,31,9,
211227,海南,保亭,469029,2022.12.05,1,0,1,1,0,0,4,3,
212251,海南,五指山,469001,2022.12.05,11,0,2,1,0,0,18,7,
212742,海南,屯昌县,469022,2022.12.05,1,0,0,5,0,0,1,,
213233,海南,白沙,469025,2022.12.05,1,0,0,0,0,0,1,,
213724,陕西,西安,610100,2022.12.05,274,0,9,392,0,0,2838,2561,3
214768,陕西,安康,610900,2022.12.05,222,0,2,60,0,0,256,34,
215812,陕西,渭南,610500,2022.12.05,278,0,9,108,0,0,341,63,
216856,陕西,汉中,610700,2022.12.05,239,0,14,21,0,0,328,89,
217900,陕西,宝鸡,610300,2022.12.05,0,0,0,58,0,0,261,261,
218944,陕西,咸阳,610400,2022.12.05,28,0,0,98,0,0,64,36,
219988,陕西,延安,610600,2022.12.05,39,0,0,43,0,0,74,35,
221032,陕西,铜川,610200,2022.12.05,30,0,2,1,0,0,57,27,
222076,陕西,商洛,611000,2022.12.05,0,0,0,57,0,0,99,99,
223120,陕西,榆林,610800,2022.12.05,255,0,7,153,0,0,309,54,
224162,河北,邯郸,130400,2022.12.05,10,0,0,2,0,0,74,64,
225211,河北,石家庄,130100,2022.12.05,601,0,0,149,0,0,1722,1120,1
226260,河北,保定,130600,2022.12.05,7,0,0,0,0,0,65,58,
227309,河北,邢台,130500,2022.12.05,9,0,4,2,0,0,147,137,1
228358,河北,廊坊,131000,2022.12.05,16,0,0,5,0,0,335,319,
229407,河北,沧州,130900,2022.12.05,9,0,0,1,0,0,147,135,3
230455,河北,衡水,131100,2022.12.05,6,0,0,2,0,0,20,14,
231504,河北,承德,130800,2022.12.05,1,0,0,2,0,0,9,8,
232553,河北,唐山,130200,2022.12.05,0,0,0,0,0,0,96,95,1
233602,河北,张家口,130700,2022.12.05,0,0,0,2,0,0,43,43,
234651,河北,秦皇岛,130300,2022.12.05,2,0,0,12,0,0,24,21,1
235700,黑龙江,哈尔滨,230100,2022.12.05,700,0,44,505,0,0,2498,1794,4
236745,黑龙江,牡丹江,231000,2022.12.05,43,0,11,82,0,0,147,104,
237791,黑龙江,绥化,231200,2022.12.05,46,0,0,34,0,0,670,620,4
238837,黑龙江,黑河,231100,2022.12.05,33,0,4,90,0,0,349,316,
239882,黑龙江,鸡西,230300,2022.12.05,4,0,1,43,0,0,59,55,
240928,黑龙江,齐齐哈尔,230200,2022.12.05,184,0,33,244,0,0,261,76,1
241973,黑龙江,佳木斯,230800,2022.12.05,81,0,3,49,0,0,236,155,
243019,黑龙江,大庆,230600,2022.12.05,6,0,2,76,0,0,158,151,1
244065,黑龙江,双鸭山,230500,2022.12.05,14,0,0,10,0,0,68,51,3
245111,黑龙江,七台河,230900,2022.12.05,3,0,0,12,0,0,22,19,
246157,黑龙江,鹤岗,230400,2022.12.05,0,0,0,50,0,0,5,5,
247203,黑龙江,大兴安岭,232700,2022.12.05,16,0,7,5,0,0,20,4,
248249,黑龙江,伊春,230700,2022.12.05,1,0,1,41,0,0,2,1,
249294,辽宁,本溪,210500,2022.12.05,8,0,2,5,0,0,24,16,
250341,辽宁,锦州,210700,2022.12.05,9,0,0,20,0,0,29,20,
251388,辽宁,丹东,210600,2022.12.05,5,0,0,12,0,0,101,96,
252435,辽宁,沈阳,210100,2022.12.05,375,0,13,89,0,0,651,276,
253482,辽宁,营口,210800,2022.12.05,0,0,0,6,0,0,218,218,
254529,辽宁,鞍山,210300,2022.12.05,21,0,0,12,0,0,40,19,
255576,辽宁,葫芦岛,211400,2022.12.05,2,0,0,8,0,0,229,226,1
256620,辽宁,大连,210200,2022.12.05,23,0,2,90,0,0,688,665,
257667,辽宁,阜新,210900,2022.12.05,25,0,0,1,0,0,35,10,
258714,辽宁,辽阳,211000,2022.12.05,2,0,0,15,0,0,14,12,
259761,辽宁,铁岭,211200,2022.12.05,145,0,5,0,0,0,175,30,
260808,辽宁,朝阳,211300,2022.12.05,20,0,0,14,0,0,47,26,1
261854,辽宁,盘锦,211100,2022.12.05,66,0,13,2,0,0,80,14,
262900,云南,普洱,530800,2022.12.05,15,0,0,9,0,0,27,12,
263942,云南,德宏州,,2022.12.05,130,0,0,4,0,0,520,390,
264985,云南,临沧,530900,2022.12.05,12,0,0,2,0,0,25,13,
266025,云南,西双版纳,532800,2022.12.05,70,0,0,7,0,0,122,51,1
267068,云南,昆明,530100,2022.12.05,928,0,14,191,0,0,1003,75,
268111,云南,昭通,530600,2022.12.05,465,0,4,27,0,0,491,26,
269154,云南,玉溪,530400,2022.12.05,16,0,0,17,0,0,30,13,1
270197,云南,曲靖,530300,2022.12.05,30,0,1,46,0,0,45,15,
271240,云南,大理州,,2022.12.05,123,0,2,16,0,0,136,13,
272278,云南,保山,530500,2022.12.05,50,0,6,17,0,0,61,11,
273321,云南,红河州,,2022.12.05,126,0,6,13,0,0,165,39,
274363,云南,丽江,530700,2022.12.05,44,0,4,6,0,0,51,7,
275406,云南,楚雄州,,2022.12.05,26,0,1,17,0,0,30,4,
276444,云南,文山州,,2022.12.05,13,0,1,12,0,0,26,13,
277480,云南,迪庆州,,2022.12.05,75,0,8,0,0,0,75,,
277892,山西,晋中,140700,2022.12.05,6,0,1,60,0,0,144,138,
278932,山西,太原,140100,2022.12.05,184,0,0,300,0,0,748,564,
279973,山西,运城,140800,2022.12.05,56,0,0,100,0,0,283,227,
281015,山西,朔州,140600,2022.12.05,168,0,2,161,0,0,498,330,
282057,山西,大同,140200,2022.12.05,733,0,26,71,0,0,1347,614,
283099,山西,忻州,140900,2022.12.05,21,0,0,201,0,0,137,116,
284137,山西,阳泉,140300,2022.12.05,254,0,4,252,0,0,519,265,
285179,山西,长治,140400,2022.12.05,102,0,0,36,0,0,114,12,
286221,山西,晋城,140500,2022.12.05,270,0,1,22,0,0,311,41,
287259,山西,临汾,141000,2022.12.05,167,0,6,250,0,0,290,123,
288299,山西,吕梁,141100,2022.12.05,105,0,15,116,0,0,397,292,
289340,甘肃,兰州,620100,2022.12.05,59,0,0,231,0,0,1049,988,2
290387,甘肃,临夏州,,2022.12.05,0,0,0,1,0,0,82,82,
291430,甘肃,甘南州,,2022.12.05,0,0,0,0,0,0,49,49,
292465,甘肃,天水,620500,2022.12.05,0,0,0,0,0,0,57,57,
293510,甘肃,白银,620400,2022.12.05,0,0,0,0,0,0,29,29,
294555,甘肃,酒泉,620900,2022.12.05,0,0,0,0,0,0,1,1,
294967,甘肃,张掖,620700,2022.12.05,0,0,0,0,0,0,19,19,
296011,甘肃,定西,621100,2022.12.05,0,0,0,0,0,0,15,15,
297056,甘肃,平凉,620800,2022.12.05,0,0,0,0,0,0,9,9,
298101,甘肃,陇南,621200,2022.12.05,17,0,0,0,0,0,33,16,
299146,甘肃,庆阳,621000,2022.12.05,0,0,0,0,0,0,8,8,
300179,甘肃,金昌,620300,2022.12.05,0,0,0,0,0,0,1,1,
301218,甘肃,嘉峪关,620200,2022.12.05,0,0,0,0,0,0,5,5,
301630,甘肃,武威,620600,2022.12.05,0,0,0,0,0,0,8,8,
302042,内蒙古,呼和浩特,150100,2022.12.05,417,0,37,56,0,0,4493,4076,
303087,内蒙古,乌兰察布,150900,2022.12.05,3,0,0,23,0,0,101,98,
304133,内蒙古,巴彦淖尔,150800,2022.12.05,0,0,0,20,0,0,46,45,1
305179,内蒙古,包头,150200,2022.12.05,0,0,0,14,0,0,213,213,
306225,内蒙古,呼伦贝尔,150700,2022.12.05,93,0,0,37,0,0,840,747,
307271,内蒙古,兴安盟,152200,2022.12.05,4,0,0,19,0,0,40,36,
308315,内蒙古,通辽,150500,2022.12.05,0,0,0,13,0,0,33,33,
309361,内蒙古,赤峰,150400,2022.12.05,70,0,4,15,0,0,541,471,
310407,内蒙古,阿拉善盟,152900,2022.12.05,0,0,0,4,0,0,177,177,
310822,内蒙古,锡林郭勒盟,152500,2022.12.05,1,0,0,36,0,0,444,443,
311867,内蒙古,鄂尔多斯,150600,2022.12.05,102,0,2,53,0,0,450,348,
312913,内蒙古,乌海,150300,2022.12.05,0,0,0,12,0,0,21,21,
313959,贵州,黔西南州,,2022.12.05,5,0,2,21,0,0,19,14,
315000,贵州,贵阳,520100,2022.12.05,67,0,8,107,0,0,419,351,1
316041,贵州,遵义,520300,2022.12.05,80,0,7,22,0,0,211,131,
317080,贵州,六盘水,520200,2022.12.05,12,0,3,30,0,0,29,16,1
318120,贵州,毕节,520500,2022.12.05,17,0,3,63,0,0,593,576,
319159,贵州,铜仁,520600,2022.12.05,17,0,5,42,0,0,47,30,
320199,贵州,黔东南州,,2022.12.05,9,0,2,9,0,0,30,21,
321237,贵州,黔南州,,2022.12.05,15,0,0,50,0,0,56,41,
322278,西藏,拉萨,540100,2022.12.05,10,0,0,5,0,0,778,768,
323325,西藏,日喀则,540200,2022.12.05,4,0,0,0,0,0,241,237,
324368,西藏,昌都,540300,2022.12.05,15,0,0,0,0,0,263,248,
325411,西藏,山南,540500,2022.12.05,0,0,0,0,0,0,14,14,
326454,西藏,那曲地区,,2022.12.05,4,0,0,10,0,0,91,87,
327497,西藏,阿里地区,542500,2022.12.05,2,0,0,0,0,0,19,17,
328540,青海,西宁,630100,2022.12.05,81,0,23,267,0,0,382,301,
329579,青海,海北州,,2022.12.05,2,0,0,33,0,0,9,7,
330613,青海,海东,630200,2022.12.05,6,0,0,2,0,0,16,10,
331025,青海,黄南州,,2022.12.05,0,0,0,12,0,0,5,5,
331437,青海,海南州,,2022.12.05,1,0,0,25,0,0,6,5,
331849,青海,果洛州,,2022.12.05,2,0,0,3,0,0,2,,
332261,青海,玉树州,,2022.12.05,3,0,0,6,0,0,8,5,
332673,青海,海西州,,2022.12.05,1,0,0,0,0,0,48,47,
333085,新疆,乌鲁木齐,650100,2022.12.05,446,0,0,14,0,0,1868,1422,
334132,新疆,巴州,,2022.12.05,0,0,0,0,0,0,44,44,
335165,新疆,昌吉州,,2022.12.05,0,0,0,0,0,0,11,11,
336201,新疆,伊犁州,,2022.12.05,73,0,0,0,0,0,188,115,
337246,新疆,吐鲁番,650400,2022.12.05,0,0,0,0,0,0,31,31,
338293,新疆,阿克苏地区,652900,2022.12.05,0,0,0,0,0,0,1,1,
339340,新疆,五家渠,659004,2022.12.05,0,0,0,0,0,0,2,2,
340376,新疆,石河子,659001,2022.12.05,0,0,0,0,0,0,4,3,1
341423,新疆,喀什地区,653100,2022.12.05,96,0,3,233,0,0,234,138,
342294,新疆,克州,,2022.12.05,4,0,0,3,0,0,4,,
343057,新疆,哈密,650500,2022.12.05,0,0,0,27,0,0,8,8,
343489,新疆,博州,,2022.12.05,0,0,0,0,0,0,1,1,
343968,新疆,和田地区,653200,2022.12.05,81,0,4,250,0,0,145,64,
344400,新疆,塔城地区,654200,2022.12.05,0,0,0,0,0,0,13,13,
344832,宁夏,银川,640100,2022.12.05,2,0,0,133,0,0,93,91,
345878,宁夏,吴忠,640300,2022.12.05,0,0,0,32,0,0,50,50,
346923,宁夏,石嘴山,640200,2022.12.05,0,0,0,16,0,0,2,2,
347957,宁夏,固原,640400,2022.12.05,0,0,0,43,0,0,9,9,
349002,宁夏,中卫,640500,2022.12.05,0,0,0,46,0,0,80,80,
0,湖北,武汉,420100,2022.12.06,261,0,18,317,0,0,50741,46611,3869
1047,湖北,黄冈,421100,2022.12.06,0,0,0,9,0,0,2913,2788,125
2096,湖北,孝感,420900,2022.12.06,0,0,0,4,0,0,3518,3389,129
3145,湖北,荆门,420800,2022.12.06,0,0,0,9,0,0,971,930,41
4194,湖北,咸宁,421200,2022.12.06,0,0,0,6,0,0,836,821,15
5243,湖北,荆州,421000,2022.12.06,0,0,0,10,0,0,1582,1530,52
6292,湖北,襄阳,420600,2022.12.06,0,0,0,22,0,0,1190,1150,40
7341,湖北,随州,421300,2022.12.06,0,0,0,8,0,0,1307,1262,45
8390,湖北,十堰,420300,2022.12.06,0,0,0,5,0,0,674,666,8
9439,湖北,鄂州,420700,2022.12.06,0,0,0,5,0,0,1395,1336,59
10488,湖北,黄石,420200,2022.12.06,0,0,0,12,0,0,1016,977,39
11537,湖北,宜昌,420500,2022.12.06,0,0,0,8,0,0,932,895,37
12586,湖北,恩施州,,2022.12.06,0,0,0,2,0,0,255,248,7
13633,湖北,仙桃,429004,2022.12.06,0,0,0,4,0,0,575,553,22
14681,湖北,天门,429006,2022.12.06,0,0,0,6,0,0,498,483,15
15729,湖北,潜江,429005,2022.12.06,0,0,0,4,0,0,200,191,9
16777,湖北,神农架林区,429021,2022.12.06,1,0,0,0,0,0,12,11,
17821,广东,广州,440100,2022.12.06,17700,0,1233,2090,0,0,33821,16120,1
18867,广东,深圳,440300,2022.12.06,1188,0,116,68,0,0,5885,4694,3
19913,广东,佛山,440600,2022.12.06,797,0,26,70,0,0,1269,472,
20958,广东,湛江,440800,2022.12.06,852,0,47,9,0,0,1156,304,
22003,广东,东莞,441900,2022.12.06,381,0,13,122,0,0,877,495,1
23044,广东,中山,442000,2022.12.06,353,0,67,109,0,0,508,155,
24088,广东,惠州,441300,2022.12.06,304,0,13,51,0,0,460,156,
25133,广东,珠海,440400,2022.12.06,224,0,19,66,0,0,690,465,1
26177,广东,阳江,441700,2022.12.06,196,0,25,15,0,0,249,53,
27219,广东,汕头,440500,2022.12.06,506,0,7,61,0,0,544,38,
28263,广东,江门,440700,2022.12.06,224,0,29,24,0,0,387,163,
29307,广东,茂名,440900,2022.12.06,617,0,25,49,0,0,770,153,
30351,广东,肇庆,441200,2022.12.06,503,0,8,51,0,0,558,54,1
31395,广东,梅州,441400,2022.12.06,61,0,0,69,0,0,80,19,
32438,广东,清远,441800,2022.12.06,312,0,22,91,0,0,336,24,
33481,广东,韶关,440200,2022.12.06,254,0,13,40,0,0,267,12,1
34523,广东,揭阳,445200,2022.12.06,7,0,0,105,0,0,18,11,
35567,广东,汕尾,441500,2022.12.06,11,0,0,54,0,0,24,13,
36611,广东,潮州,445100,2022.12.06,118,0,39,0,0,0,125,7,
37655,广东,河源,441600,2022.12.06,87,0,5,36,0,0,96,9,
38698,广东,云浮,445300,2022.12.06,56,0,12,20,0,0,63,7,
39110,浙江,杭州,330100,2022.12.06,393,0,31,67,0,0,938,545,
40159,浙江,宁波,330200,2022.12.06,236,0,29,34,0,0,645,409,
41207,浙江,温州,330300,2022.12.06,206,0,0,0,0,0,783,576,1
42256,浙江,湖州,330500,2022.12.06,140,0,0,0,0,0,177,37,
43305,浙江,嘉兴,330400,2022.12.06,0,0,0,8,0,0,178,178,
44354,浙江,绍兴,330600,2022.12.06,217,0,14,44,0,0,671,454,
45403,浙江,金华,330700,2022.12.06,29,0,1,22,0,0,269,240,
46452,浙江,衢州,330800,2022.12.06,133,0,14,12,0,0,251,118,
47501,浙江,舟山,330900,2022.12.06,35,0,5,6,0,0,65,30,
48550,浙江,台州,331000,2022.12.06,131,0,0,17,0,0,283,152,
49599,浙江,丽水,331100,2022.12.06,18,0,0,19,0,0,41,23,
50648,河南,开封,410200,2022.12.06,0,0,0,0,0,0,58,58,
51691,河南,驻马店,411700,2022.12.06,0,0,0,0,0,0,163,163,
52734,河南,周口,411600,2022.12.06,0,0,0,0,0,0,184,183,1
53777,河南,郑州,410100,2022.12.06,2518,0,149,215,0,0,5221,2697,6
