,省,省（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增境外输入(阳性),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡,累计境外输入(阳性)
0,北京,110000,2022/12/6,8539,1184,1170,2804,14,707,0,19588,11036,13,1476
1,北京,110000,2022/12/5,8062,1165,1163,3503,2,487,0,18404,10329,13,1462
2,北京,110000,2022/12/4,7384,1031,1021,2731,10,682,0,17239,9842,13,1460
3,北京,110000,2022/12/3,7035,712,708,2486,4,688,0,16208,9160,13,1450
4,北京,110000,2022/12/2,7011,705,703,2610,2,535,0,15496,8472,13,1446
5,北京,110000,2022/12/1,6841,948,942,3026,6,316,0,14791,7937,13,1444
6,北京,110000,2022/11/30,6209,1035,1023,4020,12,326,0,13843,7621,13,1438
7,北京,110000,2022/11/29,5500,1285,1282,3240,3,491,0,12808,7295,13,1426
8,北京,110000,2022/11/28,4706,973,957,3429,16,666,0,11523,6804,13,1423
9,北京,110000,2022/11/27,4399,856,840,3048,16,235,0,10550,6138,13,1407
10,北京,110000,2022/11/26,3778,750,747,3560,3,217,0,9694,5903,13,1391
11,北京,110000,2022/11/25,3245,587,586,2009,1,122,0,8944,5686,13,1388
12,北京,110000,2022/11/24,2780,432,424,1436,8,129,0,8357,5564,13,1387
13,北京,110000,2022/11/23,2477,517,509,1139,8,188,1,7925,5435,13,1379
14,北京,110000,2022/11/22,2149,396,388,1098,8,80,0,7408,5247,12,1371
15,北京,110000,2022/11/21,1833,274,274,1164,0,71,0,7012,5167,12,1363
16,北京,110000,2022/11/20,1630,157,154,808,8,66,2,6738,5096,12,1363
17,北京,110000,2022/11/19,1541,74,69,552,5,73,1,6581,5030,10,1355
18,北京,110000,2022/11/18,1541,84,79,436,0,49,0,6507,4957,9,1350
19,北京,110000,2022/11/17,1506,101,100,366,1,45,0,6423,4908,9,1350
20,北京,110000,2022/11/16,1450,172,172,262,0,45,0,6322,4863,9,1349
21,北京,110000,2022/11/15,1323,202,197,174,5,46,0,6150,4818,9,1349
22,北京,110000,2022/11/14,1167,305,303,159,2,40,0,5948,4772,9,1344
23,北京,110000,2022/11/13,902,240,237,170,3,27,0,5643,4732,9,1342
24,北京,110000,2022/11/12,689,162,161,74,1,0,0,5403,4705,9,1339
25,北京,110000,2022/11/11,527,70,68,48,2,31,0,5241,4705,9,1338
26,北京,110000,2022/11/10,488,64,64,54,0,28,0,5171,4674,9,1336
27,北京,110000,2022/11/9,452,38,34,61,4,15,0,5107,4646,9,1336
28,北京,110000,2022/11/8,429,38,32,48,6,10,0,5069,4631,9,1332
29,北京,110000,2022/11/7,401,36,31,33,5,13,0,5031,4621,9,1326
30,北京,110000,2022/11/6,378,44,41,18,3,23,0,4995,4608,9,1321
31,北京,110000,2022/11/5,357,49,43,6,6,20,0,4951,4585,9,1318
32,北京,110000,2022/11/4,328,41,37,5,4,13,0,4902,4565,9,1312
33,北京,110000,2022/11/3,300,38,32,6,6,22,0,4861,4552,9,1308
34,北京,110000,2022/11/2,284,34,28,3,6,22,0,4823,4530,9,1302
35,北京,110000,2022/11/1,272,33,28,4,5,29,0,4789,4508,9,1296
36,北京,110000,2022/10/31,268,33,21,2,12,13,0,4756,4479,9,1291
37,北京,110000,2022/10/30,248,18,16,8,2,26,0,4723,4466,9,1279
38,北京,110000,2022/10/29,256,17,12,3,5,17,0,4705,4440,9,1277
39,北京,110000,2022/10/28,256,25,20,2,5,16,0,4688,4423,9,1272
40,北京,110000,2022/10/27,247,11,6,3,5,21,0,4663,4407,9,1267
41,北京,110000,2022/10/26,257,15,12,5,3,21,0,4652,4386,9,1262
42,北京,110000,2022/10/25,263,26,19,1,7,14,0,4637,4365,9,1259
43,北京,110000,2022/10/24,251,19,18,0,1,19,0,4611,4351,9,1252
44,北京,110000,2022/10/23,251,14,8,2,6,8,0,4592,4332,9,1251
45,北京,110000,2022/10/22,245,11,7,1,4,14,0,4578,4324,9,1245
46,北京,110000,2022/10/21,248,25,18,1,7,19,0,4567,4310,9,1241
47,北京,110000,2022/10/20,242,18,15,2,3,11,0,4542,4291,9,1234
48,北京,110000,2022/10/19,235,19,14,4,5,13,0,4524,4280,9,1231
49,北京,110000,2022/10/18,229,37,34,8,3,7,0,4505,4267,9,1226
50,北京,110000,2022/10/17,199,17,14,4,3,4,0,4468,4260,9,1223
51,北京,110000,2022/10/16,186,19,13,2,6,5,0,4451,4256,9,1220
52,北京,110000,2022/10/15,172,28,17,3,11,8,0,4432,4251,9,1214
53,北京,110000,2022/10/14,152,22,14,3,8,4,0,4404,4243,9,1203
54,北京,110000,2022/10/13,134,18,16,8,2,8,0,4382,4239,9,1195
55,北京,110000,2022/10/12,124,14,12,6,2,1,0,4364,4231,9,1193
56,北京,110000,2022/10/11,111,13,10,1,3,7,0,4350,4230,9,1191
57,北京,110000,2022/10/10,105,16,13,1,3,6,0,4337,4223,9,1188
58,北京,110000,2022/10/9,95,18,13,3,5,2,0,4321,4217,9,1185
59,北京,110000,2022/10/8,79,15,6,2,9,5,0,4303,4215,9,1180
60,北京,110000,2022/10/7,69,10,3,0,7,5,0,4288,4210,9,1171
61,北京,110000,2022/10/6,64,10,5,0,5,9,0,4278,4205,9,1164
62,北京,110000,2022/10/5,63,10,2,2,8,1,0,4268,4196,9,1159
63,北京,110000,2022/10/4,54,8,3,1,5,8,0,4258,4195,9,1151
64,北京,110000,2022/10/3,54,10,1,1,9,3,0,4250,4187,9,1146
65,北京,110000,2022/10/2,47,6,2,1,4,5,0,4240,4184,9,1137
66,北京,110000,2022/10/1,46,7,2,0,5,4,0,4234,4179,9,1133
67,北京,110000,2022/9/30,43,6,1,1,5,9,0,4227,4175,9,1128
68,北京,110000,2022/9/29,46,6,1,0,5,10,0,4221,4166,9,1123
69,北京,110000,2022/9/28,50,5,0,0,5,9,0,4215,4156,9,1118
70,北京,110000,2022/9/27,54,2,0,0,2,7,0,4210,4147,9,1113
71,北京,110000,2022/9/26,59,12,0,0,12,7,0,4208,4140,9,1111
72,北京,110000,2022/9/25,54,3,0,0,3,18,0,4196,4133,9,1099
73,北京,110000,2022/9/24,69,7,0,0,7,27,0,4193,4115,9,1096
74,北京,110000,2022/9/23,89,2,0,0,2,20,0,4186,4088,9,1089
75,北京,110000,2022/9/22,107,3,2,0,1,13,0,4184,4068,9,1087
76,北京,110000,2022/9/21,117,6,0,0,6,11,0,4181,4055,9,1086
77,北京,110000,2022/9/20,122,7,0,0,7,7,0,4175,4044,9,1080
78,北京,110000,2022/9/19,122,8,0,0,8,9,0,4168,4037,9,1073
79,北京,110000,2022/9/18,123,5,0,0,5,10,0,4160,4028,9,1065
80,北京,110000,2022/9/17,128,2,0,0,2,13,0,4155,4018,9,1060
81,北京,110000,2022/9/16,139,7,0,0,7,3,0,4153,4005,9,1058
82,北京,110000,2022/9/15,135,5,2,0,3,8,0,4146,4002,9,1051
83,北京,110000,2022/9/14,138,4,2,0,2,9,0,4141,3994,9,1048
84,北京,110000,2022/9/13,143,20,18,0,2,3,0,4137,3985,9,1046
85,北京,110000,2022/9/12,126,12,10,6,2,4,0,4117,3982,9,1044
86,北京,110000,2022/9/11,118,17,15,0,2,3,0,4105,3978,9,1042
87,北京,110000,2022/9/10,104,11,8,2,3,6,0,4088,3975,9,1040
88,北京,110000,2022/9/9,99,18,16,0,2,4,0,4077,3969,9,1037
89,北京,110000,2022/9/8,85,21,17,2,4,0,0,4059,3965,9,1035
90,北京,110000,2022/9/7,64,13,7,3,6,2,0,4038,3965,9,1031
91,北京,110000,2022/9/6,53,18,14,0,4,4,0,4025,3963,9,1025
92,北京,110000,2022/9/5,39,5,1,0,4,6,0,4007,3959,9,1021
93,北京,110000,2022/9/4,40,3,0,0,3,5,0,4002,3953,9,1017
94,北京,110000,2022/9/3,42,7,1,0,6,12,0,3999,3948,9,1014
95,北京,110000,2022/9/2,47,8,1,1,7,3,0,3992,3936,9,1008
96,北京,110000,2022/9/1,42,2,1,0,1,4,0,3984,3933,9,1001
97,北京,110000,2022/8/31,44,4,3,0,1,6,0,3982,3929,9,1000
98,北京,110000,2022/8/30,46,4,1,0,3,6,0,3978,3923,9,999
99,北京,110000,2022/8/29,48,3,0,0,3,11,0,3974,3917,9,996
100,北京,110000,2022/8/28,56,2,1,0,1,13,0,3971,3906,9,993
101,北京,110000,2022/8/27,67,5,2,1,3,19,0,3969,3893,9,992
102,北京,110000,2022/8/26,81,8,3,0,5,14,0,3964,3874,9,989
103,北京,110000,2022/8/25,87,4,0,0,4,12,0,3956,3860,9,984
104,北京,110000,2022/8/24,95,2,0,0,2,16,0,3952,3848,9,980
105,北京,110000,2022/8/23,109,3,0,0,3,9,0,3950,3832,9,978
106,北京,110000,2022/8/22,115,3,0,0,3,4,0,3947,3823,9,975
107,北京,110000,2022/8/21,116,10,0,0,10,8,0,3944,3819,9,972
108,北京,110000,2022/8/20,114,10,1,0,9,4,0,3934,3811,9,962
109,北京,110000,2022/8/19,108,14,4,1,10,6,0,3924,3807,9,953
110,北京,110000,2022/8/18,100,5,1,0,4,7,0,3910,3801,9,943
111,北京,110000,2022/8/17,102,11,4,1,7,8,0,3905,3794,9,939
112,北京,110000,2022/8/16,99,22,1,1,21,4,0,3894,3786,9,932
113,北京,110000,2022/8/15,81,16,3,1,13,9,0,3872,3782,9,911
114,北京,110000,2022/8/14,74,16,0,0,16,9,0,3856,3773,9,898
115,北京,110000,2022/8/13,67,15,0,0,15,5,0,3840,3764,9,882
116,北京,110000,2022/8/12,57,9,0,0,9,3,0,3825,3759,9,867
117,北京,110000,2022/8/11,51,4,0,0,4,4,0,3816,3756,9,858
118,北京,110000,2022/8/10,51,9,2,0,7,8,0,3812,3752,9,854
119,北京,110000,2022/8/9,50,4,0,0,4,4,0,3803,3744,9,847
120,北京,110000,2022/8/8,50,9,0,0,9,4,0,3799,3740,9,843
121,北京,110000,2022/8/7,45,6,2,0,4,1,0,3790,3736,9,834
122,北京,110000,2022/8/6,40,11,1,0,10,5,0,3784,3735,9,830
123,北京,110000,2022/8/5,34,5,0,0,5,2,0,3773,3730,9,820
124,北京,110000,2022/8/4,31,3,0,0,3,2,0,3768,3728,9,815
125,北京,110000,2022/8/3,30,1,0,1,1,2,0,3765,3726,9,812
126,北京,110000,2022/8/2,31,6,0,0,6,2,0,3764,3724,9,811
127,北京,110000,2022/8/1,27,3,0,0,3,2,0,3758,3722,9,805
128,北京,110000,2022/7/31,26,6,1,0,5,3,0,3755,3720,9,802
129,北京,110000,2022/7/30,23,4,0,0,4,2,0,3749,3717,9,797
130,北京,110000,2022/7/29,21,5,0,0,5,0,0,3745,3715,9,793
131,北京,110000,2022/7/28,16,2,0,0,2,5,0,3740,3715,9,788
132,北京,110000,2022/7/27,19,0,0,0,0,4,0,3738,3710,9,786
133,北京,110000,2022/7/26,23,0,0,0,0,0,0,3738,3706,9,786
134,北京,110000,2022/7/25,23,2,0,0,2,1,0,3738,3706,9,786
135,北京,110000,2022/7/24,22,5,1,0,4,4,0,3736,3705,9,784
136,北京,110000,2022/7/23,21,2,0,0,2,1,0,3731,3701,9,780
137,北京,110000,2022/7/22,20,2,1,0,1,2,0,3729,3700,9,778
138,北京,110000,2022/7/21,20,3,0,0,3,2,0,3727,3698,9,777
139,北京,110000,2022/7/20,19,2,0,0,2,0,0,3724,3696,9,774
140,北京,110000,2022/7/19,17,3,1,0,2,4,0,3722,3696,9,772
141,北京,110000,2022/7/18,18,4,0,1,4,1,0,3719,3692,9,770
142,北京,110000,2022/7/17,15,1,0,0,1,7,0,3715,3691,9,766
143,北京,110000,2022/7/16,21,2,0,0,2,5,0,3714,3684,9,765
144,北京,110000,2022/7/15,24,2,0,0,2,0,0,3712,3679,9,763
145,北京,110000,2022/7/14,22,0,0,0,0,1,0,3710,3679,9,761
146,北京,110000,2022/7/13,23,0,0,0,0,1,0,3710,3678,9,761
147,北京,110000,2022/7/12,24,0,0,0,0,1,0,3710,3677,9,761
148,北京,110000,2022/7/11,25,0,0,0,0,2,0,3710,3676,9,761
149,北京,110000,2022/7/10,27,2,1,0,1,0,0,3710,3674,9,761
150,北京,110000,2022/7/9,25,3,0,0,3,5,0,3708,3674,9,760
151,北京,110000,2022/7/8,27,3,3,0,0,1,0,3705,3669,9,757
152,北京,110000,2022/7/7,25,0,0,0,0,2,0,3702,3668,9,757
153,北京,110000,2022/7/6,27,6,4,0,2,5,0,3702,3666,9,757
154,北京,110000,2022/7/5,26,7,5,1,2,0,0,3696,3661,9,755
155,北京,110000,2022/7/4,19,4,3,0,1,4,0,3689,3661,9,753
156,北京,110000,2022/7/3,19,1,0,0,1,5,0,3685,3657,9,752
157,北京,110000,2022/7/2,23,1,0,0,1,5,0,3684,3652,9,751
158,北京,110000,2022/7/1,27,0,0,0,0,6,0,3683,3647,9,750
159,北京,110000,2022/6/30,33,0,0,0,0,6,0,3683,3641,9,750
160,北京,110000,2022/6/29,39,3,1,0,2,10,0,3683,3635,9,750
161,北京,110000,2022/6/28,46,1,0,1,1,12,0,3680,3625,9,748
162,北京,110000,2022/6/27,57,1,0,0,1,22,0,3679,3613,9,747
163,北京,110000,2022/6/26,78,3,3,1,0,22,0,3678,3591,9,746
164,北京,110000,2022/6/25,97,1,1,0,0,19,0,3675,3569,9,746
165,北京,110000,2022/6/24,115,5,2,0,3,23,0,3674,3550,9,746
166,北京,110000,2022/6/23,133,5,1,2,4,29,0,3669,3527,9,743
167,北京,110000,2022/6/22,157,4,3,0,1,39,0,3664,3498,9,739
168,北京,110000,2022/6/21,192,5,4,2,1,19,0,3660,3459,9,738
169,北京,110000,2022/6/20,206,4,3,2,1,9,0,3655,3440,9,737
170,北京,110000,2022/6/19,211,4,4,1,0,9,0,3651,3431,9,736
171,北京,110000,2022/6/18,216,1,0,1,1,4,0,3647,3422,9,736
172,北京,110000,2022/6/17,219,2,1,8,1,15,0,3646,3418,9,735
173,北京,110000,2022/6/16,232,13,11,11,2,10,0,3644,3403,9,734
174,北京,110000,2022/6/15,229,15,14,4,1,16,0,3631,3393,9,732
175,北京,110000,2022/6/14,230,25,25,38,0,12,0,3616,3377,9,731
176,北京,110000,2022/6/13,217,42,42,32,0,6,0,3591,3365,9,731
177,北京,110000,2022/6/12,181,29,29,22,0,17,0,3549,3359,9,731
178,北京,110000,2022/6/11,169,34,34,31,0,24,0,3520,3342,9,731
179,北京,110000,2022/6/10,159,39,36,25,3,27,0,3486,3318,9,731
180,北京,110000,2022/6/9,147,9,7,1,2,19,0,3447,3291,9,728
181,北京,110000,2022/6/8,157,2,1,0,1,26,0,3438,3272,9,726
182,北京,110000,2022/6/7,181,4,4,4,0,29,0,3436,3246,9,725
183,北京,110000,2022/6/6,206,0,0,2,0,42,0,3432,3217,9,725
184,北京,110000,2022/6/5,248,5,5,1,0,38,0,3432,3175,9,725
185,北京,110000,2022/6/4,281,17,16,3,1,44,0,3427,3137,9,725
186,北京,110000,2022/6/3,308,9,5,1,4,52,0,3410,3093,9,724
187,北京,110000,2022/6/2,351,8,8,7,0,53,0,3401,3041,9,720
188,北京,110000,2022/6/1,396,11,11,3,0,61,0,3393,2988,9,720
189,北京,110000,2022/5/31,446,14,14,1,0,40,0,3382,2927,9,720
190,北京,110000,2022/5/30,472,16,16,2,0,37,0,3368,2887,9,720
191,北京,110000,2022/5/29,493,8,8,4,0,50,0,3352,2850,9,720
192,北京,110000,2022/5/28,535,14,14,7,0,50,0,3344,2800,9,720
193,北京,110000,2022/5/27,571,20,18,6,2,43,0,3330,2750,9,720
194,北京,110000,2022/5/26,594,23,22,7,1,31,0,3310,2707,9,718
195,北京,110000,2022/5/25,602,37,36,9,1,36,0,3287,2676,9,717
196,北京,110000,2022/5/24,601,41,41,6,0,32,0,3250,2640,9,716
197,北京,110000,2022/5/23,592,41,41,7,0,39,0,3209,2608,9,716
198,北京,110000,2022/5/22,590,83,83,16,0,42,0,3168,2569,9,716
199,北京,110000,2022/5/21,549,52,52,9,0,46,0,3085,2527,9,716
200,北京,110000,2022/5/20,543,58,58,12,0,47,0,3033,2481,9,716
201,北京,110000,2022/5/19,532,51,50,12,1,39,0,2975,2434,9,716
202,北京,110000,2022/5/18,520,50,50,5,0,31,0,2924,2395,9,715
203,北京,110000,2022/5/17,501,52,52,17,0,51,0,2874,2364,9,715
204,北京,110000,2022/5/16,500,43,43,9,0,57,0,2822,2313,9,715
205,北京,110000,2022/5/15,514,39,39,15,0,41,0,2779,2256,9,715
206,北京,110000,2022/5/14,516,33,33,8,0,55,0,2740,2215,9,715
207,北京,110000,2022/5/13,538,32,32,24,0,39,0,2707,2160,9,715
208,北京,110000,2022/5/12,545,43,42,8,1,93,0,2675,2121,9,715
209,北京,110000,2022/5/11,595,35,35,11,0,45,0,2632,2028,9,714
210,北京,110000,2022/5/10,605,25,24,13,1,42,0,2597,1983,9,714
211,北京,110000,2022/5/9,622,62,61,13,1,26,0,2572,1941,9,713
212,北京,110000,2022/5/8,586,33,33,16,0,13,0,2510,1915,9,712
213,北京,110000,2022/5/7,566,44,44,18,0,10,0,2477,1902,9,712
214,北京,110000,2022/5/6,532,46,45,8,1,16,0,2433,1892,9,712
215,北京,110000,2022/5/5,502,55,55,17,0,6,0,2387,1876,9,711
216,北京,110000,2022/5/4,453,43,42,8,2,20,0,2332,1870,9,711
217,北京,110000,2022/5/3,430,47,46,5,0,8,0,2289,1850,9,709
218,北京,110000,2022/5/2,391,51,51,11,0,5,0,2242,1842,9,709
219,北京,110000,2022/5/1,345,36,36,5,0,10,0,2191,1837,9,709
220,北京,110000,2022/4/30,319,53,53,6,0,11,0,2155,1827,9,709
221,北京,110000,2022/4/29,277,50,48,6,2,2,0,2102,1816,9,709
222,北京,110000,2022/4/28,229,49,47,2,2,4,0,2052,1814,9,707
223,北京,110000,2022/4/27,184,49,48,2,1,1,0,2003,1810,9,705
224,北京,110000,2022/4/26,136,31,31,3,0,3,0,1954,1809,9,704
225,北京,110000,2022/4/25,108,32,32,1,0,2,0,1923,1806,9,704
226,北京,110000,2022/4/24,78,15,14,5,1,5,0,1891,1804,9,704
227,北京,110000,2022/4/23,68,22,22,0,0,6,0,1876,1799,9,703
228,北京,110000,2022/4/22,52,8,6,0,2,3,0,1854,1793,9,703
229,北京,110000,2022/4/21,47,1,1,0,0,3,0,1846,1790,9,701
230,北京,110000,2022/4/20,49,1,1,0,0,2,0,1845,1787,9,701
231,北京,110000,2022/4/19,50,2,2,0,0,3,0,1844,1785,9,701
232,北京,110000,2022/4/18,51,3,2,0,1,9,0,1842,1782,9,701
233,北京,110000,2022/4/17,57,7,3,0,4,7,0,1839,1773,9,700
234,北京,110000,2022/4/16,57,0,0,0,0,4,0,1832,1766,9,696
235,北京,110000,2022/4/15,61,1,0,,1,7,0,1832,1762,9,696
236,北京,110000,2022/4/14,67,3,2,,1,2,0,1831,1755,9,695
237,北京,110000,2022/4/13,66,2,1,,1,3,0,1828,1753,9,694
238,北京,110000,2022/4/12,67,0,0,,0,3,0,1826,1750,9,693
239,北京,110000,2022/4/11,70,4,4,,0,1,0,1826,1747,9,693
240,北京,110000,2022/4/10,67,1,0,,1,3,0,1822,1746,9,693
241,北京,110000,2022/4/9,69,4,3,,1,6,0,1821,1743,9,692
242,北京,110000,2022/4/8,71,8,6,,2,1,0,1817,1737,9,691
243,北京,110000,2022/4/7,64,9,9,,0,3,0,1809,1736,9,689
244,北京,110000,2022/4/6,58,5,4,,1,7,0,1800,1733,9,689
245,北京,110000,2022/4/5,60,4,4,,0,3,0,1795,1726,9,688
246,北京,110000,2022/4/4,59,10,8,,2,5,0,1791,1723,9,688
247,北京,110000,2022/4/3,54,4,1,,3,7,0,1781,1718,9,686
248,北京,110000,2022/4/2,57,0,0,,0,9,0,1777,1711,9,683
249,北京,110000,2022/4/1,66,8,0,,8,15,0,1777,1702,9,683
250,北京,110000,2022/3/31,73,2,0,,2,12,0,1769,1687,9,675
251,北京,110000,2022/3/30,83,2,0,,2,11,0,1767,1675,9,673
252,北京,110000,2022/3/29,92,3,2,,1,15,0,1765,1664,9,671
253,北京,110000,2022/3/28,104,3,0,,3,16,0,1762,1649,9,670
254,北京,110000,2022/3/27,117,2,0,,2,13,0,1759,1633,9,667
255,北京,110000,2022/3/26,128,2,1,,1,12,0,1757,1620,9,665
256,北京,110000,2022/3/25,138,8,1,,7,11,0,1755,1608,9,664
257,北京,110000,2022/3/24,141,5,0,,5,30,0,1747,1597,9,657
258,北京,110000,2022/3/23,166,4,4,,0,24,0,1742,1567,9,652
259,北京,110000,2022/3/22,186,5,4,,1,8,0,1738,1543,9,652
260,北京,110000,2022/3/21,189,10,6,,4,8,0,1733,1535,9,651
261,北京,110000,2022/3/20,187,8,4,,4,16,0,1723,1527,9,647
262,北京,110000,2022/3/19,195,15,1,,14,15,0,1715,1511,9,643
263,北京,110000,2022/3/18,195,11,1,,10,18,0,1700,1496,9,629
264,北京,110000,2022/3/17,202,14,7,,7,10,0,1689,1478,9,619
265,北京,110000,2022/3/16,198,12,4,,8,5,0,1675,1468,9,612
266,北京,110000,2022/3/15,191,12,9,,3,12,0,1663,1463,9,604
267,北京,110000,2022/3/14,191,15,6,,9,16,0,1651,1451,9,601
268,北京,110000,2022/3/13,192,9,6,,3,5,0,1636,1435,9,592
269,北京,110000,2022/3/12,188,18,6,,12,8,0,1627,1430,9,589
270,北京,110000,2022/3/11,178,6,1,,5,8,0,1609,1422,9,577
271,北京,110000,2022/3/10,180,20,5,,15,9,0,1603,1414,9,572
272,北京,110000,2022/3/9,169,18,4,,14,11,0,1583,1405,9,557
273,北京,110000,2022/3/8,162,11,6,,5,6,0,1565,1394,9,543
274,北京,110000,2022/3/7,157,22,1,,21,5,0,1554,1388,9,538
275,北京,110000,2022/3/6,140,6,0,,6,4,0,1532,1383,9,517
276,北京,110000,2022/3/5,138,13,0,,13,4,0,1526,1379,9,511
277,北京,110000,2022/3/4,129,9,0,,9,5,0,1513,1375,9,498
278,北京,110000,2022/3/3,125,9,0,,9,5,0,1504,1370,9,489
279,北京,110000,2022/3/2,121,11,0,,11,3,0,1495,1365,9,480
280,北京,110000,2022/3/1,113,5,0,,5,1,0,1484,1362,9,469
281,北京,110000,2022/2/28,109,12,0,,12,4,0,1479,1361,9,464
282,北京,110000,2022/2/27,101,20,0,,20,0,0,1467,1357,9,452
283,北京,110000,2022/2/26,81,10,2,,8,4,0,1447,1357,9,432
284,北京,110000,2022/2/25,75,5,1,,4,4,0,1437,1353,9,424
285,北京,110000,2022/2/24,74,10,2,,8,1,0,1432,1349,9,420
286,北京,110000,2022/2/23,65,9,2,,7,0,0,1422,1348,9,412
287,北京,110000,2022/2/22,56,18,10,,8,3,0,1413,1348,9,405
288,北京,110000,2022/2/21,41,8,4,,4,2,0,1395,1345,9,397
289,北京,110000,2022/2/20,35,9,0,,9,2,0,1387,1343,9,393
290,北京,110000,2022/2/19,28,6,0,,6,3,0,1378,1341,9,384
291,北京,110000,2022/2/18,25,4,0,,4,2,0,1372,1338,9,378
292,北京,110000,2022/2/17,23,0,0,,0,2,0,1368,1336,9,374
293,北京,110000,2022/2/16,25,0,0,,0,7,0,1368,1334,9,374
294,北京,110000,2022/2/15,32,0,0,,0,7,0,1368,1327,9,374
295,北京,110000,2022/2/14,39,1,0,,1,9,0,1368,1320,9,374
296,北京,110000,2022/2/13,47,0,0,,0,13,0,1367,1311,9,373
297,北京,110000,2022/2/12,60,2,0,,2,12,0,1367,1298,9,373
298,北京,110000,2022/2/11,70,0,0,,0,9,0,1365,1286,9,371
299,北京,110000,2022/2/10,79,0,0,,0,12,0,1365,1277,9,371
300,北京,110000,2022/2/9,91,0,0,,0,5,0,1365,1265,9,371
301,北京,110000,2022/2/8,96,1,0,,1,8,0,1365,1260,9,371
302,北京,110000,2022/2/7,103,1,0,,1,4,0,1364,1252,9,370
303,北京,110000,2022/2/6,106,4,3,,1,2,0,1363,1248,9,369
304,北京,110000,2022/2/5,104,1,1,,0,2,0,1359,1246,9,368
305,北京,110000,2022/2/4,105,1,1,,0,3,0,1358,1244,9,368
306,北京,110000,2022/2/3,107,2,1,,1,3,0,1357,1241,9,368
307,北京,110000,2022/2/2,108,4,2,,2,0,0,1355,1238,9,367
308,北京,110000,2022/2/1,104,3,2,,1,2,0,1351,1238,9,365
309,北京,110000,2022/1/31,103,4,2,,2,5,0,1348,1236,9,364
310,北京,110000,2022/1/30,104,3,3,,0,4,0,1344,1231,9,362
311,北京,110000,2022/1/29,105,23,20,,3,6,0,1341,1227,9,362
312,北京,110000,2022/1/28,88,5,5,,0,9,0,1318,1221,9,359
313,北京,110000,2022/1/27,92,10,8,,2,3,0,1313,1212,9,359
314,北京,110000,2022/1/26,85,6,5,,1,0,0,1303,1209,9,357
315,北京,110000,2022/1/25,79,15,14,,1,0,0,1297,1209,9,356
316,北京,110000,2022/1/24,64,8,5,,3,0,0,1282,1209,9,355
317,北京,110000,2022/1/23,56,7,6,,1,3,0,1274,1209,9,352
318,北京,110000,2022/1/22,52,9,9,,0,2,0,1267,1206,9,351
319,北京,110000,2022/1/21,45,11,10,,1,0,0,1258,1204,9,351
320,北京,110000,2022/1/20,34,7,5,,2,1,0,1247,1204,9,350
321,北京,110000,2022/1/19,28,4,3,,1,0,0,1240,1203,9,348
322,北京,110000,2022/1/18,24,6,1,,5,0,0,1236,1203,9,347
323,北京,110000,2022/1/17,18,4,1,,3,1,0,1230,1203,9,342
324,北京,110000,2022/1/16,15,1,0,,1,0,0,1226,1202,9,339
325,北京,110000,2022/1/15,14,2,1,,1,0,0,1225,1202,9,338
326,北京,110000,2022/1/14,12,0,0,,0,0,0,1223,1202,9,337
327,北京,110000,2022/1/13,12,1,,,1,2,0,1223,1202,9,337
328,北京,110000,2022/1/12,13,1,,,1,1,0,1222,1200,9,336
329,北京,110000,2022/1/11,13,2,,,2,0,0,1221,1199,9,335
330,北京,110000,2022/1/10,11,1,,,1,0,0,1219,1199,9,333
331,北京,110000,2022/1/9,10,0,,,0,0,0,1218,1199,9,332
332,北京,110000,2022/1/8,10,1,,,1,2,0,1218,1199,9,332
333,北京,110000,2022/1/7,11,0,,,0,1,0,1217,1197,9,331
334,北京,110000,2022/1/6,12,1,,,1,1,0,1217,1196,9,331
335,北京,110000,2022/1/5,12,0,,,0,0,0,1216,1195,9,330
336,北京,110000,2022/1/4,12,1,,,1,1,0,1216,1195,9,330
337,北京,110000,2022/1/3,12,0,,,0,1,0,1215,1194,9,329
338,北京,110000,2022/1/2,13,4,,,4,2,0,1215,1193,9,329
339,北京,110000,2022/1/1,11,0,,,0,1,0,1211,1191,9,325
340,北京,110000,2021/12/31,12,2,,,,3,0,1211,1190,9,
341,北京,110000,2021/12/30,13,0,,,,1,0,1209,1187,9,
342,北京,110000,2021/12/29,14,1,,,,1,0,1209,1186,9,
343,北京,110000,2021/12/28,14,0,,,,1,0,1208,1185,9,
344,北京,110000,2021/12/27,15,0,,,,0,0,1208,1184,9,
345,北京,110000,2021/12/26,15,2,,,,1,0,1208,1184,9,
346,北京,110000,2021/12/25,14,1,,,,1,0,1206,1183,9,
347,北京,110000,2021/12/24,14,0,,,,2,0,1205,1182,9,
348,北京,110000,2021/12/23,16,0,,,,0,0,1205,1180,9,
349,北京,110000,2021/12/22,16,0,,,,0,0,1205,1180,9,
350,北京,110000,2021/12/21,16,0,,,,0,0,1205,1180,9,
351,北京,110000,2021/12/20,16,1,,,,1,0,1205,1180,9,
352,北京,110000,2021/12/19,16,4,,,,0,0,1204,1179,9,
353,北京,110000,2021/12/18,12,0,,,,0,0,1200,1179,9,
354,北京,110000,2021/12/17,12,1,,,,0,0,1200,1179,9,
355,北京,110000,2021/12/16,11,1,,,,0,0,1199,1179,9,
356,北京,110000,2021/12/15,10,0,,,,0,0,1198,1179,9,
