,省,省（代码）,日期,现存确诊,新增确诊,本土新增确诊,无症状(只有本土),新增境外输入(阳性),新增治愈,新增死亡,累计确诊,累计治愈,累计死亡,累计境外输入(阳性)
19901,河北,130000,2020/3/4,11,0,,,0,1,0,318,301,6,37
19902,河北,130000,2020/3/3,12,0,,,0,3,0,318,300,6,37
19903,河北,130000,2020/3/2,15,0,,,0,3,0,318,297,6,37
19904,河北,130000,2020/3/1,18,0,,,0,11,0,318,294,6,37
19905,河北,130000,2020/2/29,29,0,,,,6,0,318,283,6,
19906,河北,130000,2020/2/28,35,0,,,0,3,0,318,277,6,37
19907,河北,130000,2020/2/27,38,1,,,0,13,0,318,274,6,37
19908,河北,130000,2020/2/26,50,5,,,0,13,0,317,261,6,37
19909,河北,130000,2020/2/25,58,1,,,0,7,0,312,248,6,37
19910,河北,130000,2020/2/24,64,0,,,0,20,0,311,241,6,37
19911,河北,130000,2020/2/23,84,0,,,0,17,0,311,221,6,37
19912,河北,130000,2020/2/22,101,2,,,0,20,0,311,204,6,37
19913,河北,130000,2020/2/21,119,1,,,0,14,1,309,184,6,37
19914,河北,130000,2020/2/20,133,1,,,0,18,0,308,170,5,37
19915,河北,130000,2020/2/19,150,1,,,0,16,1,307,152,5,37
19916,河北,130000,2020/2/18,166,4,,,0,13,0,306,136,4,37
19917,河北,130000,2020/2/17,175,1,,,0,14,1,302,123,4,37
19918,河北,130000,2020/2/16,189,1,,,0,8,0,301,109,3,37
19919,河北,130000,2020/2/15,196,9,,,0,14,0,300,101,3,37
19920,河北,130000,2020/2/14,201,8,,,0,18,0,291,87,3,37
19921,河北,130000,2020/2/13,211,18,,,0,15,0,283,69,3,37
19922,河北,130000,2020/2/12,208,14,,,0,6,1,265,54,3,37
19923,河北,130000,2020/2/11,201,33,,,0,13,0,251,48,2,37
19924,河北,130000,2020/2/9,181,12,,,0,5,0,218,35,2,37
19925,河北,130000,2020/2/8,174,11,,,0,5,1,206,30,2,37
19926,河北,130000,2020/2/7,169,24,,,0,9,0,195,25,1,37
19927,河北,130000,2020/2/6,154,14,,,0,9,0,171,16,1,37
19928,河北,130000,2020/2/5,149,22,,,0,3,0,157,7,1,37
19929,河北,130000,2020/2/4,130,9,,,0,1,0,135,4,1,37
19930,河北,130000,2020/2/3,122,13,,,0,0,0,126,3,1,37
19931,河北,130000,2020/2/2,109,9,,,0,0,0,113,3,1,37
19932,河北,130000,2020/2/1,100,8,,,0,3,0,104,3,1,37
19933,河北,130000,2020/1/31,95,14,,,0,0,0,96,,1,37
19934,河北,130000,2020/1/30,81,17,,,0,0,0,82,,1,37
19935,河北,130000,2020/1/29,64,17,,,0,0,0,65,,1,37
19936,河北,130000,2020/1/28,47,15,,,0,0,0,48,,1,37
19937,河北,130000,2020/1/27,32,15,,,0,0,0,33,,1,37
19938,河北,130000,2020/1/26,17,5,,,0,0,0,18,,1,37
19939,河北,130000,2020/1/25,12,5,,,0,0,0,13,,1,37
19940,河北,130000,2020/1/24,7,6,,,0,0,0,8,,1,37
19941,河北,130000,2020/1/23,1,1,,,0,0,1,2,,1,37
19942,河北,130000,2020/1/22,1,0,,,0,0,0,1,,,37
19943,黑龙江,230000,2022/12/6,1188,118,118,1068,0,64,0,5156,3955,13,541
19944,黑龙江,230000,2022/12/5,1134,106,106,1241,0,70,0,5038,3891,13,541
19945,黑龙江,230000,2022/12/4,1098,117,117,1167,0,81,0,4932,3821,13,541
19946,黑龙江,230000,2022/12/3,1062,92,92,1031,0,54,0,4815,3740,13,541
19947,黑龙江,230000,2022/12/2,1024,111,111,526,0,29,0,4723,3686,13,541
19948,黑龙江,230000,2022/12/1,942,88,87,660,1,36,0,4612,3657,13,541
19949,黑龙江,230000,2022/11/30,890,90,89,666,1,7,0,4524,3621,13,540
19950,黑龙江,230000,2022/11/29,807,52,52,655,0,8,0,4434,3614,13,539
19951,黑龙江,230000,2022/11/28,763,50,50,541,0,9,0,4382,3606,13,539
19952,黑龙江,230000,2022/11/27,722,54,54,412,0,11,0,4332,3597,13,539
19953,黑龙江,230000,2022/11/26,679,132,132,439,0,10,0,4278,3586,13,539
19954,黑龙江,230000,2022/11/25,557,134,134,321,0,10,0,4146,3576,13,539
19955,黑龙江,230000,2022/11/24,433,108,108,288,0,5,0,4012,3566,13,539
19956,黑龙江,230000,2022/11/23,330,98,98,323,0,6,0,3904,3561,13,539
19957,黑龙江,230000,2022/11/22,238,64,63,250,1,6,0,3806,3555,13,539
19958,黑龙江,230000,2022/11/21,180,28,28,293,0,3,0,3742,3549,13,538
19959,黑龙江,230000,2022/11/20,155,17,17,280,0,10,0,3714,3546,13,538
19960,黑龙江,230000,2022/11/19,148,16,16,258,0,2,0,3697,3536,13,538
19961,黑龙江,230000,2022/11/18,134,5,5,283,0,6,0,3681,3534,13,538
19962,黑龙江,230000,2022/11/17,135,10,10,312,0,4,0,3676,3528,13,538
19963,黑龙江,230000,2022/11/16,129,11,10,237,1,8,0,3666,3524,13,538
19964,黑龙江,230000,2022/11/15,126,35,35,288,0,5,0,3655,3516,13,537
19965,黑龙江,230000,2022/11/14,96,5,5,371,0,4,0,3620,3511,13,537
19966,黑龙江,230000,2022/11/13,95,19,19,358,0,12,0,3615,3507,13,537
19967,黑龙江,230000,2022/11/12,88,7,7,412,0,13,0,3596,3495,13,537
19968,黑龙江,230000,2022/11/11,94,9,9,245,0,2,0,3589,3482,13,537
19969,黑龙江,230000,2022/11/10,87,9,9,251,0,2,0,3580,3480,13,537
19970,黑龙江,230000,2022/11/9,80,9,9,325,0,8,0,3571,3478,13,537
19971,黑龙江,230000,2022/11/8,79,3,3,403,0,5,0,3562,3470,13,537
19972,黑龙江,230000,2022/11/7,81,3,3,280,0,1,0,3559,3465,13,537
19973,黑龙江,230000,2022/11/6,79,9,9,281,0,3,0,3556,3464,13,537
19974,黑龙江,230000,2022/11/5,73,7,7,296,0,0,0,3547,3461,13,537
19975,黑龙江,230000,2022/11/4,66,6,6,214,0,6,0,3540,3461,13,537
19976,黑龙江,230000,2022/11/3,66,11,11,330,0,0,0,3534,3455,13,537
19977,黑龙江,230000,2022/11/2,55,6,6,191,0,0,0,3523,3455,13,537
19978,黑龙江,230000,2022/11/1,49,13,12,187,1,0,0,3517,3455,13,537
19979,黑龙江,230000,2022/10/31,36,5,5,184,0,0,0,3504,3455,13,536
19980,黑龙江,230000,2022/10/30,31,3,3,182,0,2,0,3499,3455,13,536
19981,黑龙江,230000,2022/10/29,30,11,11,136,0,0,0,3496,3453,13,536
19982,黑龙江,230000,2022/10/28,19,10,10,47,0,2,0,3485,3453,13,536
19983,黑龙江,230000,2022/10/27,11,5,5,30,0,3,0,3475,3451,13,536
19984,黑龙江,230000,2022/10/26,9,0,0,10,0,4,0,3470,3448,13,536
19985,黑龙江,230000,2022/10/25,13,2,0,6,2,26,0,3470,3444,13,536
19986,黑龙江,230000,2022/10/24,37,0,0,4,0,11,0,3468,3418,13,534
19987,黑龙江,230000,2022/10/23,48,0,0,15,0,8,0,3468,3407,13,534
19988,黑龙江,230000,2022/10/22,56,0,0,12,0,2,0,3468,3399,13,534
19989,黑龙江,230000,2022/10/21,58,1,1,8,0,1,0,3468,3397,13,534
19990,黑龙江,230000,2022/10/20,58,0,0,6,0,1,0,3467,3396,13,534
19991,黑龙江,230000,2022/10/19,59,0,0,0,0,1,0,3467,3395,13,534
19992,黑龙江,230000,2022/10/18,60,1,1,2,0,7,0,3467,3394,13,534
19993,黑龙江,230000,2022/10/17,66,4,4,4,0,1,0,3466,3387,13,534
19994,黑龙江,230000,2022/10/16,63,7,7,1,0,1,0,3462,3386,13,534
19995,黑龙江,230000,2022/10/15,57,6,6,4,0,7,0,3455,3385,13,534
19996,黑龙江,230000,2022/10/14,58,25,25,40,0,8,0,3449,3378,13,534
19997,黑龙江,230000,2022/10/13,41,11,11,51,0,2,0,3424,3370,13,534
19998,黑龙江,230000,2022/10/12,32,3,3,8,0,2,0,3413,3368,13,534
19999,黑龙江,230000,2022/10/11,31,6,6,13,0,15,0,3410,3366,13,534
20000,黑龙江,230000,2022/10/10,40,0,0,6,0,11,0,3404,3351,13,534
20001,黑龙江,230000,2022/10/9,51,1,1,1,0,6,0,3404,3340,13,534
20002,黑龙江,230000,2022/10/8,56,2,2,5,0,7,0,3403,3334,13,534
20003,黑龙江,230000,2022/10/7,61,1,1,5,0,17,0,3401,3327,13,534
20004,黑龙江,230000,2022/10/6,77,3,3,10,0,18,0,3400,3310,13,534
20005,黑龙江,230000,2022/10/5,92,5,5,7,0,20,0,3397,3292,13,534
20006,黑龙江,230000,2022/10/4,107,1,1,5,0,11,0,3392,3272,13,534
20007,黑龙江,230000,2022/10/3,117,2,2,4,0,11,0,3391,3261,13,534
20008,黑龙江,230000,2022/10/2,126,0,0,9,0,10,0,3389,3250,13,534
20009,黑龙江,230000,2022/10/1,136,0,0,15,0,5,0,3389,3240,13,534
20010,黑龙江,230000,2022/9/30,141,5,4,28,1,3,0,3389,3235,13,534
20011,黑龙江,230000,2022/9/29,139,15,13,54,2,2,0,3384,3232,13,533
20012,黑龙江,230000,2022/9/28,126,9,9,73,0,5,0,3369,3230,13,531
20013,黑龙江,230000,2022/9/27,122,5,5,82,0,3,0,3360,3225,13,531
20014,黑龙江,230000,2022/9/26,120,37,21,115,0,3,0,3355,3222,13,531
20015,黑龙江,230000,2022/9/25,86,0,16,141,0,0,0,3318,3219,13,531
20016,黑龙江,230000,2022/9/24,86,11,11,163,0,12,0,3318,3219,13,531
20017,黑龙江,230000,2022/9/23,87,22,21,209,1,2,0,3307,3207,13,531
20018,黑龙江,230000,2022/9/22,67,17,15,221,2,1,0,3285,3205,13,530
20019,黑龙江,230000,2022/9/21,51,8,7,109,1,9,0,3268,3204,13,528
20020,黑龙江,230000,2022/9/20,52,10,9,102,1,2,0,3260,3195,13,527
20021,黑龙江,230000,2022/9/19,44,4,2,44,2,13,0,3250,3193,13,526
20022,黑龙江,230000,2022/9/18,53,4,1,11,3,14,0,3246,3180,13,524
20023,黑龙江,230000,2022/9/17,63,1,0,4,1,2,0,3242,3166,13,521
20024,黑龙江,230000,2022/9/16,64,3,0,3,3,6,0,3241,3164,13,520
20025,黑龙江,230000,2022/9/15,67,10,0,8,10,2,0,3238,3158,13,517
20026,黑龙江,230000,2022/9/14,59,0,0,22,0,17,0,3228,3156,13,507
20027,黑龙江,230000,2022/9/13,76,1,1,44,0,5,0,3228,3139,13,507
20028,黑龙江,230000,2022/9/12,80,0,0,21,0,17,0,3227,3134,13,507
20029,黑龙江,230000,2022/9/11,97,3,2,68,1,22,0,3227,3117,13,507
20030,黑龙江,230000,2022/9/10,116,2,0,87,2,18,0,3224,3095,13,506
20031,黑龙江,230000,2022/9/9,132,2,1,111,1,11,0,3222,3077,13,504
20032,黑龙江,230000,2022/9/8,141,14,13,109,1,24,0,3220,3066,13,503
20033,黑龙江,230000,2022/9/7,151,6,6,104,0,18,0,3206,3042,13,502
20034,黑龙江,230000,2022/9/6,163,15,14,179,1,1,0,3200,3024,13,502
20035,黑龙江,230000,2022/9/5,149,8,7,148,1,3,0,3185,3023,13,501
20036,黑龙江,230000,2022/9/4,144,5,4,162,1,0,0,3177,3020,13,500
20037,黑龙江,230000,2022/9/3,139,8,4,93,4,0,0,3172,3020,13,499
20038,黑龙江,230000,2022/9/2,131,67,67,168,0,0,0,3164,3020,13,495
20039,黑龙江,230000,2022/9/1,64,13,11,207,2,1,0,3097,3020,13,495
20040,黑龙江,230000,2022/8/31,52,10,9,130,1,0,0,3084,3019,13,493
20041,黑龙江,230000,2022/8/30,42,13,13,69,0,2,0,3074,3019,13,492
20042,黑龙江,230000,2022/8/29,31,8,8,66,0,2,0,3061,3017,13,492
20043,黑龙江,230000,2022/8/28,25,17,11,33,6,4,0,3053,3015,13,492
20044,黑龙江,230000,2022/8/27,12,1,1,7,0,7,0,3036,3011,13,486
20045,黑龙江,230000,2022/8/26,18,0,0,13,0,2,0,3035,3004,13,486
20046,黑龙江,230000,2022/8/25,20,0,0,5,0,2,0,3035,3002,13,486
20047,黑龙江,230000,2022/8/24,22,1,0,1,1,0,0,3035,3000,13,486
20048,黑龙江,230000,2022/8/23,21,0,0,6,0,7,0,3034,3000,13,485
20049,黑龙江,230000,2022/8/22,28,3,0,5,3,2,0,3034,2993,13,485
20050,黑龙江,230000,2022/8/21,27,4,0,6,4,0,0,3031,2991,13,482
20051,黑龙江,230000,2022/8/20,23,3,0,8,3,1,0,3027,2991,13,478
20052,黑龙江,230000,2022/8/19,21,4,0,5,4,1,0,3024,2990,13,475
20053,黑龙江,230000,2022/8/18,18,3,0,0,3,1,0,3020,2989,13,471
20054,黑龙江,230000,2022/8/17,16,4,0,0,4,2,0,3017,2988,13,468
20055,黑龙江,230000,2022/8/16,14,0,0,0,0,1,0,3013,2986,13,464
20056,黑龙江,230000,2022/8/15,15,1,0,0,1,2,0,3013,2985,13,464
20057,黑龙江,230000,2022/8/14,16,6,0,0,6,3,0,3012,2983,13,463
20058,黑龙江,230000,2022/8/13,13,0,0,0,0,0,0,3006,2980,13,457
20059,黑龙江,230000,2022/8/12,13,1,0,0,1,0,0,3006,2980,13,457
20060,黑龙江,230000,2022/8/11,12,0,0,0,0,3,0,3005,2980,13,456
20061,黑龙江,230000,2022/8/10,15,0,0,0,0,0,0,3005,2977,13,456
20062,黑龙江,230000,2022/8/9,15,0,0,0,0,0,0,3005,2977,13,456
20063,黑龙江,230000,2022/8/8,15,1,0,0,1,0,0,3005,2977,13,456
20064,黑龙江,230000,2022/8/7,14,1,0,0,1,0,0,3004,2977,13,455
20065,黑龙江,230000,2022/8/6,13,1,0,0,1,0,0,3003,2977,13,454
20066,黑龙江,230000,2022/8/5,12,1,0,0,1,0,0,3002,2977,13,453
20067,黑龙江,230000,2022/8/4,11,1,0,0,1,0,0,3001,2977,13,452
20068,黑龙江,230000,2022/8/3,10,3,0,0,3,0,0,3000,2977,13,451
20069,黑龙江,230000,2022/8/2,7,4,0,0,4,0,0,2997,2977,13,448
20070,黑龙江,230000,2022/8/1,3,0,0,0,0,0,0,2993,2977,13,444
20071,黑龙江,230000,2022/7/31,3,2,0,0,2,0,0,2993,2977,13,444
20072,黑龙江,230000,2022/7/30,1,1,0,0,1,0,0,2991,2977,13,442
20073,黑龙江,230000,2022/7/29,0,0,0,0,0,0,0,2990,2977,13,441
20074,黑龙江,230000,2022/7/28,0,0,0,0,0,0,0,2990,2977,13,441
20075,黑龙江,230000,2022/7/27,0,0,0,0,0,0,0,2990,2977,13,441
20076,黑龙江,230000,2022/7/26,0,0,0,0,0,0,0,2990,2977,13,441
20077,黑龙江,230000,2022/7/25,0,0,0,0,0,1,0,2990,2977,13,441
20078,黑龙江,230000,2022/7/24,1,0,0,0,0,0,0,2990,2976,13,441
20079,黑龙江,230000,2022/7/23,1,0,0,0,0,0,0,2990,2976,13,441
20080,黑龙江,230000,2022/7/22,1,0,0,0,0,0,0,2990,2976,13,441
20081,黑龙江,230000,2022/7/21,1,0,0,0,0,0,0,2990,2976,13,441
20082,黑龙江,230000,2022/7/20,1,0,0,0,0,0,0,2990,2976,13,441
20083,黑龙江,230000,2022/7/19,1,0,0,0,0,0,0,2990,2976,13,441
20084,黑龙江,230000,2022/7/18,1,0,0,0,0,0,0,2990,2976,13,441
20085,黑龙江,230000,2022/7/17,1,0,0,0,0,0,0,2990,2976,13,441
20086,黑龙江,230000,2022/7/16,1,1,1,0,0,1,0,2990,2976,13,441
20087,黑龙江,230000,2022/7/15,1,0,0,0,0,0,0,2989,2975,13,441
20088,黑龙江,230000,2022/7/14,1,0,0,0,0,0,0,2989,2975,13,441
20089,黑龙江,230000,2022/7/13,1,0,0,0,0,0,0,2989,2975,13,441
20090,黑龙江,230000,2022/7/12,1,0,0,0,0,0,0,2989,2975,13,441
20091,黑龙江,230000,2022/7/11,1,0,0,0,0,0,0,2989,2975,13,441
20092,黑龙江,230000,2022/7/10,1,0,0,0,0,0,0,2989,2975,13,441
20093,黑龙江,230000,2022/7/9,1,0,0,0,0,0,0,2989,2975,13,441
20094,黑龙江,230000,2022/7/8,1,0,0,0,0,0,0,2989,2975,13,441
20095,黑龙江,230000,2022/7/7,1,0,0,0,0,0,0,2989,2975,13,441
20096,黑龙江,230000,2022/7/6,1,1,0,0,1,0,0,2989,2975,13,441
20097,黑龙江,230000,2022/7/5,0,0,0,0,0,0,0,2988,2975,13,440
20098,黑龙江,230000,2022/7/4,0,0,0,0,0,0,0,2988,2975,13,440
20099,黑龙江,230000,2022/7/3,0,0,0,0,0,1,0,2988,2975,13,440
20100,黑龙江,230000,2022/7/2,1,0,0,0,0,0,0,2988,2974,13,440
20101,黑龙江,230000,2022/7/1,1,0,0,0,0,0,0,2988,2974,13,440
20102,黑龙江,230000,2022/6/30,1,0,0,0,0,0,0,2988,2974,13,440
20103,黑龙江,230000,2022/6/29,1,0,0,0,0,0,0,2988,2974,13,440
20104,黑龙江,230000,2022/6/28,1,0,0,0,0,0,0,2988,2974,13,440
20105,黑龙江,230000,2022/6/27,1,0,0,0,0,1,0,2988,2974,13,440
20106,黑龙江,230000,2022/6/26,2,0,0,0,0,0,0,2988,2973,13,440
20107,黑龙江,230000,2022/6/25,2,1,0,0,1,0,0,2988,2973,13,440
20108,黑龙江,230000,2022/6/24,1,0,0,0,0,0,0,2987,2973,13,439
20109,黑龙江,230000,2022/6/23,1,0,0,0,0,0,0,2987,2973,13,439
20110,黑龙江,230000,2022/6/22,1,0,0,0,0,0,0,2987,2973,13,439
20111,黑龙江,230000,2022/6/21,1,0,0,0,0,0,0,2987,2973,13,439
20112,黑龙江,230000,2022/6/20,1,0,0,0,0,1,0,2987,2973,13,439
20113,黑龙江,230000,2022/6/19,2,0,0,0,0,1,0,2987,2972,13,439
20114,黑龙江,230000,2022/6/18,3,0,0,0,0,0,0,2987,2971,13,439
20115,黑龙江,230000,2022/6/17,3,1,0,0,1,0,0,2987,2971,13,439
20116,黑龙江,230000,2022/6/16,2,0,0,0,0,0,0,2986,2971,13,438
20117,黑龙江,230000,2022/6/15,2,0,0,0,0,0,0,2986,2971,13,438
20118,黑龙江,230000,2022/6/14,2,0,0,0,0,0,0,2986,2971,13,438
20119,黑龙江,230000,2022/6/13,2,0,0,0,0,0,0,2986,2971,13,438
20120,黑龙江,230000,2022/6/12,2,1,0,0,1,0,0,2986,2971,13,438
20121,黑龙江,230000,2022/6/11,1,0,0,0,0,0,0,2985,2971,13,437
20122,黑龙江,230000,2022/6/10,1,0,0,0,0,0,0,2985,2971,13,437
20123,黑龙江,230000,2022/6/9,1,0,0,0,0,0,0,2985,2971,13,437
20124,黑龙江,230000,2022/6/8,1,1,0,0,1,1,0,2985,2971,13,437
20125,黑龙江,230000,2022/6/7,1,0,0,0,0,0,0,2984,2970,13,436
20126,黑龙江,230000,2022/6/6,1,0,0,0,0,0,0,2984,2970,13,436
20127,黑龙江,230000,2022/6/5,1,0,0,0,0,0,0,2984,2970,13,436
20128,黑龙江,230000,2022/6/4,1,0,0,0,0,0,0,2984,2970,13,436
20129,黑龙江,230000,2022/6/3,1,0,0,0,0,0,0,2984,2970,13,436
20130,黑龙江,230000,2022/6/2,1,0,0,0,0,0,0,2984,2970,13,436
20131,黑龙江,230000,2022/6/1,1,0,0,0,0,0,0,2984,2970,13,436
20132,黑龙江,230000,2022/5/31,1,0,0,0,0,0,0,2984,2970,13,436
20133,黑龙江,230000,2022/5/30,1,0,0,0,0,0,0,2984,2970,13,436
20134,黑龙江,230000,2022/5/29,1,0,0,0,0,0,0,2984,2970,13,436
20135,黑龙江,230000,2022/5/28,1,1,0,0,1,0,0,2984,2970,13,436
20136,黑龙江,230000,2022/5/27,0,0,0,0,0,0,0,2983,2970,13,435
20137,黑龙江,230000,2022/5/26,0,0,0,1,0,0,0,2983,2970,13,435
20138,黑龙江,230000,2022/5/25,0,0,0,0,0,0,0,2983,2970,13,435
20139,黑龙江,230000,2022/5/24,0,0,0,0,0,0,0,2983,2970,13,435
20140,黑龙江,230000,2022/5/23,0,0,0,0,0,0,0,2983,2970,13,435
20141,黑龙江,230000,2022/5/22,0,0,0,0,0,0,0,2983,2970,13,435
20142,黑龙江,230000,2022/5/21,0,0,0,0,0,0,0,2983,2970,13,435
20143,黑龙江,230000,2022/5/20,0,0,0,0,0,1,0,2983,2970,13,435
20144,黑龙江,230000,2022/5/19,1,0,0,0,0,2,0,2983,2969,13,435
20145,黑龙江,230000,2022/5/18,3,0,0,0,0,6,0,2983,2967,13,435
20146,黑龙江,230000,2022/5/17,9,0,0,0,0,0,0,2983,2961,13,435
20147,黑龙江,230000,2022/5/16,9,0,0,0,0,3,0,2983,2961,13,435
20148,黑龙江,230000,2022/5/15,12,0,0,2,0,6,0,2983,2958,13,435
20149,黑龙江,230000,2022/5/14,18,0,0,0,0,15,0,2983,2952,13,435
20150,黑龙江,230000,2022/5/13,33,0,0,0,0,3,0,2983,2937,13,435
20151,黑龙江,230000,2022/5/12,36,0,0,0,0,6,0,2983,2934,13,435
20152,黑龙江,230000,2022/5/11,42,-1,0,0,0,3,0,2983,2928,13,435
20153,黑龙江,230000,2022/5/10,46,1,0,0,0,7,0,2984,2925,13,435
20154,黑龙江,230000,2022/5/9,52,0,0,0,0,13,0,2983,2918,13,435
20155,黑龙江,230000,2022/5/8,65,0,0,0,0,26,0,2983,2905,13,435
20156,黑龙江,230000,2022/5/7,91,1,1,0,0,7,0,2983,2879,13,435
20157,黑龙江,230000,2022/5/6,97,0,0,1,0,47,0,2982,2872,13,435
20158,黑龙江,230000,2022/5/5,144,5,4,0,1,43,0,2982,2825,13,435
20159,黑龙江,230000,2022/5/4,182,5,4,0,1,18,0,2977,2782,13,434
20160,黑龙江,230000,2022/5/3,195,7,7,3,0,42,0,2972,2764,13,433
20161,黑龙江,230000,2022/5/2,230,13,13,10,0,30,0,2965,2722,13,433
20162,黑龙江,230000,2022/5/1,247,9,8,20,1,45,0,2952,2692,13,433
20163,黑龙江,230000,2022/4/30,283,5,5,9,0,42,0,2943,2647,13,432
20164,黑龙江,230000,2022/4/29,320,2,2,3,0,59,0,2938,2605,13,432
20165,黑龙江,230000,2022/4/28,377,5,4,6,1,25,0,2936,2546,13,432
20166,黑龙江,230000,2022/4/27,397,11,11,7,0,19,0,2931,2521,13,431
20167,黑龙江,230000,2022/4/26,405,25,25,7,0,11,0,2920,2502,13,431
20168,黑龙江,230000,2022/4/25,391,18,18,18,0,6,0,2895,2491,13,431
20169,黑龙江,230000,2022/4/24,379,26,26,12,0,2,0,2877,2485,13,431
20170,黑龙江,230000,2022/4/23,355,26,26,16,0,1,0,2851,2483,13,431
20171,黑龙江,230000,2022/4/22,330,31,31,14,0,6,0,2825,2482,13,431
20172,黑龙江,230000,2022/4/21,305,34,34,56,0,2,0,2794,2476,13,431
20173,黑龙江,230000,2022/4/20,273,42,42,23,0,2,0,2760,2474,13,431
20174,黑龙江,230000,2022/4/19,233,45,45,28,0,0,0,2718,2472,13,431
20175,黑龙江,230000,2022/4/18,188,64,64,31,0,8,0,2673,2472,13,431
20176,黑龙江,230000,2022/4/17,132,30,30,24,0,8,0,2609,2464,13,431
20177,黑龙江,230000,2022/4/16,110,32,32,28,0,5,0,2579,2456,13,431
20178,黑龙江,230000,2022/4/15,83,25,25,,0,23,0,2547,2451,13,431
20179,黑龙江,230000,2022/4/14,81,7,7,,0,26,0,2522,2428,13,431
20180,黑龙江,230000,2022/4/13,100,7,7,,0,25,0,2515,2402,13,431
20181,黑龙江,230000,2022/4/12,118,2,2,,0,11,0,2508,2377,13,431
20182,黑龙江,230000,2022/4/11,127,1,1,,0,12,0,2506,2366,13,431
20183,黑龙江,230000,2022/4/10,138,0,0,,0,22,0,2505,2354,13,431
20184,黑龙江,230000,2022/4/9,160,1,1,,0,11,0,2505,2332,13,431
20185,黑龙江,230000,2022/4/8,170,5,5,,0,15,0,2504,2321,13,431
20186,黑龙江,230000,2022/4/7,180,2,2,,1,16,0,2499,2306,13,431
20187,黑龙江,230000,2022/4/6,194,9,9,,0,13,0,2497,2290,13,430
20188,黑龙江,230000,2022/4/5,198,8,8,,0,12,0,2488,2277,13,430
20189,黑龙江,230000,2022/4/4,202,17,17,,0,18,0,2480,2265,13,430
20190,黑龙江,230000,2022/4/3,203,15,15,,0,18,0,2463,2247,13,430
20191,黑龙江,230000,2022/4/2,206,5,5,,0,26,0,2448,2229,13,430
20192,黑龙江,230000,2022/4/1,227,21,21,,0,18,0,2443,2203,13,430
20193,黑龙江,230000,2022/3/31,224,16,16,,0,21,0,2422,2185,13,430
20194,黑龙江,230000,2022/3/30,229,19,19,,0,26,0,2406,2164,13,430
20195,黑龙江,230000,2022/3/29,236,19,16,,3,20,0,2387,2138,13,430
20196,黑龙江,230000,2022/3/28,237,5,5,,0,8,0,2368,2118,13,427
20197,黑龙江,230000,2022/3/27,240,11,10,,1,20,0,2363,2110,13,427
20198,黑龙江,230000,2022/3/26,249,8,8,,0,4,0,2352,2090,13,426
20199,黑龙江,230000,2022/3/25,245,9,9,,0,5,0,2344,2086,13,426
20200,黑龙江,230000,2022/3/24,241,23,23,,0,2,0,2335,2081,13,426
20201,黑龙江,230000,2022/3/23,220,10,10,,0,2,0,2312,2079,13,426
20202,黑龙江,230000,2022/3/22,212,13,13,,0,1,0,2302,2077,13,426
20203,黑龙江,230000,2022/3/21,200,44,43,,1,1,0,2289,2076,13,426
20204,黑龙江,230000,2022/3/20,157,30,27,,3,6,0,2245,2075,13,425
20205,黑龙江,230000,2022/3/19,133,19,18,,1,0,0,2215,2069,13,422
20206,黑龙江,230000,2022/3/18,114,21,20,,1,0,0,2196,2069,13,421
20207,黑龙江,230000,2022/3/17,93,16,16,,0,0,0,2175,2069,13,420
20208,黑龙江,230000,2022/3/16,77,16,16,,0,0,0,2159,2069,13,420
20209,黑龙江,230000,2022/3/15,61,15,15,,0,0,0,2143,2069,13,420
20210,黑龙江,230000,2022/3/14,46,7,7,,0,2,0,2128,2069,13,420
20211,黑龙江,230000,2022/3/13,41,7,7,,0,4,0,2121,2067,13,420
20212,黑龙江,230000,2022/3/12,38,3,3,,0,3,0,2114,2063,13,420
20213,黑龙江,230000,2022/3/11,38,3,2,,1,0,0,2111,2060,13,420
20214,黑龙江,230000,2022/3/10,35,10,8,,2,3,0,2108,2060,13,419
20215,黑龙江,230000,2022/3/9,28,3,0,,3,0,0,2098,2057,13,417
20216,黑龙江,230000,2022/3/8,25,1,1,,0,4,0,2095,2057,13,414
20217,黑龙江,230000,2022/3/7,28,1,0,,1,0,0,2094,2053,13,414
20218,黑龙江,230000,2022/3/6,27,0,0,,0,0,0,2093,2053,13,413
20219,黑龙江,230000,2022/3/5,27,0,0,,0,2,0,2093,2053,13,413
20220,黑龙江,230000,2022/3/4,29,1,1,,0,1,0,2093,2051,13,413
20221,黑龙江,230000,2022/3/3,29,4,3,,1,0,0,2092,2050,13,413
20222,黑龙江,230000,2022/3/2,25,1,1,,0,0,0,2088,2050,13,412
20223,黑龙江,230000,2022/3/1,24,5,4,,0,0,0,2087,2050,13,412
20224,黑龙江,230000,2022/2/28,19,3,3,,0,0,0,2082,2050,13,412
20225,黑龙江,230000,2022/2/27,16,7,4,,3,3,0,2079,2050,13,412
20226,黑龙江,230000,2022/2/26,12,0,0,,0,1,0,2072,2047,13,409
20227,黑龙江,230000,2022/2/25,13,1,1,,0,1,0,2072,2046,13,409
20228,黑龙江,230000,2022/2/24,13,2,0,,1,0,0,2071,2045,13,409
20229,黑龙江,230000,2022/2/23,11,0,0,,0,0,0,2069,2045,13,408
20230,黑龙江,230000,2022/2/22,11,1,1,,0,0,0,2069,2045,13,408
20231,黑龙江,230000,2022/2/21,10,0,0,,0,2,0,2068,2045,13,408
