Entity,Year,"Hospital beds (per 1,000 people)"
United Arab Emirates,2016,1.360000014
United Arab Emirates,2017,1.379999995
United Kingdom,1960,10.69999981
United Kingdom,1970,9.600000381
United Kingdom,1980,8.100000381
United Kingdom,1985,7.400000095
United Kingdom,1990,5.900000095
United Kingdom,1991,5.599999905
United Kingdom,1992,5.400000095
United Kingdom,1993,5.099999905
United Kingdom,1994,4.800000191
United Kingdom,1995,4.800000191
United Kingdom,1996,4.599999905
United Kingdom,1997,4.599999905
United Kingdom,1998,4.400000095
United Kingdom,1999,4.199999809
United Kingdom,2000,4.079999924
United Kingdom,2001,4.039999962
United Kingdom,2002,3.980000019
United Kingdom,2003,3.950000048
United Kingdom,2004,3.859999895
United Kingdom,2005,3.720000029
United Kingdom,2006,3.539999962
United Kingdom,2007,3.390000105
United Kingdom,2008,3.329999924
United Kingdom,2009,3.25999999
United Kingdom,2010,2.930000067
United Kingdom,2011,2.880000114
United Kingdom,2012,2.809999943
United Kingdom,2013,2.75999999
United Kingdom,2014,2.730000019
United Kingdom,2015,2.609999895
United Kingdom,2016,2.569999933
United Kingdom,2017,2.539999962
United Kingdom,2018,2.5
United Kingdom,2019,2.460000038
United States,1960,9.199999809
United States,1965,8.800000191
United States,1970,7.900000095
United States,1971,7.5
United States,1972,7.400000095
United States,1973,7.199999809
United States,1974,7.099999905
United States,1975,6.800000191
United States,1976,6.599999905
United States,1977,6.400000095
United States,1978,6.199999809
United States,1979,6.099999905
United States,1980,6
United States,1981,5.900000095
United States,1982,5.900000095
United States,1983,5.800000191
United States,1984,5.699999809
United States,1985,5.5
United States,1986,5.400000095
United States,1987,5.199999809
United States,1988,5.099999905
United States,1989,5
United States,1990,4.900000095
United States,1991,4.800000191
United States,1992,4.599999905
United States,1993,4.5
United States,1994,4.300000191
United States,1995,4.099999905
United States,1996,3.900000095
United States,1997,3.799999952
United States,1998,3.700000048
United States,1999,3.599999905
United States,2000,3.49000001
United States,2001,3.470000029
United States,2002,3.390000105
United States,2003,3.329999924
United States,2004,3.25999999
United States,2005,3.200000048
United States,2006,3.180000067
United States,2007,3.140000105
United States,2008,3.130000114
United States,2009,3.079999924
United States,2010,3.049999952
United States,2011,2.970000029
United States,2012,2.930000067
United States,2013,2.890000105
United States,2014,2.829999924
United States,2015,2.799999952
United States,2016,2.769999981
United States,2017,2.869999886
United States Virgin Islands,1990,4.800000191
United States Virgin Islands,1996,18.68000031
Upper middle income,1970,1.927424073
Upper middle income,1975,2.220571518
Upper middle income,1980,2.604737759
Upper middle income,1985,3.953850985
Upper middle income,1986,4.026544571
Upper middle income,1987,4.034376144
Upper middle income,1988,4.14240694
Upper middle income,1989,4.008633137
Upper middle income,1990,3.701987267
Upper middle income,1991,3.837790728
Upper middle income,1992,3.749908209
Upper middle income,1993,3.719301701
Upper middle income,1994,3.734938145
Upper middle income,1995,3.667822361
Upper middle income,1996,3.467599392
Upper middle income,1997,3.566766024
Upper middle income,1998,3.470273972
Upper middle income,1999,3.397819996
Upper middle income,2000,2.807345152
Upper middle income,2001,2.75024581
Upper middle income,2002,2.712976933
Upper middle income,2003,2.673592329
Upper middle income,2004,2.729439497
Upper middle income,2005,2.773938894
Upper middle income,2006,2.775928736
Upper middle income,2007,2.743552446
Upper middle income,2008,2.820010185
Upper middle income,2009,2.900974274
Upper middle income,2010,2.936132669
Upper middle income,2011,3.085189819
Upper middle income,2012,3.272859335
Upper middle income,2013,3.459784269
Upper middle income,2014,3.571976662
Upper middle income,2015,3.595991135
Upper middle income,2016,3.709327459
Upper middle income,2017,3.912184715
Uruguay,1960,5.511820316
Uruguay,1970,5.912700176
Uruguay,1975,5.00180006
Uruguay,1985,3.245800018
Uruguay,1990,4.522600174
Uruguay,1993,4.5
Uruguay,1996,4.389999866
Uruguay,2003,1.899999976
Uruguay,2005,2.400000095
Uruguay,2006,2.900000095
Uruguay,2007,2.900000095
Uruguay,2010,1.200000048
Uruguay,2011,2.980000019
Uruguay,2012,2.5
Uruguay,2013,2.49000001
Uruguay,2014,2.420000076
Uruguay,2015,2.430000067
Uruguay,2016,2.480000019
Uruguay,2017,2.430000067
Uzbekistan,1980,9.176300049
Uzbekistan,1985,11.83419991
Uzbekistan,1986,11.95569992
Uzbekistan,1987,11.94569969
Uzbekistan,1988,12.21619987
Uzbekistan,1989,12.28509998
Uzbekistan,1990,12.48279953
Uzbekistan,1991,10.94729996
Uzbekistan,1992,10.75409985
Uzbekistan,1993,9.394200325
Uzbekistan,1994,8.663299561
Uzbekistan,1995,8.300000191
Uzbekistan,1996,7.929999828
Uzbekistan,1997,6.480000019
Uzbekistan,1998,5.550000191
Uzbekistan,1999,5.389999866
Uzbekistan,2000,5.329999924
Uzbekistan,2001,5.340000153
Uzbekistan,2002,5.539999962
Uzbekistan,2003,5.480000019
Uzbekistan,2004,5.260000229
Uzbekistan,2005,5.190000057
Uzbekistan,2006,5.119999886
Uzbekistan,2007,4.829999924
Uzbekistan,2008,4.670000076
Uzbekistan,2009,4.579999924
Uzbekistan,2010,4.440000057
Uzbekistan,2011,4.320000172
Uzbekistan,2012,4.190000057
Uzbekistan,2013,3.99000001
Uzbekistan,2014,3.980000019
Vanuatu,1960,5.430769444
Vanuatu,1970,10.73490047
Vanuatu,1980,6.179399967
Vanuatu,2001,3.099999905
Vanuatu,2003,3.700000048
Vanuatu,2005,4.099999905
Vanuatu,2008,1.700000048
Venezuela,1974,0.342999995
Venezuela,1975,0.331499994
Venezuela,1976,0.342900008
Venezuela,1980,0.331900001
Venezuela,1982,0.370400012
Venezuela,1983,0.358200014
Venezuela,1984,0.372799993
Venezuela,1985,2.693099976
Venezuela,1986,2.700099945
Venezuela,1987,2.59829998
Venezuela,1988,2.499599934
Venezuela,1990,2.677900076
Venezuela,1991,2.677599907
Venezuela,1992,2.572999954
Venezuela,1993,2.599999905
Venezuela,1996,1.470000029
Venezuela,2001,0.800000012
Venezuela,2003,0.899999976
Venezuela,2007,1.299999952
Venezuela,2009,1.100000024
Venezuela,2011,0.930000007
Venezuela,2014,0.779999971
Venezuela,2015,0.730000019
Venezuela,2016,0.860000014
Venezuela,2017,0.870000005
Vietnam,1980,3.49729991
Vietnam,1981,3.696099997
Vietnam,1989,3.301700115
Vietnam,1990,3.832900047
Vietnam,1997,1.669999957
Vietnam,2000,2.339999914
Vietnam,2001,2.400000095
Vietnam,2002,1.399999976
Vietnam,2004,2.799999952
Vietnam,2005,2.339999914
Vietnam,2006,2.660000086
Vietnam,2008,2.900000095
Vietnam,2009,3.099999905
Vietnam,2010,2.910000086
Vietnam,2012,2.5
Vietnam,2013,3.180000067
Vietnam,2014,2.599999905
World,1970,3.075835466
World,1975,2.397681713
World,1980,3.59368968
World,1985,4.124195576
World,1990,3.647002459
World,1991,3.426954985
World,2000,2.906445503
World,2001,2.778951645
World,2002,2.676846981
World,2003,2.900458574
World,2005,2.641674757
World,2006,2.632673979
World,2007,2.684175014
World,2008,2.662690163
World,2009,2.617117167
World,2010,2.629760504
World,2011,2.661219597
World,2012,2.755921602
World,2013,2.792292118
World,2014,2.8094275
World,2015,2.706085205
World,2016,2.759013176
World,2017,2.89423871
Yemen,1960,0.454545468
Yemen,1970,0.809700012
Yemen,1975,0.865499973
Yemen,1990,0.836199999
Yemen,1996,0.689999998
Yemen,1998,0.600000024
Yemen,2000,0.589999974
Yemen,2001,0.589999974
Yemen,2002,0.589999974
Yemen,2003,0.589999974
Yemen,2004,0.589999974
Yemen,2005,0.610000014
Yemen,2006,0.699999988
Yemen,2007,0.699999988
Yemen,2008,0.699999988
Yemen,2009,0.699999988
Yemen,2010,0.720000029
Yemen,2011,0.699999988
Yemen,2012,0.720000029
Yemen,2013,0.670000017
Yemen,2014,0.709999979
Yemen,2015,0.709999979
Yemen,2016,0.709999979
Yemen,2017,0.709999979
Zambia,1960,2.801655531
Zambia,1970,3.161099911
Zambia,1975,3.336800098
Zambia,1981,3.482199907
Zambia,2004,2
Zambia,2008,1.899999976
Zambia,2010,2
Zimbabwe,1960,3.876646042
Zimbabwe,1970,3.495399952
Zimbabwe,1975,3.313699961
Zimbabwe,1980,3.00270009
Zimbabwe,1985,1.393599987
Zimbabwe,1987,1.940799952
Zimbabwe,1990,0.510500014
Zimbabwe,2006,3
Zimbabwe,2011,1.700000048
