Entity,Year,"Hospital beds (per 1,000 people)"
Philippines,1980,1.708899975
Philippines,1982,1.713500023
Philippines,1983,1.714699984
Philippines,1984,1.715299964
Philippines,1985,1.755699992
Philippines,1986,1.71420002
Philippines,1990,1.391899943
Philippines,1991,1.274500012
Philippines,1992,1.370100021
Philippines,1993,1.071099997
Philippines,2001,1
Philippines,2002,0.5
Philippines,2006,1.070000052
Philippines,2007,1.049999952
Philippines,2008,1.039999962
Philippines,2009,1.059999943
Philippines,2010,1.059999943
Philippines,2011,1.070000052
Philippines,2012,1.049999952
Philippines,2013,0.99000001
Philippines,2014,0.99000001
Poland,1960,4.599999905
Poland,1970,5.199999809
Poland,1980,5.599999905
Poland,1985,5.699999809
Poland,1990,5.699999809
Poland,1991,5.699999809
Poland,1992,5.599999905
Poland,1993,5.599999905
Poland,1994,5.599999905
Poland,1995,5.5
Poland,1996,5.5
Poland,1997,5.400000095
Poland,1998,5.300000191
Poland,1999,5.099999905
Poland,2000,4.900000095
Poland,2002,5.599999905
Poland,2003,6.679999828
Poland,2004,6.670000076
Poland,2005,6.519999981
Poland,2006,6.46999979
Poland,2007,6.420000076
Poland,2008,6.619999886
Poland,2009,6.650000095
Poland,2010,6.610000134
Poland,2011,6.630000114
Poland,2012,6.630000114
Poland,2013,6.610000134
Poland,2014,6.630000114
Poland,2015,6.630000114
Poland,2016,6.639999866
Poland,2017,6.619999886
Poland,2018,6.539999962
Portugal,1985,4
Portugal,1986,4
Portugal,1987,4
Portugal,1988,4
Portugal,1989,4.099999905
Portugal,1990,4.099999905
Portugal,1991,4.099999905
Portugal,1992,4
Portugal,1993,3.900000095
Portugal,1994,3.900000095
Portugal,1995,3.900000095
Portugal,1996,4
Portugal,1997,3.900000095
Portugal,1998,3.900000095
Portugal,1999,3.799999952
Portugal,2000,3.710000038
Portugal,2001,3.650000095
Portugal,2002,3.569999933
Portugal,2003,3.579999924
Portugal,2004,3.589999914
Portugal,2005,3.559999943
Portugal,2006,3.480000019
Portugal,2007,3.440000057
Portugal,2008,3.390000105
Portugal,2009,3.369999886
Portugal,2010,3.369999886
Portugal,2011,3.369999886
Portugal,2012,3.410000086
Portugal,2013,3.390000105
Portugal,2014,3.319999933
Portugal,2015,3.369999886
Portugal,2016,3.390000105
Portugal,2017,3.390000105
Portugal,2018,3.450000048
Puerto Rico,1996,3.319999933
Qatar,1970,5.531499863
Qatar,1981,2.939599991
Qatar,1989,2.300299883
Qatar,1997,1.649999976
Qatar,2000,2.359999895
Qatar,2001,2.420000076
Qatar,2002,2.359999895
Qatar,2003,2.359999895
Qatar,2004,2.359999895
Qatar,2005,2.430000067
Qatar,2006,2.519999981
Qatar,2007,2.519999981
Qatar,2008,2.519999981
Qatar,2009,1.399999976
Qatar,2010,1.230000019
Qatar,2011,1.200000048
Qatar,2012,1.200000048
Qatar,2013,1.399999976
Qatar,2014,1.200000048
Qatar,2015,1.200000048
Qatar,2016,1.200000048
Qatar,2017,1.25
Romania,1960,7.273270607
Romania,1980,8.776200294
Romania,1981,8.775099754
Romania,1982,8.810700417
Romania,1984,8.895799637
Romania,1985,8.940400124
Romania,1986,8.94659996
Romania,1987,8.950200081
Romania,1988,8.942199707
Romania,1989,8.93710041
Romania,1990,8.91989994
Romania,1991,8.922100067
Romania,1992,7.862100124
Romania,1993,7.869900227
Romania,1994,7.694499969
Romania,1995,7.639999866
Romania,1996,7.559999943
Romania,1997,7.380000114
Romania,1998,7.309999943
Romania,1999,7.309999943
Romania,2000,7.699999809
Romania,2001,7.739999771
Romania,2002,7.670000076
Romania,2003,6.75
Romania,2004,6.739999771
Romania,2005,6.78000021
Romania,2006,6.739999771
Romania,2007,6.539999962
Romania,2008,6.570000172
Romania,2009,6.619999886
Romania,2010,6.28000021
Romania,2011,6.309999943
Romania,2012,6.599999905
Romania,2013,6.670000076
Romania,2014,6.710000038
Romania,2015,6.789999962
Romania,2016,6.840000153
Romania,2017,6.889999866
Russia,1985,12.98159981
Russia,1986,13.04629993
Russia,1987,13.11760044
Russia,1988,13.17520046
Russia,1989,13.18620014
Russia,1990,13.05529976
Russia,1991,12.70199966
Russia,1992,12.23429966
Russia,1993,12.19589996
Russia,1994,11.96119976
Russia,1995,11.86999989
Russia,1996,11.63000011
Russia,1997,11.34000015
Russia,1998,11.10999966
Russia,1999,10.85000038
Russia,2000,11.39999962
Russia,2001,11.32999992
Russia,2002,11.14999962
Russia,2003,11.03999996
Russia,2004,11.13000011
Russia,2005,11.01000023
Russia,2006,10.89999962
Russia,2007,10.71000004
Russia,2008,9.850000381
Russia,2009,9.680000305
Russia,2010,9.409999847
Russia,2011,9.420000076
Russia,2012,9.300000191
Russia,2013,9.069999695
Russia,2014,8.81000042
Russia,2015,8.350000381
Russia,2016,8.159999847
Russia,2017,8.050000191
Russia,2018,7.119999886
Rwanda,1970,1.253999949
Rwanda,1975,1.242599964
Rwanda,1980,1.527999997
Rwanda,1981,1.478099942
Rwanda,1989,0.867900014
Rwanda,1990,1.65199995
Rwanda,2004,1.700000048
Rwanda,2006,1.600000024
Rwanda,2007,1.600000024
Saint Kitts and Nevis,1960,3.862745047
Saint Kitts and Nevis,1970,5.946499825
Saint Kitts and Nevis,1980,8.536000252
Saint Kitts and Nevis,1990,9.199999809
Saint Kitts and Nevis,1995,6.400000095
Saint Kitts and Nevis,1996,6.360000134
Saint Kitts and Nevis,2001,4.300000191
Saint Kitts and Nevis,2002,5.5
Saint Kitts and Nevis,2003,5.5
Saint Kitts and Nevis,2004,6
Saint Kitts and Nevis,2005,5.699999809
Saint Kitts and Nevis,2008,5.5
Saint Kitts and Nevis,2009,6
Saint Kitts and Nevis,2010,4.800000191
Saint Kitts and Nevis,2011,4.800000191
Saint Kitts and Nevis,2012,2.299999952
Saint Lucia,1960,4.280425549
Saint Lucia,1970,5.049300194
Saint Lucia,1990,4
Saint Lucia,1993,4.351799965
Saint Lucia,1995,3.299999952
Saint Lucia,1996,3.380000114
Saint Lucia,2000,2.299999952
Saint Lucia,2002,3.200000048
Saint Lucia,2003,2.900000095
Saint Lucia,2005,3
Saint Lucia,2006,2.900000095
Saint Lucia,2007,2.799999952
Saint Lucia,2009,1.5
Saint Lucia,2011,1.460000038
Saint Lucia,2013,1.200000048
Saint Lucia,2015,1.409999967
Saint Lucia,2017,1.299999952
Saint Vincent and the Grenadines,1960,4.824999809
Saint Vincent and the Grenadines,1970,4.988599777
Saint Vincent and the Grenadines,1990,4.699999809
Saint Vincent and the Grenadines,1993,5.015299797
Saint Vincent and the Grenadines,1996,1.850000024
Saint Vincent and the Grenadines,2001,4.699999809
Saint Vincent and the Grenadines,2002,4.5
Saint Vincent and the Grenadines,2003,4.5
Saint Vincent and the Grenadines,2004,4.5
Saint Vincent and the Grenadines,2005,4.5
Saint Vincent and the Grenadines,2007,3
Saint Vincent and the Grenadines,2010,2.599999905
Saint Vincent and the Grenadines,2011,2.519999981
Saint Vincent and the Grenadines,2012,2.410000086
Saint Vincent and the Grenadines,2013,2.410000086
Saint Vincent and the Grenadines,2014,2.400000095
Saint Vincent and the Grenadines,2015,4.329999924
Saint Vincent and the Grenadines,2016,4.320000172
Samoa,1960,5
Samoa,1970,4.558199883
Samoa,1980,4.496799946
Samoa,1981,4.363999844
Samoa,2000,3.299999952
Samoa,2002,1.5
Samoa,2003,2.039999962
Samoa,2005,1
Samoa,2007,1
San Marino,1980,6.671999931
San Marino,1984,6.820000172
San Marino,1985,6.768000126
San Marino,1986,6.699999809
San Marino,1987,6.65899992
San Marino,1988,7.657000065
San Marino,1989,7.445000172
San Marino,1990,7.159999847
San Marino,2011,3.849999905
San Marino,2012,3.799999952
Sao Tome and Principe,1960,40.31545639
Sao Tome and Principe,1970,26.71229935
Sao Tome and Principe,1991,4.737299919
Sao Tome and Principe,2003,3.200000048
Sao Tome and Principe,2006,3.200000048
Sao Tome and Principe,2011,2.900000095
Saudi Arabia,1960,0.774723947
Saudi Arabia,1970,1.181399941
Saudi Arabia,1981,1.458199978
Saudi Arabia,1990,2.496400118
Saudi Arabia,1997,2.299999952
Saudi Arabia,2000,2.299999952
Saudi Arabia,2001,3.230000019
Saudi Arabia,2002,2.24000001
Saudi Arabia,2003,2.24000001
Saudi Arabia,2004,2.24000001
Saudi Arabia,2005,2.25
Saudi Arabia,2006,2.299999952
Saudi Arabia,2007,2.200000048
Saudi Arabia,2008,2.210000038
Saudi Arabia,2009,2.170000076
Saudi Arabia,2010,2.200000048
Saudi Arabia,2011,2.140000105
Saudi Arabia,2012,2.089999914
Saudi Arabia,2013,2.200000048
Saudi Arabia,2014,2.650000095
Saudi Arabia,2015,2.200000048
Saudi Arabia,2016,2.230000019
Saudi Arabia,2017,2.24000001
Senegal,1960,1.313147187
Senegal,1970,1.298499942
Senegal,1975,1.290099978
Senegal,1989,0.523999989
Senegal,1990,0.729600012
Senegal,1994,0.247500002
Senegal,1996,0.449999988
Senegal,1998,0.400000006
Senegal,2007,0.100000001
Senegal,2008,0.300000012
Serbia,2005,5.900000095
Serbia,2006,5.539999962
Serbia,2007,5.349999905
Serbia,2008,5.340000153
Serbia,2009,5.349999905
Serbia,2010,5.400000095
Serbia,2011,5.429999828
Serbia,2012,5.440000057
Serbia,2013,5.5
Serbia,2014,5.519999981
Serbia,2015,5.579999924
Serbia,2016,5.590000153
Serbia,2017,5.610000134
Seychelles,1960,7.098321438
Seychelles,1970,6.492499828
Seychelles,1975,4.949699879
Seychelles,1985,4.822000027
Seychelles,1989,6.283299923
Seychelles,2006,5.699999809
Seychelles,2009,3.900000095
Seychelles,2011,3.599999905
Sierra Leone,1960,0.772869229
Sierra Leone,1970,0.925499976
Sierra Leone,1975,0.906899989
Sierra Leone,1980,1.21449995
Sierra Leone,2006,0.400000006
Singapore,1960,4.392466545
Singapore,1970,3.698299885
Singapore,1975,3.333300114
Singapore,1980,3.956500053
Singapore,1981,3.907999992
Singapore,1990,3.607800007
Singapore,1991,3.547199965
Singapore,1992,3.451400042
Singapore,1993,3.642699957
Singapore,1994,3.56520009
Singapore,2001,2.900000095
Singapore,2003,2.799999952
Singapore,2005,3.200000048
Singapore,2006,3.200000048
Singapore,2007,3.220000029
Singapore,2008,3.099999905
Singapore,2011,2
Singapore,2013,2.190000057
Singapore,2014,2.24000001
Singapore,2015,2.400000095
Singapore,2016,2.480000019
Singapore,2017,2.49000001
Slovakia,1985,8.954710007
Slovakia,1986,8.942219734
Slovakia,1987,8.950510025
Slovakia,1988,8.813159943
Slovakia,1989,8.816309929
Slovakia,1990,7.448200226
Slovakia,1991,7.577899933
Slovakia,1992,7.560900211
Slovakia,1993,7.874000072
Slovakia,1994,7.099299908
Slovakia,1996,8.300000191
Slovakia,1997,8.100000381
Slovakia,1998,8
Slovakia,1999,8
Slovakia,2000,7.860000134
Slovakia,2001,7.670000076
Slovakia,2002,7.570000172
Slovakia,2003,7.25
Slovakia,2004,6.909999847
Slovakia,2005,6.789999962
Slovakia,2006,6.730000019
Slovakia,2007,6.78000021
Slovakia,2008,6.590000153
Slovakia,2009,6.539999962
Slovakia,2010,6.460000038
Slovakia,2011,6.050000191
Slovakia,2012,5.909999847
Slovakia,2013,5.800000191
Slovakia,2014,5.789999962
Slovakia,2015,5.75
Slovakia,2016,5.78000021
Slovakia,2017,5.820000172
Slovakia,2018,5.699999809
Slovenia,1980,6.952600002
Slovenia,1982,6.679500103
Slovenia,1984,6.500999928
Slovenia,1985,6.326099873
Slovenia,1986,6.26789999
Slovenia,1987,6.215300083
Slovenia,1988,6.138000011
Slovenia,1989,6.063399792
Slovenia,1990,6.040800095
Slovenia,1991,6.011300087
Slovenia,1992,5.936999798
Slovenia,1993,5.800700188
Slovenia,1994,5.776899815
Slovenia,1995,5.75
Slovenia,1996,5.659999847
Slovenia,1997,5.670000076
Slovenia,1998,5.619999886
Slovenia,1999,5.550000191
Slovenia,2000,5.400000095
Slovenia,2001,5.159999847
Slovenia,2002,5.090000153
Slovenia,2003,4.960000038
Slovenia,2004,4.800000191
Slovenia,2005,4.829999924
Slovenia,2006,4.769999981
Slovenia,2007,4.659999847
Slovenia,2008,4.739999771
Slovenia,2009,4.599999905
Slovenia,2010,4.570000172
Slovenia,2011,4.619999886
Slovenia,2012,4.539999962
Slovenia,2013,4.550000191
Slovenia,2014,4.539999962
Slovenia,2015,4.510000229
Slovenia,2016,4.489999771
Slovenia,2017,4.5
Slovenia,2018,4.429999828
Solomon Islands,1960,7.330508709
Solomon Islands,1970,7.341599941
Solomon Islands,1981,5.682899952
Solomon Islands,1990,0.828100026
Solomon Islands,1992,2.748100042
Solomon Islands,2003,2.200000048
Solomon Islands,2005,1.399999976
Solomon Islands,2011,1.659999967
Solomon Islands,2012,1.399999976
Somalia,1960,1.355319142
Somalia,1970,1.355700016
Somalia,1975,1.422000051
Somalia,1988,0.906300008
Somalia,1990,0.753499985
Somalia,1997,0.400000006
Somalia,2000,0.419999987
Somalia,2001,0.419999987
Somalia,2002,0.419999987
Somalia,2003,0.419999987
Somalia,2004,0.419999987
Somalia,2013,0.870000005
Somalia,2014,0.870000005
Somalia,2015,0.870000005
Somalia,2016,0.870000005
Somalia,2017,0.870000005
South Africa,2002,3.099999905
South Africa,2004,2.869999886
South Africa,2005,2.799999952
South Africa,2007,2.410000086
South Africa,2008,2.390000105
South Africa,2010,2.299999952
South Asia,1960,0.506308436
South Asia,1970,0.585141599
South Asia,1975,0.626657069
South Asia,1980,0.729453385
South Asia,1981,0.731848955
South Asia,1985,0.709082901
South Asia,1987,0.702410161
South Asia,1991,0.719413757
South Asia,2000,0.680770278
South Asia,2001,0.631377637
South Asia,2002,0.630986571
South Asia,2003,0.864819169
South Asia,2005,0.431827843
South Asia,2006,0.605414033
South Asia,2007,0.482038677
South Asia,2008,0.433492541
South Asia,2009,0.460309625
South Asia,2010,0.527241766
South Asia,2011,0.620773077
South Asia,2012,0.542937458
South Asia,2013,0.504843056
South Asia,2014,0.536272645
South Asia,2015,0.598187983
South Asia,2016,0.526601732
South Asia,2017,0.588178098
South Korea,1980,1.700000048
South Korea,1985,2.400000095
South Korea,1989,3
South Korea,1990,3.099999905
South Korea,1991,3.299999952
South Korea,1992,3.5
South Korea,1993,3.700000048
South Korea,1994,4.099999905
South Korea,1995,4.400000095
South Korea,1996,4.599999905
South Korea,1997,4.800000191
South Korea,1998,5.099999905
South Korea,1999,5.599999905
South Korea,2000,4.650000095
South Korea,2001,4.449999809
South Korea,2002,4.829999924
South Korea,2003,5.090000153
South Korea,2004,5.420000076
South Korea,2005,5.900000095
South Korea,2006,6.480000019
South Korea,2007,7.239999771
South Korea,2008,7.730000019
South Korea,2009,8.18999958
South Korea,2010,8.739999771
South Korea,2011,9.529999733
South Korea,2012,10.25
South Korea,2013,10.92000008
South Korea,2014,11.59000015
South Korea,2015,11.60999966
South Korea,2016,11.97999954
South Korea,2017,12.27000046
South Korea,2018,12.43000031
Spain,1970,4.699999809
Spain,1979,5.5
Spain,1980,5.400000095
Spain,1981,5.400000095
Spain,1982,5.400000095
Spain,1983,5.199999809
Spain,1984,5
Spain,1985,4.900000095
Spain,1986,4.800000191
Spain,1987,4.800000191
Spain,1988,4.699999809
Spain,1989,4.699999809
Spain,1990,4.599999905
Spain,1991,4.599999905
Spain,1992,4.5
Spain,1993,4.400000095
Spain,1994,4.400000095
Spain,1995,4.300000191
Spain,1996,4.300000191
Spain,1997,4.199999809
Spain,1998,4.199999809
Spain,1999,4.099999905
Spain,2000,3.650000095
Spain,2001,3.579999924
Spain,2002,3.529999971
Spain,2003,3.440000057
Spain,2004,3.400000095
Spain,2005,3.339999914
Spain,2006,3.289999962
Spain,2007,3.25
Spain,2008,3.200000048
Spain,2009,3.160000086
Spain,2010,3.109999895
Spain,2011,3.049999952
Spain,2012,2.99000001
Spain,2013,2.960000038
Spain,2014,2.970000029
Spain,2015,2.980000019
Spain,2016,2.970000029
Spain,2017,2.970000029
Spain,2018,2.970000029
Sri Lanka,1960,3.138841152
Sri Lanka,1970,3.016900063
Sri Lanka,1975,3.333300114
Sri Lanka,1980,2.944000006
Sri Lanka,1981,2.937599897
Sri Lanka,1989,2.403000116
Sri Lanka,1990,2.743499994
Sri Lanka,1999,2.200000048
Sri Lanka,2000,2.900000095
Sri Lanka,2001,3
Sri Lanka,2002,3.099999905
Sri Lanka,2004,3.099999905
Sri Lanka,2010,3.50999999
Sri Lanka,2012,3.599999905
Sri Lanka,2017,4.150000095
Sub-Saharan Africa,1960,1.399287462
Sub-Saharan Africa,1970,1.358614922
Sub-Saharan Africa,1975,1.278676391
Sub-Saharan Africa,1990,1.212575436
Sudan,1960,1.006500959
Sudan,1970,1.042600036
Sudan,1975,0.993200004
Sudan,1980,0.890699983
Sudan,1981,0.870199978
Sudan,1990,1.088000059
Sudan,2000,0.810000002
Sudan,2001,0.74000001
Sudan,2002,0.730000019
Sudan,2003,0.730000019
Sudan,2004,0.709999979
Sudan,2005,0.720000029
Sudan,2006,0.730000019
Sudan,2007,0.730000019
Sudan,2008,0.730000019
Sudan,2009,0.730000019
Sudan,2010,0.720000029
Sudan,2011,0.839999974
Sudan,2012,0.819999993
Sudan,2013,0.819999993
Sudan,2014,8.010000229
Sudan,2015,0.670000017
Sudan,2016,6.739999771
Sudan,2017,0.74000001
Suriname,1960,6.510344982
Suriname,1970,5.677400112
Suriname,1980,8.926799774
Suriname,1990,5.699999809
Suriname,1995,3.099999905
Suriname,1996,3.74000001
Suriname,2000,3.900000095
Suriname,2001,3.599999905
Suriname,2004,3.099999905
Suriname,2006,3.299999952
Suriname,2007,3.099999905
Suriname,2009,2.599999905
Suriname,2010,3.099999905
Suriname,2015,3.049999952
Suriname,2017,3
Sweden,1960,14.19999981
Sweden,1970,15.30000019
Sweden,1980,15.10000038
Sweden,1985,14.60000038
Sweden,1990,12.39999962
Sweden,1991,11.89999962
Sweden,1992,7.599999905
Sweden,1993,7
Sweden,1994,6.5
Sweden,1995,4.900000095
Sweden,1996,4.400000095
Sweden,1997,5.199999809
Sweden,1998,3.799999952
Sweden,1999,3.700000048
Sweden,2000,3.579999924
Sweden,2001,3.269999981
Sweden,2002,3.130000114
Sweden,2003,3.049999952
Sweden,2004,3.00999999
Sweden,2005,2.930000067
Sweden,2006,2.890000105
Sweden,2007,2.859999895
Sweden,2008,2.809999943
Sweden,2009,2.75999999
Sweden,2010,2.730000019
Sweden,2011,2.700000048
Sweden,2012,2.660000086
Sweden,2013,2.589999914
Sweden,2014,2.539999962
Sweden,2015,2.440000057
Sweden,2016,2.339999914
Sweden,2017,2.210000038
Sweden,2018,2.140000105
Switzerland,1991,19.89999962
Switzerland,2000,6.289999962
Switzerland,2001,6.039999962
Switzerland,2002,5.949999809
Switzerland,2003,5.820000172
Switzerland,2004,5.670000076
Switzerland,2005,5.539999962
Switzerland,2006,5.389999866
Switzerland,2007,5.360000134
Switzerland,2008,5.210000038
Switzerland,2009,5.099999905
Switzerland,2010,5.190000057
Switzerland,2011,5.050000191
Switzerland,2012,4.96999979
Switzerland,2013,4.849999905
Switzerland,2014,4.730000019
Switzerland,2015,4.730000019
Switzerland,2016,4.690000057
Switzerland,2017,4.650000095
Switzerland,2018,4.630000114
Syria,1960,1.076737523
Syria,1970,0.993399978
Syria,1975,1
Syria,1980,1.104500055
Syria,1981,1.145799994
Syria,1990,1.086500049
Syria,1996,1.5
Syria,1998,1.5
Syria,1999,1.399999976
Syria,2000,1.399999976
Syria,2001,1.399999976
Syria,2002,1.379999995
Syria,2003,1.49000001
Syria,2004,1.49000001
Syria,2005,1.279999971
Syria,2006,1.470000029
Syria,2007,1.470000029
Syria,2008,1.539999962
Syria,2009,1.50999999
Syria,2010,1.539999962
Syria,2011,1.549999952
Syria,2012,1.529999971
Syria,2013,1.519999981
Syria,2014,1.5
Syria,2015,1.470000029
Syria,2016,1.460000038
Syria,2017,1.399999976
Tajikistan,1985,10.64480019
Tajikistan,1986,10.64490032
Tajikistan,1987,10.65559959
Tajikistan,1988,10.67420006
Tajikistan,1989,10.62979984
Tajikistan,1990,10.66180038
Tajikistan,1991,10.96290016
Tajikistan,1992,11.24230003
Tajikistan,1993,10.68120003
Tajikistan,1994,8.941300392
Tajikistan,1995,8.199999809
Tajikistan,1996,7.46999979
Tajikistan,1997,7.21999979
Tajikistan,1998,6.909999847
Tajikistan,1999,6.800000191
Tajikistan,2000,6.539999962
Tajikistan,2001,6.400000095
Tajikistan,2002,6.269999981
Tajikistan,2003,6.119999886
Tajikistan,2004,6.039999962
Tajikistan,2005,5.869999886
Tajikistan,2006,6.119999886
Tajikistan,2007,5.440000057
Tajikistan,2008,5.300000191
Tajikistan,2009,5.190000057
Tajikistan,2010,5.079999924
Tajikistan,2011,4.949999809
Tajikistan,2012,4.829999924
Tajikistan,2013,4.760000229
Tajikistan,2014,4.670000076
Tanzania,1960,1.490445852
Tanzania,1976,1.431300044
Tanzania,1978,1.43719995
Tanzania,1980,1.397500038
Tanzania,1982,1.365800023
Tanzania,1984,1.30309999
Tanzania,1988,1.090399981
Tanzania,1990,1.024600029
Tanzania,1992,0.890299976
Tanzania,2006,1.100000024
Tanzania,2010,0.699999988
Thailand,1960,0.740034878
Thailand,1970,1.137300014
Thailand,1975,1.111899972
Thailand,1980,1.535099983
Thailand,1990,1.63259995
Thailand,1991,1.661299944
Thailand,1992,1.706699967
Thailand,1995,1.99000001
Thailand,1999,2.200000048
Thailand,2000,2.200000048
Thailand,2002,2.200000048
Thailand,2005,2.099999905
Thailand,2010,2.099999905
Timor,2009,5.900000095
Timor,2010,5.900000095
Togo,1960,1.265091896
Togo,1970,1.533300042
Togo,1975,1.439900041
Togo,1990,1.511100054
Togo,2005,0.899999976
Togo,2011,0.699999988
Tonga,1960,2.5
Tonga,1970,2.592999935
Tonga,1980,3.446799994
Tonga,1981,3.539400101
Tonga,2001,3.200000048
Tonga,2004,2.400000095
Tonga,2008,2.400000095
Tonga,2010,2.599999905
Trinidad and Tobago,1960,5.589560986
Trinidad and Tobago,1970,4.943399906
Trinidad and Tobago,1975,4.985199928
Trinidad and Tobago,1986,5.03730011
Trinidad and Tobago,1990,4
Trinidad and Tobago,1993,3.242599964
Trinidad and Tobago,1995,3.799999952
Trinidad and Tobago,1996,5.110000134
Trinidad and Tobago,2000,3.299999952
Trinidad and Tobago,2001,3.400000095
Trinidad and Tobago,2003,3.299999952
Trinidad and Tobago,2005,2.599999905
Trinidad and Tobago,2006,2.700000048
Trinidad and Tobago,2007,2.700000048
Trinidad and Tobago,2008,2.5
Trinidad and Tobago,2009,2.599999905
Trinidad and Tobago,2010,2.140000105
Trinidad and Tobago,2012,2.720000029
Trinidad and Tobago,2013,2.700000048
Trinidad and Tobago,2014,2.99000001
Trinidad and Tobago,2015,3.00999999
Trinidad and Tobago,2016,3.029999971
Trinidad and Tobago,2017,3.019999981
Tunisia,1960,2.467661619
Tunisia,1970,2.444299936
Tunisia,1975,2.5
Tunisia,1980,2.125799894
Tunisia,1989,1.96570003
Tunisia,1990,1.916700006
Tunisia,1991,2.012300014
Tunisia,1992,2.857300043
Tunisia,1994,1.761500001
Tunisia,1996,2
Tunisia,1997,1.700000048
Tunisia,2000,1.730000019
Tunisia,2001,1.730000019
Tunisia,2002,1.710000038
Tunisia,2003,1.710000038
Tunisia,2004,2.049999952
Tunisia,2005,1.75999999
Tunisia,2006,1.980000019
Tunisia,2007,1.75999999
Tunisia,2008,2
Tunisia,2009,2.089999914
Tunisia,2010,2.089999914
Tunisia,2011,2.089999914
Tunisia,2012,2.119999886
Tunisia,2013,2.119999886
Tunisia,2014,2.180000067
Tunisia,2015,2.180000067
Tunisia,2016,2.180000067
Tunisia,2017,2.180000067
Turkey,1960,1.700000048
Turkey,1965,1.799999952
Turkey,1970,2
Turkey,1975,2
Turkey,1980,2.200000048
Turkey,1985,2.099999905
Turkey,1986,2.099999905
Turkey,1987,2.099999905
Turkey,1988,2.099999905
Turkey,1989,2.099999905
Turkey,1990,2.400000095
Turkey,1991,2.400000095
Turkey,1992,2.400000095
Turkey,1993,2.5
Turkey,1994,2.5
Turkey,1995,2.5
Turkey,1996,2.5
Turkey,1997,2.5
Turkey,1998,2.5
Turkey,1999,2.599999905
Turkey,2000,2.099999905
Turkey,2001,2.160000086
Turkey,2002,2.49000001
Turkey,2003,2.480000019
Turkey,2004,2.470000029
Turkey,2005,2.5
Turkey,2006,2.519999981
Turkey,2007,2.539999962
Turkey,2008,2.579999924
Turkey,2009,2.619999886
Turkey,2010,2.74000001
Turkey,2011,2.619999886
Turkey,2012,2.660000086
Turkey,2013,2.650000095
Turkey,2014,2.680000067
Turkey,2015,2.680000067
Turkey,2016,2.75
Turkey,2017,2.809999943
Turkey,2018,2.849999905
Turkmenistan,1980,10.46049976
Turkmenistan,1985,10.66800022
Turkmenistan,1986,11.12220001
Turkmenistan,1987,11.10499954
Turkmenistan,1988,11.12930012
Turkmenistan,1989,11.19340038
Turkmenistan,1990,11.48499966
Turkmenistan,1991,11.55500031
Turkmenistan,1992,11.41530037
Turkmenistan,1993,11.67889977
Turkmenistan,1994,11.47070026
Turkmenistan,1995,10.26000023
Turkmenistan,1996,8.010000229
Turkmenistan,1997,7.110000134
Turkmenistan,2000,5.360000134
Turkmenistan,2001,5.130000114
Turkmenistan,2002,5.019999981
Turkmenistan,2003,5.079999924
Turkmenistan,2004,4.900000095
Turkmenistan,2005,4.400000095
Turkmenistan,2006,4.340000153
Turkmenistan,2007,4.070000172
Turkmenistan,2008,4.039999962
Turkmenistan,2009,4.019999981
Turkmenistan,2010,4.099999905
Turkmenistan,2011,4.070000172
Turkmenistan,2012,3.980000019
Turkmenistan,2013,3.930000067
Turkmenistan,2014,4.03000021
Tuvalu,2001,5.599999905
Uganda,1960,1.480798483
Uganda,1970,1.558699965
Uganda,1975,1.648499966
Uganda,1981,1.512500048
Uganda,1988,1.315400004
Uganda,1991,0.916199982
Uganda,2004,0.699999988
Uganda,2005,1
Uganda,2006,1.100000024
Uganda,2009,0.400000006
Uganda,2010,0.5
Ukraine,1980,12.14350033
Ukraine,1981,12.25329971
Ukraine,1982,12.35779953
Ukraine,1983,12.44480038
Ukraine,1984,12.5909996
Ukraine,1985,12.69499969
Ukraine,1986,12.78759956
Ukraine,1987,12.85060024
Ukraine,1988,12.93039989
Ukraine,1989,13.00640011
Ukraine,1990,13.01309967
Ukraine,1991,12.9691
Ukraine,1992,12.72900009
Ukraine,1993,12.47070026
Ukraine,1994,12.30220032
Ukraine,1995,11.89000034
Ukraine,1996,10.84000015
Ukraine,1997,9.369999886
Ukraine,1998,9.039999962
Ukraine,1999,8.949999809
Ukraine,2000,8.819999695
Ukraine,2001,8.789999962
Ukraine,2002,8.890000343
Ukraine,2003,8.81000042
Ukraine,2004,8.729999542
Ukraine,2005,8.680000305
Ukraine,2006,8.729999542
Ukraine,2007,8.720000267
Ukraine,2008,8.75
Ukraine,2009,9.399999619
Ukraine,2010,9.380000114
Ukraine,2011,9.050000191
Ukraine,2012,8.909999847
Ukraine,2013,8.800000191
Ukraine,2014,7.460000038
United Arab Emirates,1980,2.849499941
United Arab Emirates,1981,2.875099897
United Arab Emirates,1990,2.640000105
United Arab Emirates,1992,3.060499907
United Arab Emirates,1996,2.640000105
United Arab Emirates,2000,2.380000114
United Arab Emirates,2001,2.279999971
United Arab Emirates,2002,2.190000057
United Arab Emirates,2003,2.190000057
United Arab Emirates,2004,2.190000057
United Arab Emirates,2005,2.190000057
United Arab Emirates,2006,1.879999995
United Arab Emirates,2007,1.879999995
United Arab Emirates,2008,1.860000014
United Arab Emirates,2009,1.929999948
United Arab Emirates,2010,1.929999948
United Arab Emirates,2011,1.070000052
United Arab Emirates,2012,1.070000052
United Arab Emirates,2013,1.149999976
United Arab Emirates,2014,0.01
United Arab Emirates,2015,1.100000024
