Entity,Day,total_boosters
Afghanistan,2023/2/19,213042
Afghanistan,2023/2/23,295208
Afghanistan,2023/2/26,536752
Afghanistan,2023/2/28,639602
Afghanistan,2023/3/5,896852
Afghanistan,2023/3/12,973787
Afghanistan,2023/3/14,973859
Afghanistan,2023/3/19,1012011
Afghanistan,2023/3/21,1012162
Africa,2021/10/28,28870
Africa,2021/10/29,32750
Africa,2021/10/30,71510
Africa,2021/10/31,71510
Africa,2021/11/1,124228
Africa,2021/11/2,142786
Africa,2021/11/3,153756
Africa,2021/11/4,163744
Africa,2021/11/5,173532
Africa,2021/11/6,179218
Africa,2021/11/7,189449
Africa,2021/11/8,202552
Africa,2021/11/9,213310
Africa,2021/11/10,223337
Africa,2021/11/11,233093
Africa,2021/11/12,243348
Africa,2021/11/13,256524
Africa,2021/11/14,263155
Africa,2021/11/15,272326
Africa,2021/11/16,280269
Africa,2021/11/17,290842
Africa,2021/11/18,295394
Africa,2021/11/19,301875
Africa,2021/11/20,305078
Africa,2021/11/21,318245
Africa,2021/11/22,337494
Africa,2021/11/23,350256
Africa,2021/11/24,356468
Africa,2021/11/25,375609
Africa,2021/11/26,389958
Africa,2021/11/27,405021
Africa,2021/11/28,413523
Africa,2021/11/29,436553
Africa,2021/11/30,450385
Africa,2021/12/1,457450
Africa,2021/12/2,463718
Africa,2021/12/3,470619
Africa,2021/12/4,479959
Africa,2021/12/5,494730
Africa,2021/12/6,512730
Africa,2021/12/7,535575
Africa,2021/12/8,558641
Africa,2021/12/9,574335
Africa,2021/12/10,593495
Africa,2021/12/11,608185
Africa,2021/12/12,617549
Africa,2021/12/13,633454
Africa,2021/12/14,644723
Africa,2021/12/15,663869
Africa,2021/12/16,674557
Africa,2021/12/17,689618
Africa,2021/12/18,712728
Africa,2021/12/19,726927
Africa,2021/12/20,747911
Africa,2021/12/21,747911
Africa,2021/12/22,747911
Africa,2021/12/23,777325
Africa,2021/12/24,793885
Africa,2021/12/25,793885
Africa,2021/12/26,830873
Africa,2021/12/27,843010
Africa,2021/12/28,851963
Africa,2021/12/29,865281
Africa,2021/12/30,882068
Africa,2021/12/31,892142
Africa,2022/1/1,909609
Africa,2022/1/2,922175
Africa,2022/1/3,927446
Africa,2022/1/4,955626
Africa,2022/1/5,970084
Africa,2022/1/6,988894
Africa,2022/1/7,1006611
Africa,2022/1/8,1013527
Africa,2022/1/9,1022010
Africa,2022/1/10,1035762
Africa,2022/1/11,1048856
Africa,2022/1/12,1064476
Africa,2022/1/13,1071331
Africa,2022/1/14,1077747
Africa,2022/1/15,1083679
Africa,2022/1/16,1094480
Africa,2022/1/17,1507828
Africa,2022/1/18,1556366
Africa,2022/1/19,1585059
Africa,2022/1/20,1614184
Africa,2022/1/21,2419814
Africa,2022/1/22,2434330
Africa,2022/1/23,2440745
Africa,2022/1/24,2529195
Africa,2022/1/25,2537939
Africa,2022/1/26,2584897
Africa,2022/1/27,2610394
Africa,2022/1/28,2639957
Africa,2022/1/29,2649482
Africa,2022/1/30,2663067
Africa,2022/1/31,2690828
Africa,2022/2/1,2707013
Africa,2022/2/2,2753931
Africa,2022/2/3,2782058
Africa,2022/2/4,2794564
Africa,2022/2/5,2805045
Africa,2022/2/6,2834736
Africa,2022/2/7,2845530
Africa,2022/2/8,2855397
Africa,2022/2/9,2925218
Africa,2022/2/10,2941183
Africa,2022/2/11,2994907
Africa,2022/2/12,3012734
Africa,2022/2/13,3023876
Africa,2022/2/14,3050874
Africa,2022/2/15,3059115
Africa,2022/2/16,3122417
Africa,2022/2/17,11051852
Africa,2022/2/18,11060236
Africa,2022/2/19,11097214
Africa,2022/2/20,11112098
Africa,2022/2/21,11119616
Africa,2022/2/22,11180403
Africa,2022/2/23,11224281
Africa,2022/2/24,13049977
Africa,2022/2/25,13127397
Africa,2022/2/26,13133689
Africa,2022/2/27,13151386
Africa,2022/2/28,13159172
Africa,2022/3/1,13277826
Africa,2022/3/2,13288808
Africa,2022/3/3,13294664
Africa,2022/3/4,13995274
Africa,2022/3/5,14016105
Africa,2022/3/6,14023959
Africa,2022/3/7,14080199
Africa,2022/3/8,14086382
Africa,2022/3/9,14202952
Africa,2022/3/10,14714564
Africa,2022/3/11,14903938
Africa,2022/3/12,14905977
Africa,2022/3/13,14922220
Africa,2022/3/14,14955065
Africa,2022/3/15,15009057
Africa,2022/3/16,15061626
Africa,2022/3/17,15471415
Africa,2022/3/18,15527298
Africa,2022/3/19,15573496
Africa,2022/3/20,15988322
Africa,2022/3/21,16062332
Africa,2022/3/22,16075105
Africa,2022/3/23,16213435
Africa,2022/3/24,16522571
Africa,2022/3/25,16609184
Africa,2022/3/26,16662843
Africa,2022/3/27,18015979
Africa,2022/3/28,18047782
Africa,2022/3/29,18360236
Africa,2022/3/30,18430235
Africa,2022/3/31,18778074
Africa,2022/4/1,18869050
Africa,2022/4/2,18896179
Africa,2022/4/3,19001514
Africa,2022/4/4,19089927
Africa,2022/4/5,19122971
Africa,2022/4/6,19172867
Africa,2022/4/7,19284491
Africa,2022/4/8,19325296
Africa,2022/4/9,19367161
Africa,2022/4/10,19466342
Africa,2022/4/11,19476433
Africa,2022/4/12,19720215
Africa,2022/4/13,19748522
Africa,2022/4/14,19821788
Africa,2022/4/15,19842891
Africa,2022/4/16,19843391
Africa,2022/4/17,19844942
Africa,2022/4/18,19865936
Africa,2022/4/19,19871635
Africa,2022/4/20,19890976
Africa,2022/4/21,19914953
Africa,2022/4/22,19941115
Africa,2022/4/23,20224685
Africa,2022/4/24,20248092
Africa,2022/4/25,20264055
Africa,2022/4/26,21272143
Africa,2022/4/27,21336996
Africa,2022/4/28,21348889
Africa,2022/4/29,21383914
Africa,2022/4/30,21587208
Africa,2022/5/1,22139383
Africa,2022/5/2,22144339
Africa,2022/5/3,22149141
Africa,2022/5/4,22254900
Africa,2022/5/5,22297376
Africa,2022/5/6,22336574
Africa,2022/5/7,22364227
Africa,2022/5/8,22703506
Africa,2022/5/9,22709574
Africa,2022/5/10,22759277
Africa,2022/5/11,22792778
Africa,2022/5/12,22835205
Africa,2022/5/13,22870945
Africa,2022/5/14,23071277
Africa,2022/5/15,23274028
Africa,2022/5/16,23292723
Africa,2022/5/17,23318505
Africa,2022/5/18,23359552
Africa,2022/5/19,23393156
Africa,2022/5/20,23418060
Africa,2022/5/21,23442703
Africa,2022/5/22,23613249
Africa,2022/5/23,23667110
Africa,2022/5/24,23688012
Africa,2022/5/25,23709520
Africa,2022/5/26,23731472
Africa,2022/5/27,23752954
Africa,2022/5/28,23770935
Africa,2022/5/29,24092135
Africa,2022/5/30,24109048
Africa,2022/5/31,24126104
Africa,2022/6/1,24141190
Africa,2022/6/2,24158135
Africa,2022/6/3,24182301
Africa,2022/6/4,24195782
Africa,2022/6/5,24336044
Africa,2022/6/6,24336907
Africa,2022/6/7,24351645
Africa,2022/6/8,24370145
Africa,2022/6/9,24387970
Africa,2022/6/10,24405032
Africa,2022/6/11,24419595
Africa,2022/6/12,24439797
Africa,2022/6/13,24440519
Africa,2022/6/14,25917343
Africa,2022/6/15,26051776
Africa,2022/6/16,26066460
Africa,2022/6/17,26073030
Africa,2022/6/18,26084780
Africa,2022/6/19,27037946
Africa,2022/6/20,27426907
Africa,2022/6/21,27464525
Africa,2022/6/22,27481375
Africa,2022/6/23,27496169
Africa,2022/6/24,27508473
Africa,2022/6/25,27519018
Africa,2022/6/26,29116685
Africa,2022/6/27,29566346
Africa,2022/6/28,29576102
Africa,2022/6/29,29955843
Africa,2022/6/30,29964865
Africa,2022/7/1,29977399
Africa,2022/7/2,29985831
Africa,2022/7/3,30386201
Africa,2022/7/4,30388685
Africa,2022/7/5,30695499
Africa,2022/7/6,30703108
Africa,2022/7/7,30713942
Africa,2022/7/8,30722715
Africa,2022/7/9,30731868
Africa,2022/7/10,31443707
Africa,2022/7/11,31445777
Africa,2022/7/12,31452197
Africa,2022/7/13,31462171
Africa,2022/7/14,31470329
Africa,2022/7/15,31477298
Africa,2022/7/16,31782707
Africa,2022/7/17,32276792
Africa,2022/7/18,32300982
Africa,2022/7/19,32836774
Africa,2022/7/20,32848266
Africa,2022/7/21,32860311
Africa,2022/7/22,32868992
Africa,2022/7/23,32874607
Africa,2022/7/24,33041114
Africa,2022/7/25,33042680
Africa,2022/7/26,33050561
Africa,2022/7/27,33585988
Africa,2022/7/28,33592366
Africa,2022/7/29,33598638
Africa,2022/7/30,33604676
Africa,2022/7/31,34256276
Africa,2022/8/1,34257698
Africa,2022/8/2,34266800
Africa,2022/8/3,34272413
Africa,2022/8/4,34276801
Africa,2022/8/5,34280825
Africa,2022/8/6,34284672
Africa,2022/8/7,43953159
Africa,2022/8/8,43953657
Africa,2022/8/9,43979015
Africa,2022/8/10,43980755
Africa,2022/8/11,43985781
Africa,2022/8/12,43989883
Africa,2022/8/13,43994395
Africa,2022/8/14,45351769
Africa,2022/8/15,45552527
Africa,2022/8/16,45557354
Africa,2022/8/17,45564853
Africa,2022/8/18,45570518
Africa,2022/8/19,45579260
Africa,2022/8/20,45586950
Africa,2022/8/21,47026163
Africa,2022/8/22,47048876
Africa,2022/8/23,47052629
Africa,2022/8/24,47065089
Africa,2022/8/25,47073679
Africa,2022/8/26,47077447
Africa,2022/8/27,47086791
Africa,2022/8/28,47272697
Africa,2022/8/29,47272934
Africa,2022/8/30,47557423
Africa,2022/8/31,47560273
Africa,2022/9/1,47563233
Africa,2022/9/2,47566167
Africa,2022/9/3,47568901
Africa,2022/9/4,48946088
Africa,2022/9/5,48946325
Africa,2022/9/6,48948807
Africa,2022/9/7,48951730
Africa,2022/9/8,48959441
Africa,2022/9/9,48962408
Africa,2022/9/10,48964746
Africa,2022/9/11,49264516
Africa,2022/9/12,49264656
Africa,2022/9/13,49282664
Africa,2022/9/14,49285349
Africa,2022/9/15,49287975
Africa,2022/9/16,49290546
Africa,2022/9/17,49290546
Africa,2022/9/18,49314341
Africa,2022/9/19,49314491
Africa,2022/9/20,49317773
Africa,2022/9/21,49320594
Africa,2022/9/22,49325930
Africa,2022/9/23,49329128
Africa,2022/9/24,49332633
Africa,2022/9/25,50842833
Africa,2022/9/26,50868774
Africa,2022/9/27,50873049
Africa,2022/9/28,50881215
Africa,2022/9/29,51127030
Africa,2022/9/30,51129492
Africa,2022/10/1,51130552
Africa,2022/10/2,51865305
Africa,2022/10/3,51866086
Africa,2022/10/4,51871526
Africa,2022/10/5,51874825
Africa,2022/10/6,51877695
Africa,2022/10/7,51880235
Africa,2022/10/8,51882337
Africa,2022/10/9,52891362
Africa,2022/10/10,52891427
Africa,2022/10/11,52894682
Africa,2022/10/12,52897376
Africa,2022/10/13,52897376
Africa,2022/10/14,52902576
Africa,2022/10/15,52904824
Africa,2022/10/16,53328912
Africa,2022/10/17,53329010
Africa,2022/10/18,53331912
Africa,2022/10/19,53334234
Africa,2022/10/20,53336698
Africa,2022/10/21,53339246
Africa,2022/10/22,53339246
Africa,2022/10/23,54000748
Africa,2022/10/24,54000933
Africa,2022/10/25,54003211
Africa,2022/10/26,54005739
Africa,2022/10/27,54008034
Africa,2022/10/28,54010246
Africa,2022/10/29,54011848
Africa,2022/10/30,54885696
Africa,2022/10/31,54885696
Africa,2022/11/1,54889675
Africa,2022/11/2,54891759
Africa,2022/11/3,54894027
Africa,2022/11/4,54896409
Africa,2022/11/5,54898239
Africa,2022/11/6,55327333
Africa,2022/11/7,55327389
Africa,2022/11/8,55330037
Africa,2022/11/9,55332038
Africa,2022/11/10,55334655
Africa,2022/11/11,55337366
Africa,2022/11/12,55339510
Africa,2022/11/13,57177957
Africa,2022/11/14,57234266
Africa,2022/11/15,57236586
Africa,2022/11/16,57239350
Africa,2022/11/17,57242439
Africa,2022/11/18,57245227
Africa,2022/11/19,57247598
Africa,2022/11/20,58340393
Africa,2022/11/21,58340498
Africa,2022/11/22,58342908
Africa,2022/11/23,58345150
Africa,2022/11/24,58347848
Africa,2022/11/25,58350837
Africa,2022/11/26,58352804
Africa,2022/11/27,58959329
Africa,2022/11/28,58959514
Africa,2022/11/29,58963724
Africa,2022/11/30,58966740
Africa,2022/12/1,58969602
Africa,2022/12/2,58972576
Africa,2022/12/3,58974506
Africa,2022/12/4,59347387
Africa,2022/12/5,59347518
Africa,2022/12/6,59349508
Africa,2022/12/7,59352178
Africa,2022/12/8,59354748
Africa,2022/12/9,59357466
Africa,2022/12/10,59359462
Africa,2022/12/11,61695754
Africa,2022/12/12,62125395
Africa,2022/12/13,62127491
Africa,2022/12/14,62129631
Africa,2022/12/15,62131914
Africa,2022/12/16,62133364
Africa,2022/12/17,62133472
Africa,2022/12/18,62791137
Africa,2022/12/19,62791137
Africa,2022/12/20,62793558
Africa,2022/12/21,62794883
Africa,2022/12/22,62796145
Africa,2022/12/23,62797072
Africa,2022/12/24,62797478
Africa,2022/12/25,62807705
Africa,2022/12/26,62807705
Africa,2022/12/27,62807705
Africa,2022/12/28,62807705
Africa,2022/12/29,62807705
Africa,2022/12/30,62807705
Africa,2022/12/31,62807705
Africa,2023/1/1,63048828
Africa,2023/1/2,63048828
Africa,2023/1/3,63095681
Africa,2023/1/4,63095681
Africa,2023/1/5,63095681
Africa,2023/1/6,63095681
Africa,2023/1/7,63095681
Africa,2023/1/8,64584717
Africa,2023/1/9,64584717
Africa,2023/1/10,64584717
Africa,2023/1/11,64584717
Africa,2023/1/12,64584717
Africa,2023/1/13,64584717
Africa,2023/1/14,64584717
Africa,2023/1/15,67525827
Africa,2023/1/16,67542186
Africa,2023/1/17,67542394
Africa,2023/1/18,67542394
Africa,2023/1/19,67542394
Africa,2023/1/20,67542394
Africa,2023/1/21,67542394
Africa,2023/1/22,67913376
Africa,2023/1/23,67913376
Africa,2023/1/24,67913522
Africa,2023/1/25,67913522
Africa,2023/1/26,67913522
Africa,2023/1/27,67913522
Africa,2023/1/28,67913522
Africa,2023/1/29,68116247
Africa,2023/1/30,68116247
Africa,2023/1/31,68528612
Africa,2023/2/1,68528612
Africa,2023/2/2,68528612
Africa,2023/2/3,68528612
Africa,2023/2/4,68528612
Africa,2023/2/5,70995365
Africa,2023/2/6,70995365
Africa,2023/2/7,70995628
Africa,2023/2/8,70995628
Africa,2023/2/9,70995628
Africa,2023/2/10,70995628
Africa,2023/2/11,70995628
Africa,2023/2/12,71144562
Africa,2023/2/13,71147466
Africa,2023/2/14,71148177
Africa,2023/2/15,71148177
Africa,2023/2/16,71148177
Africa,2023/2/17,71148177
Africa,2023/2/18,71148177
Africa,2023/2/19,73751404
Africa,2023/2/20,73751404
Africa,2023/2/21,74284882
Africa,2023/2/22,74284882
Africa,2023/2/23,74285023
Africa,2023/2/24,74285023
Africa,2023/2/25,74285023
Africa,2023/2/26,75361120
Africa,2023/2/27,75361120
Africa,2023/2/28,75361536
Africa,2023/3/1,75361536
Africa,2023/3/2,75361536
Africa,2023/3/3,75361536
Africa,2023/3/4,75361536
Africa,2023/3/5,75469098
Africa,2023/3/6,75469098
Africa,2023/3/7,75469213
Africa,2023/3/8,75469213
Africa,2023/3/9,75469213
Africa,2023/3/10,75469213
Africa,2023/3/11,75469213
Africa,2023/3/12,76661544
Africa,2023/3/13,76661544
Africa,2023/3/14,76661885
Africa,2023/3/15,76661885
Africa,2023/3/16,76661885
Africa,2023/3/17,76661885
Africa,2023/3/18,76661885
Africa,2023/3/19,81819693
Africa,2023/3/20,81819693
Africa,2023/3/21,81820014
Albania,2021/11/3,2799
Albania,2021/11/6,8230
Albania,2021/11/7,8815
Albania,2021/11/9,14968
Albania,2021/11/10,18434
Albania,2021/11/11,21572
Albania,2021/11/14,28088
Albania,2021/11/16,34887
Albania,2021/11/17,38378
Albania,2021/11/18,41537
Albania,2021/11/21,47512
Albania,2021/11/24,57338
Albania,2021/11/25,60524
Albania,2021/11/28,65471
Albania,2021/11/30,67381
Albania,2021/12/1,70501
Albania,2021/12/3,78250
Albania,2021/12/5,82219
Albania,2021/12/6,85545
Albania,2021/12/7,89437
Albania,2021/12/8,91233
Albania,2021/12/12,101171
Albania,2021/12/13,105088
Albania,2021/12/14,109504
Albania,2021/12/15,113584
Albania,2021/12/18,123115
Albania,2021/12/21,130535
Albania,2021/12/23,136139
Albania,2021/12/28,143988
Albania,2022/1/4,151127
Albania,2022/1/5,153690
Albania,2022/1/8,162763
Albania,2022/1/10,166519
Albania,2022/1/11,169276
Albania,2022/1/30,202123
Albania,2022/2/1,205381
Albania,2022/2/6,212064
Albania,2022/2/7,213644
Albania,2022/2/13,221173
Albania,2022/2/14,222491
Albania,2022/2/15,223877
Albania,2022/2/16,225146
Albania,2022/2/20,229289
Albania,2022/2/27,236615
Albania,2022/3/1,239070
Albania,2022/3/7,245527
Albania,2022/3/10,248491
Albania,2022/3/14,251024
Albania,2022/3/15,252161
Albania,2022/3/24,260143
Albania,2022/3/29,264502
Albania,2022/3/31,266894
Albania,2022/4/4,270676
Albania,2022/4/7,275194
Albania,2022/4/11,278851
Albania,2022/4/14,282305
Albania,2022/4/20,286453
Albania,2022/4/24,290925
Albania,2022/5/1,295543
Albania,2022/5/15,302850
Albania,2022/5/22,306637
Albania,2022/5/29,310249
Albania,2022/6/5,313660
Albania,2022/6/19,320852
Albania,2022/6/26,324545
Albania,2022/7/10,331114
Albania,2022/7/24,338290
Albania,2022/7/31,341320
Albania,2022/8/21,348385
Albania,2022/9/4,352685
Albania,2022/9/18,356077
Albania,2022/9/25,357344
Albania,2022/10/16,363122
Albania,2022/10/23,365389
Albania,2022/11/13,371665
Albania,2022/11/27,373263
Albania,2022/12/11,377057
Albania,2023/1/8,383982
Albania,2023/1/15,385638
Albania,2023/2/5,390033
Albania,2023/3/19,395384
Algeria,2021/11/21,13167
Algeria,2021/11/25,20340
Algeria,2021/11/29,25381
Algeria,2022/2/17,373991
Algeria,2022/2/24,428324
Algeria,2022/3/4,436274
Algeria,2022/3/9,490676
Algeria,2022/4/24,514063
Algeria,2022/5/1,514063
Algeria,2022/5/29,514063
Algeria,2022/9/4,575651
Andorra,2021/12/12,8530
Andorra,2021/12/26,8769
Andorra,2022/1/16,24732
Andorra,2022/3/13,40813
Andorra,2022/3/27,40963
Andorra,2022/4/10,41045
Andorra,2022/4/24,41183
Andorra,2022/5/1,41393
Andorra,2022/5/22,41671
Andorra,2022/5/29,41742
Andorra,2022/6/12,41841
Andorra,2022/6/26,42041
Andorra,2022/7/3,42100
Andorra,2022/7/10,42183
Andorra,2022/8/21,42711
Andorra,2022/9/4,42824
Andorra,2022/9/11,42844
Andorra,2022/10/16,42940
Andorra,2022/11/13,42981
Andorra,2022/12/18,43020
Andorra,2023/1/29,43049
Andorra,2023/2/26,43060
Angola,2022/2/17,138204
Angola,2022/3/4,227810
Angola,2022/3/10,258168
Angola,2022/3/24,296060
Angola,2022/3/25,306560
Angola,2022/4/1,333230
Angola,2022/4/26,369899
Angola,2022/5/22,431381
Angola,2022/5/29,444914
Angola,2022/6/5,512820
Angola,2022/6/26,737233
Angola,2022/7/3,808939
Angola,2022/7/17,906537
Angola,2022/7/24,944797
Angola,2022/8/7,1027838
Angola,2022/8/14,1066507
Angola,2022/8/28,1115824
Angola,2022/10/2,1127156
Angola,2022/10/9,1127156
Angola,2022/10/16,1127156
Angola,2022/10/23,1127156
Angola,2022/10/30,1127156
Angola,2022/11/13,1127156
Angola,2022/11/20,1127156
Angola,2022/11/27,1127156
Angola,2022/12/4,1368465
Angola,2022/12/18,1457126
Angola,2023/1/1,1526098
Angola,2023/2/19,1620863
Angola,2023/2/26,1736921
Angola,2023/3/5,1736921
Angola,2023/3/12,1806476
Angola,2023/3/19,1842388
Anguilla,2021/11/29,663
Anguilla,2021/12/1,663
Anguilla,2021/12/8,982
Anguilla,2022/1/14,1607
Anguilla,2022/1/21,1756
Anguilla,2022/1/28,1920
Anguilla,2022/2/2,2050
Anguilla,2022/2/9,2147
Anguilla,2022/2/16,2264
Anguilla,2022/3/2,2389
Anguilla,2022/3/9,2419
Anguilla,2022/3/18,2489
Anguilla,2022/3/23,2518
Anguilla,2022/4/8,2630
Anguilla,2022/5/6,2747
Anguilla,2022/5/20,2770
Anguilla,2022/5/27,2801
Anguilla,2022/6/10,2827
Anguilla,2022/6/15,2852
Anguilla,2022/6/24,2930
Anguilla,2022/8/19,2942
Anguilla,2022/9/23,2953
Anguilla,2022/10/7,2998
Anguilla,2022/10/21,2998
Anguilla,2022/12/2,2998
Anguilla,2023/1/6,3003
Anguilla,2023/2/3,3244
Anguilla,2023/2/17,3255
Anguilla,2023/3/3,3309
Antigua and Barbuda,2022/9/16,9838
Argentina,2020/12/29,1
Argentina,2020/12/30,1
Argentina,2020/12/31,1
Argentina,2021/1/1,1
Argentina,2021/1/2,1
Argentina,2021/1/3,5
Argentina,2021/1/4,7
Argentina,2021/1/5,7
Argentina,2021/1/6,11
Argentina,2021/1/7,16
Argentina,2021/1/8,17
Argentina,2021/1/9,18
Argentina,2021/1/10,23
Argentina,2021/1/11,25
Argentina,2021/1/12,34
Argentina,2021/1/13,36
Argentina,2021/1/14,40
Argentina,2021/1/15,40
Argentina,2021/1/16,40
Argentina,2021/1/17,42
Argentina,2021/1/18,50
Argentina,2021/1/19,56
Argentina,2021/1/20,56
Argentina,2021/1/21,56
Argentina,2021/1/22,57
Argentina,2021/1/23,58
Argentina,2021/1/24,58
Argentina,2021/1/25,58
Argentina,2021/1/26,58
Argentina,2021/1/27,58
Argentina,2021/1/28,59
Argentina,2021/1/29,59
Argentina,2021/1/30,60
Argentina,2021/1/31,61
Argentina,2021/2/1,62
Argentina,2021/2/2,63
Argentina,2021/2/3,63
Argentina,2021/2/4,64
Argentina,2021/2/5,64
Argentina,2021/2/6,64
Argentina,2021/2/7,64
Argentina,2021/2/8,65
Argentina,2021/2/9,65
Argentina,2021/2/10,65
Argentina,2021/2/11,65
Argentina,2021/2/12,65
Argentina,2021/2/13,65
Argentina,2021/2/14,65
Argentina,2021/2/15,66
Argentina,2021/2/16,66
Argentina,2021/2/17,66
Argentina,2021/2/18,67
Argentina,2021/2/19,68
Argentina,2021/2/20,68
Argentina,2021/2/21,68
Argentina,2021/2/22,68
Argentina,2021/2/23,68
Argentina,2021/2/24,70
Argentina,2021/2/25,71
Argentina,2021/2/26,71
Argentina,2021/2/27,71
Argentina,2021/2/28,72
Argentina,2021/3/1,72
Argentina,2021/3/2,72
Argentina,2021/3/3,72
Argentina,2021/3/4,74
Argentina,2021/3/5,75
Argentina,2021/3/6,76
Argentina,2021/3/7,76
Argentina,2021/3/8,76
Argentina,2021/3/9,77
Argentina,2021/3/10,77
Argentina,2021/3/11,79
Argentina,2021/3/12,80
Argentina,2021/3/13,81
Argentina,2021/3/14,81
Argentina,2021/3/15,82
Argentina,2021/3/16,82
Argentina,2021/3/17,82
Argentina,2021/3/18,85
Argentina,2021/3/19,85
Argentina,2021/3/20,85
Argentina,2021/3/21,87
Argentina,2021/3/22,88
Argentina,2021/3/23,90
Argentina,2021/3/24,90
Argentina,2021/3/25,90
Argentina,2021/3/26,90
Argentina,2021/3/27,90
Argentina,2021/3/28,91
Argentina,2021/3/29,94
Argentina,2021/3/30,97
Argentina,2021/3/31,98
Argentina,2021/4/1,98
Argentina,2021/4/2,98
Argentina,2021/4/3,98
Argentina,2021/4/4,100
Argentina,2021/4/5,101
Argentina,2021/4/6,101
Argentina,2021/4/7,103
Argentina,2021/4/8,105
Argentina,2021/4/9,108
Argentina,2021/4/10,109
Argentina,2021/4/11,109
Argentina,2021/4/12,109
Argentina,2021/4/13,110
Argentina,2021/4/14,110
Argentina,2021/4/15,112
Argentina,2021/4/16,113
Argentina,2021/4/17,113
Argentina,2021/4/18,113
Argentina,2021/4/19,114
Argentina,2021/4/20,117
Argentina,2021/4/21,117
Argentina,2021/4/22,120
Argentina,2021/4/23,123
Argentina,2021/4/24,123
Argentina,2021/4/25,123
Argentina,2021/4/26,127
Argentina,2021/4/27,130
Argentina,2021/4/28,131
Argentina,2021/4/29,132
Argentina,2021/4/30,138
Argentina,2021/5/1,138
Argentina,2021/5/2,138
Argentina,2021/5/3,141
Argentina,2021/5/4,142
Argentina,2021/5/5,147
Argentina,2021/5/6,148
Argentina,2021/5/7,150
Argentina,2021/5/8,150
Argentina,2021/5/9,152
Argentina,2021/5/10,153
Argentina,2021/5/11,155
Argentina,2021/5/12,158
Argentina,2021/5/13,161
Argentina,2021/5/14,164
Argentina,2021/5/15,166
Argentina,2021/5/16,167
Argentina,2021/5/17,171
Argentina,2021/5/18,173
Argentina,2021/5/19,177
Argentina,2021/5/20,182
Argentina,2021/5/21,186
Argentina,2021/5/22,188
Argentina,2021/5/23,190
Argentina,2021/5/24,191
Argentina,2021/5/25,193
Argentina,2021/5/26,196
Argentina,2021/5/27,202
Argentina,2021/5/28,207
Argentina,2021/5/29,210
Argentina,2021/5/30,211
Argentina,2021/5/31,215
Argentina,2021/6/1,227
Argentina,2021/6/2,234
Argentina,2021/6/3,241
Argentina,2021/6/4,258
Argentina,2021/6/5,288
Argentina,2021/6/6,290
Argentina,2021/6/7,296
Argentina,2021/6/8,305
Argentina,2021/6/9,308
Argentina,2021/6/10,314
Argentina,2021/6/11,320
Argentina,2021/6/12,327
Argentina,2021/6/13,332
Argentina,2021/6/14,338
Argentina,2021/6/15,348
Argentina,2021/6/16,361
Argentina,2021/6/17,365
Argentina,2021/6/18,374
Argentina,2021/6/19,378
Argentina,2021/6/20,379
Argentina,2021/6/21,379
Argentina,2021/6/22,382
Argentina,2021/6/23,383
Argentina,2021/6/24,385
Argentina,2021/6/25,390
Argentina,2021/6/26,392
Argentina,2021/6/27,392
Argentina,2021/6/28,417
Argentina,2021/6/29,418
Argentina,2021/6/30,419
Argentina,2021/7/1,421
Argentina,2021/7/2,428
Argentina,2021/7/3,435
Argentina,2021/7/4,441
Argentina,2021/7/5,452
Argentina,2021/7/6,462
Argentina,2021/7/7,473
Argentina,2021/7/8,480
Argentina,2021/7/9,483
Argentina,2021/7/10,490
Argentina,2021/7/11,490
Argentina,2021/7/12,495
Argentina,2021/7/13,506
Argentina,2021/7/14,512
Argentina,2021/7/15,521
Argentina,2021/7/16,525
Argentina,2021/7/17,532
Argentina,2021/7/18,534
Argentina,2021/7/19,540
Argentina,2021/7/20,550
Argentina,2021/7/21,562
Argentina,2021/7/22,572
Argentina,2021/7/23,600
Argentina,2021/7/24,602
Argentina,2021/7/25,602
Argentina,2021/7/26,609
Argentina,2021/7/27,615
Argentina,2021/7/28,623
Argentina,2021/7/29,628
Argentina,2021/7/30,636
Argentina,2021/7/31,644
Argentina,2021/8/1,649
Argentina,2021/8/2,653
Argentina,2021/8/3,656
Argentina,2021/8/4,664
Argentina,2021/8/5,670
Argentina,2021/8/6,680
Argentina,2021/8/7,691
Argentina,2021/8/8,696
Argentina,2021/8/9,715
Argentina,2021/8/10,734
Argentina,2021/8/11,767
Argentina,2021/8/12,790
Argentina,2021/8/13,839
Argentina,2021/8/14,851
Argentina,2021/8/15,855
Argentina,2021/8/16,875
Argentina,2021/8/17,902
Argentina,2021/8/18,964
Argentina,2021/8/19,986
Argentina,2021/8/20,1036
Argentina,2021/8/21,1046
Argentina,2021/8/22,1049
Argentina,2021/8/23,1072
Argentina,2021/8/24,1104
Argentina,2021/8/25,1120
Argentina,2021/8/26,1144
Argentina,2021/8/27,1174
Argentina,2021/8/28,1200
Argentina,2021/8/29,1205
Argentina,2021/8/30,1292
Argentina,2021/8/31,1310
Argentina,2021/9/1,1334
Argentina,2021/9/2,1350
Argentina,2021/9/3,1369
Argentina,2021/9/4,1390
Argentina,2021/9/5,1398
Argentina,2021/9/6,1412
Argentina,2021/9/7,1437
Argentina,2021/9/8,1460
Argentina,2021/9/9,1525
Argentina,2021/9/10,1551
Argentina,2021/9/11,1574
Argentina,2021/9/12,1576
Argentina,2021/9/13,1600
