Entity,Day,total_boosters
Italy,2022/5/18,40282728
Italy,2022/5/19,40322187
Italy,2022/5/20,40358560
Italy,2022/5/21,40383389
Italy,2022/5/22,40387844
Italy,2022/5/23,40415446
Italy,2022/5/24,40448977
Italy,2022/5/25,40485295
Italy,2022/5/26,40521321
Italy,2022/5/27,40554494
Italy,2022/5/28,40576227
Italy,2022/5/29,40580170
Italy,2022/5/30,40604330
Italy,2022/5/31,40632921
Italy,2022/6/1,40656070
Italy,2022/6/2,40657438
Italy,2022/6/3,40675835
Italy,2022/6/4,40686915
Italy,2022/6/5,40688094
Italy,2022/6/6,40705002
Italy,2022/6/7,40726092
Italy,2022/6/8,40748813
Italy,2022/6/9,40771835
Italy,2022/6/10,40793577
Italy,2022/6/11,40807048
Italy,2022/6/12,40808481
Italy,2022/6/13,40822447
Italy,2022/6/14,40841837
Italy,2022/6/15,40861941
Italy,2022/6/16,40880884
Italy,2022/6/17,40899227
Italy,2022/6/18,40911844
Italy,2022/6/19,40912850
Italy,2022/6/20,40927259
Italy,2022/6/21,40945624
Italy,2022/6/22,40965005
Italy,2022/6/23,40984364
Italy,2022/6/24,41003748
Italy,2022/6/25,41018508
Italy,2022/6/26,41019598
Italy,2022/6/27,41035647
Italy,2022/6/28,41055385
Italy,2022/6/29,41075559
Italy,2022/6/30,41097607
Italy,2022/7/1,41114492
Italy,2022/7/2,41125503
Italy,2022/7/3,41126513
Italy,2022/7/4,41142355
Italy,2022/7/5,41163657
Italy,2022/7/6,41186293
Italy,2022/7/7,41211587
Italy,2022/7/8,41237667
Italy,2022/7/9,41255265
Italy,2022/7/10,41256896
Italy,2022/7/11,41282051
Italy,2022/7/12,41317827
Italy,2022/7/13,41366323
Italy,2022/7/14,41425561
Italy,2022/7/15,41494762
Italy,2022/7/16,41538044
Italy,2022/7/17,41543708
Italy,2022/7/18,41611023
Italy,2022/7/19,41688566
Italy,2022/7/20,41770375
Italy,2022/7/21,41856521
Italy,2022/7/22,41936473
Italy,2022/7/23,41984883
Italy,2022/7/24,41992051
Italy,2022/7/25,42055257
Italy,2022/7/26,42123808
Italy,2022/7/27,42197483
Italy,2022/7/28,42275747
Italy,2022/7/29,42344077
Italy,2022/7/30,42386573
Italy,2022/7/31,42392782
Italy,2022/8/1,42440929
Italy,2022/8/2,42494631
Italy,2022/8/3,42547007
Italy,2022/8/4,42601824
Italy,2022/8/5,42648866
Italy,2022/8/6,42673150
Italy,2022/8/7,42677446
Italy,2022/8/8,42708519
Italy,2022/8/9,42744014
Italy,2022/8/10,42776849
Italy,2022/8/11,42808546
Italy,2022/8/12,42832402
Italy,2022/8/13,42841370
Italy,2022/8/14,42842164
Italy,2022/8/15,42842358
Italy,2022/8/16,42859526
Italy,2022/8/17,42879780
Italy,2022/8/18,42904332
Italy,2022/8/19,42923608
Italy,2022/8/20,42932511
Italy,2022/8/21,42933373
Italy,2022/8/22,42949146
Italy,2022/8/23,42969393
Italy,2022/8/24,42988343
Italy,2022/8/25,43009905
Italy,2022/8/26,43029692
Italy,2022/8/27,43038916
Italy,2022/8/28,43040056
Italy,2022/8/29,43057507
Italy,2022/8/30,43078628
Italy,2022/8/31,43099237
Italy,2022/9/1,43118190
Italy,2022/9/2,43134065
Italy,2022/9/3,43142274
Italy,2022/9/4,43142876
Italy,2022/9/5,43156894
Italy,2022/9/6,43172637
Italy,2022/9/7,43187911
Italy,2022/9/8,43203511
Italy,2022/9/9,43217445
Italy,2022/9/10,43223355
Italy,2022/9/11,43223762
Italy,2022/9/12,43234661
Italy,2022/9/13,43248303
Italy,2022/9/14,43264033
Italy,2022/9/15,43281066
Italy,2022/9/16,43297881
Italy,2022/9/17,43305943
Italy,2022/9/18,43306961
Italy,2022/9/19,43320529
Italy,2022/9/20,43337515
Italy,2022/9/21,43355249
Italy,2022/9/22,43374837
Italy,2022/9/23,43393855
Italy,2022/9/24,43403963
Italy,2022/9/25,43405073
Italy,2022/9/26,43422533
Italy,2022/9/27,43444523
Italy,2022/9/28,43468929
Italy,2022/9/29,43495261
Italy,2022/9/30,43520760
Italy,2022/10/1,43532841
Italy,2022/10/2,43534601
Italy,2022/10/3,43555689
Italy,2022/10/4,43583264
Italy,2022/10/5,43616708
Italy,2022/10/6,43656975
Italy,2022/10/7,43700241
Italy,2022/10/8,43721540
Italy,2022/10/9,43724690
Italy,2022/10/10,43760702
Italy,2022/10/11,43807473
Italy,2022/10/12,43856358
Italy,2022/10/13,43911197
Italy,2022/10/14,43964731
Italy,2022/10/15,43990237
Italy,2022/10/16,43994017
Italy,2022/10/17,44033775
Italy,2022/10/18,44086971
Italy,2022/10/19,44142902
Italy,2022/10/20,44204637
Italy,2022/10/21,44260036
Italy,2022/10/22,44287272
Italy,2022/10/23,44291495
Italy,2022/10/24,44334172
Italy,2022/10/25,44388289
Italy,2022/10/26,44447791
Italy,2022/10/27,44509869
Italy,2022/10/28,44566294
Italy,2022/10/29,44592979
Italy,2022/10/30,44597185
Italy,2022/10/31,44627863
Italy,2022/11/1,44631501
Italy,2022/11/2,44673025
Italy,2022/11/3,44727116
Italy,2022/11/4,44778256
Italy,2022/11/5,44804770
Italy,2022/11/6,44808536
Italy,2022/11/7,44845586
Italy,2022/11/8,44893549
Italy,2022/11/9,44942508
Italy,2022/11/10,44995364
Italy,2022/11/11,45043909
Italy,2022/11/12,45069155
Italy,2022/11/13,45073224
Italy,2022/11/14,45107531
Italy,2022/11/15,45151744
Italy,2022/11/16,45199091
Italy,2022/11/17,45246719
Italy,2022/11/18,45293570
Italy,2022/11/19,45316091
Italy,2022/11/20,45319659
Italy,2022/11/21,45352213
Italy,2022/11/22,45390696
Italy,2022/11/23,45434501
Italy,2022/11/24,45479643
Italy,2022/11/25,45523747
Italy,2022/11/26,45547663
Italy,2022/11/27,45552168
Italy,2022/11/28,45586830
Italy,2022/11/29,45629814
Italy,2022/11/30,45677419
Italy,2022/12/1,45722356
Italy,2022/12/2,45767157
Italy,2022/12/3,45790216
Italy,2022/12/4,45793529
Italy,2022/12/5,45830628
Italy,2022/12/6,45877085
Italy,2022/12/7,45916837
Italy,2022/12/8,45918712
Italy,2022/12/9,45953942
Italy,2022/12/10,45972050
Italy,2022/12/11,45975067
Italy,2022/12/12,46008419
Italy,2022/12/13,46049148
Italy,2022/12/14,46093138
Italy,2022/12/15,46137172
Italy,2022/12/16,46178881
Italy,2022/12/17,46198541
Italy,2022/12/18,46202002
Italy,2022/12/19,46230549
Italy,2022/12/20,46263193
Italy,2022/12/21,46293238
Italy,2022/12/22,46316449
Italy,2022/12/23,46329638
Italy,2022/12/24,46331290
Italy,2022/12/25,46331319
Italy,2022/12/26,46332048
Italy,2022/12/27,46348004
Italy,2022/12/28,46367988
Italy,2022/12/29,46389592
Italy,2022/12/30,46408518
Italy,2022/12/31,46411916
Italy,2023/1/1,46411963
Italy,2023/1/2,46424403
Italy,2023/1/3,46446078
Italy,2023/1/4,46470025
Italy,2023/1/5,46489541
Italy,2023/1/6,46490183
Italy,2023/1/7,46497782
Italy,2023/1/8,46499094
Italy,2023/1/9,46516815
Italy,2023/1/10,46540252
Italy,2023/1/11,46563806
Italy,2023/1/12,46588388
Italy,2023/1/13,46611388
Italy,2023/1/14,46623063
Italy,2023/1/15,46624100
Italy,2023/1/16,46638716
Italy,2023/1/17,46655941
Italy,2023/1/18,46674528
Italy,2023/1/19,46693808
Italy,2023/1/20,46711569
Italy,2023/1/21,46719327
Italy,2023/1/22,46719928
Italy,2023/1/23,46729965
Italy,2023/1/24,46744485
Italy,2023/1/25,46758799
Italy,2023/1/26,46772958
Italy,2023/1/27,46785414
Italy,2023/1/28,46790348
Italy,2023/1/29,46790790
Italy,2023/1/30,46797625
Italy,2023/1/31,46807411
Italy,2023/2/1,46815572
Italy,2023/2/2,46823767
Italy,2023/2/3,46832531
Italy,2023/2/4,46836345
Italy,2023/2/5,46836546
Italy,2023/2/6,46842215
Italy,2023/2/7,46849875
Italy,2023/2/8,46857623
Italy,2023/2/9,46864812
Italy,2023/2/10,46871169
Italy,2023/2/11,46873965
Italy,2023/2/12,46874148
Italy,2023/2/13,46878445
Italy,2023/2/14,46883832
Italy,2023/2/15,46889669
Italy,2023/2/16,46895468
Italy,2023/2/17,46899975
Italy,2023/2/18,46902023
Italy,2023/2/19,46902151
Italy,2023/2/20,46905553
Italy,2023/2/21,46909842
Italy,2023/2/22,46914751
Italy,2023/2/23,46919424
Italy,2023/2/24,46923558
Italy,2023/2/25,46925198
Italy,2023/2/26,46925326
Italy,2023/2/27,46928557
Italy,2023/2/28,46932426
Italy,2023/3/1,46935563
Italy,2023/3/2,46938473
Italy,2023/3/3,46940988
Italy,2023/3/4,46941856
Italy,2023/3/5,46941955
Italy,2023/3/6,46943774
Italy,2023/3/7,46946323
Italy,2023/3/8,46949052
Italy,2023/3/9,46951604
Italy,2023/3/10,46953975
Italy,2023/3/11,46954825
Italy,2023/3/12,46954878
Italy,2023/3/13,46956940
Italy,2023/3/14,46959279
Italy,2023/3/15,46961964
Italy,2023/3/16,46964702
Italy,2023/3/17,46966718
Italy,2023/3/18,46967553
Italy,2023/3/19,46967608
Italy,2023/3/20,46969288
Italy,2023/3/21,46971123
Italy,2023/3/22,46973294
Italy,2023/3/23,46974954
Italy,2023/3/24,46976608
Italy,2023/3/25,46977291
Italy,2023/3/26,46977372
Italy,2023/3/27,46978567
Jamaica,2021/12/25,3830
Jamaica,2021/12/26,3830
Jamaica,2021/12/28,3834
Jamaica,2021/12/30,4834
Jamaica,2022/1/1,4834
Jamaica,2022/1/4,5591
Jamaica,2022/1/5,6366
Jamaica,2022/1/7,9119
Jamaica,2022/1/8,10138
Jamaica,2022/1/10,10413
Jamaica,2022/1/11,10963
Jamaica,2022/1/12,12374
Jamaica,2022/1/14,13362
Jamaica,2022/1/15,14130
Jamaica,2022/1/16,14435
Jamaica,2022/1/17,14652
Jamaica,2022/1/18,15619
Jamaica,2022/1/19,15838
Jamaica,2022/1/20,16582
Jamaica,2022/1/21,17513
Jamaica,2022/1/23,17736
Jamaica,2022/1/25,18784
Jamaica,2022/1/27,19428
Jamaica,2022/1/28,20072
Jamaica,2022/1/30,20473
Jamaica,2022/1/31,20540
Jamaica,2022/2/1,21186
Jamaica,2022/2/2,21470
Jamaica,2022/2/3,22209
Jamaica,2022/2/4,22512
Jamaica,2022/2/5,22846
Jamaica,2022/2/6,22969
Jamaica,2022/2/8,23248
Jamaica,2022/2/9,23528
Jamaica,2022/2/10,23831
Jamaica,2022/2/11,24072
Jamaica,2022/2/12,24305
Jamaica,2022/2/13,24492
Jamaica,2022/2/14,24593
Jamaica,2022/2/15,24760
Jamaica,2022/2/16,24946
Jamaica,2022/2/17,25266
Jamaica,2022/2/18,25813
Jamaica,2022/2/20,26146
Jamaica,2022/2/21,26272
Jamaica,2022/2/22,26679
Jamaica,2022/2/23,26934
Jamaica,2022/2/24,27280
Jamaica,2022/2/25,27586
Jamaica,2022/2/26,27825
Jamaica,2022/2/27,28036
Jamaica,2022/2/28,28301
Jamaica,2022/3/2,28845
Jamaica,2022/3/3,28880
Jamaica,2022/3/4,29206
Jamaica,2022/3/5,29550
Jamaica,2022/3/6,29697
Jamaica,2022/3/7,29774
Jamaica,2022/3/8,29983
Jamaica,2022/3/9,30208
Jamaica,2022/3/10,30580
Jamaica,2022/3/12,30750
Jamaica,2022/3/13,30822
Jamaica,2022/3/14,30923
Jamaica,2022/3/15,31065
Jamaica,2022/3/16,31275
Jamaica,2022/3/17,31432
Jamaica,2022/3/18,31594
Jamaica,2022/3/21,31903
Jamaica,2022/3/22,32014
Jamaica,2022/3/23,32172
Jamaica,2022/3/24,32297
Jamaica,2022/3/25,32423
Jamaica,2022/3/26,32677
Jamaica,2022/3/28,32774
Jamaica,2022/3/29,32934
Jamaica,2022/3/30,33102
Jamaica,2022/3/31,33290
Jamaica,2022/4/3,33468
Jamaica,2022/4/4,33710
Jamaica,2022/4/5,33838
Jamaica,2022/4/6,34027
Jamaica,2022/4/7,34130
Jamaica,2022/4/10,34271
Jamaica,2022/4/11,34788
Jamaica,2022/4/12,34892
Jamaica,2022/4/13,35011
Jamaica,2022/4/14,35179
Jamaica,2022/4/17,35322
Jamaica,2022/4/18,35379
Jamaica,2022/4/19,35380
Jamaica,2022/4/20,35505
Jamaica,2022/4/21,35644
Jamaica,2022/4/22,35821
Jamaica,2022/4/25,36082
Jamaica,2022/4/26,36274
Jamaica,2022/4/27,36430
Jamaica,2022/4/28,36614
Jamaica,2022/4/29,36746
Jamaica,2022/5/2,37195
Jamaica,2022/5/3,37319
Jamaica,2022/5/5,37608
Jamaica,2022/5/6,37776
Jamaica,2022/5/8,37839
Jamaica,2022/5/9,37931
Jamaica,2022/5/11,38195
Jamaica,2022/5/13,38438
Jamaica,2022/5/16,38673
Jamaica,2022/5/17,38838
Jamaica,2022/5/18,38989
Jamaica,2022/5/19,39131
Jamaica,2022/5/20,39390
Jamaica,2022/5/22,39687
Jamaica,2022/5/24,39771
Jamaica,2022/5/25,39906
Jamaica,2022/5/26,40017
Jamaica,2022/5/29,40400
Jamaica,2022/5/30,40526
Jamaica,2022/6/1,40813
Jamaica,2022/6/3,40906
Jamaica,2022/6/6,41052
Jamaica,2022/6/7,41109
Jamaica,2022/6/8,41194
Jamaica,2022/6/10,41328
Jamaica,2022/6/13,41461
Jamaica,2022/6/14,41535
Jamaica,2022/6/15,41627
Jamaica,2022/6/16,41688
Jamaica,2022/6/17,41747
Jamaica,2022/6/20,41815
Jamaica,2022/6/21,41872
Jamaica,2022/6/22,41924
Jamaica,2022/6/23,41952
Jamaica,2022/6/24,42016
Jamaica,2022/6/25,42061
Jamaica,2022/6/27,42094
Jamaica,2022/6/28,42124
Jamaica,2022/6/29,42162
Jamaica,2022/6/30,42219
Jamaica,2022/7/1,42266
Jamaica,2022/7/4,42347
Jamaica,2022/7/5,42390
Jamaica,2022/7/6,42439
Jamaica,2022/7/7,42494
Jamaica,2022/7/8,42543
Jamaica,2022/7/11,42664
Jamaica,2022/7/14,42686
Jamaica,2022/7/15,42752
Jamaica,2022/7/16,42813
Jamaica,2022/7/17,42826
Jamaica,2022/7/18,42837
Jamaica,2022/7/19,42887
Jamaica,2022/7/20,42956
Jamaica,2022/7/22,43058
Jamaica,2022/7/25,43154
Jamaica,2022/7/26,43180
Jamaica,2022/8/1,43282
Jamaica,2022/8/4,43389
Jamaica,2022/8/5,43427
Jamaica,2022/8/8,43488
Jamaica,2022/8/9,43505
Jamaica,2022/8/10,43534
Jamaica,2022/8/11,43555
Jamaica,2022/8/17,43677
Jamaica,2022/8/19,43726
Jamaica,2022/8/20,43750
Jamaica,2022/8/21,43786
Jamaica,2022/8/25,43926
Jamaica,2022/8/29,44061
Jamaica,2022/8/30,44110
Jamaica,2022/8/31,44146
Jamaica,2022/9/1,44165
Jamaica,2022/9/2,44177
Jamaica,2022/9/6,44234
Jamaica,2022/9/8,44279
Jamaica,2022/9/10,44320
Jamaica,2022/9/11,44326
Jamaica,2022/9/12,44329
Jamaica,2022/9/13,44401
Jamaica,2022/9/15,44458
Jamaica,2022/9/17,44527
Jamaica,2022/9/19,44542
Jamaica,2022/9/20,44564
Jamaica,2022/9/21,44584
Jamaica,2022/9/22,44595
Jamaica,2022/9/23,44604
Jamaica,2022/9/24,44615
Jamaica,2022/9/26,44617
Jamaica,2022/9/28,44654
Jamaica,2022/9/29,44668
Jamaica,2022/9/30,44703
Jamaica,2022/10/3,44719
Jamaica,2022/10/10,44819
Jamaica,2022/11/4,44924
Jamaica,2022/12/5,45360
Jamaica,2022/12/15,45429
Jamaica,2022/12/20,45485
Jamaica,2022/12/28,45503
Jamaica,2023/1/4,45533
Jamaica,2023/1/11,45598
Jamaica,2023/1/17,45664
Jamaica,2023/1/24,45736
Jamaica,2023/2/1,45781
Jamaica,2023/2/23,45908
Jamaica,2023/2/28,45939
Jamaica,2023/3/9,45948
Jamaica,2023/3/15,45950
Jamaica,2023/3/22,45957
Japan,2021/12/1,4939
Japan,2021/12/2,8839
Japan,2021/12/3,18961
Japan,2021/12/4,21554
Japan,2021/12/5,22374
Japan,2021/12/6,32708
Japan,2021/12/7,45015
Japan,2021/12/8,58976
Japan,2021/12/9,75302
Japan,2021/12/10,118291
Japan,2021/12/11,125339
Japan,2021/12/12,126114
Japan,2021/12/13,160264
Japan,2021/12/14,198793
Japan,2021/12/15,246626
Japan,2021/12/16,299475
Japan,2021/12/17,395791
Japan,2021/12/18,419008
Japan,2021/12/19,421618
Japan,2021/12/20,478840
Japan,2021/12/21,543355
Japan,2021/12/22,615041
Japan,2021/12/23,689707
Japan,2021/12/24,806521
Japan,2021/12/25,850767
Japan,2021/12/26,857991
Japan,2021/12/27,915712
Japan,2021/12/28,988180
Japan,2021/12/29,1031568
Japan,2021/12/30,1042543
Japan,2021/12/31,1043407
Japan,2022/1/1,1043709
Japan,2022/1/2,1044321
Japan,2022/1/3,1045139
Japan,2022/1/4,1056717
Japan,2022/1/5,1086735
Japan,2022/1/6,1128636
Japan,2022/1/7,1236744
Japan,2022/1/8,1357550
Japan,2022/1/9,1374019
Japan,2022/1/10,1379531
Japan,2022/1/11,1473213
Japan,2022/1/12,1601708
Japan,2022/1/13,1732687
Japan,2022/1/14,1971053
Japan,2022/1/15,2152152
Japan,2022/1/16,2187304
Japan,2022/1/17,2349331
Japan,2022/1/18,2562690
Japan,2022/1/19,2801816
Japan,2022/1/20,3041292
Japan,2022/1/21,3419200
Japan,2022/1/22,3705824
Japan,2022/1/23,3793060
Japan,2022/1/24,4060564
Japan,2022/1/25,4374933
Japan,2022/1/26,4707968
Japan,2022/1/27,5032671
Japan,2022/1/28,5482666
Japan,2022/1/29,5851383
Japan,2022/1/30,6021175
Japan,2022/1/31,6363807
Japan,2022/2/1,7013366
Japan,2022/2/2,7648031
Japan,2022/2/3,8288119
Japan,2022/2/4,9076673
Japan,2022/2/5,9810007
Japan,2022/2/6,10302552
Japan,2022/2/7,11093781
Japan,2022/2/8,11983302
Japan,2022/2/9,12859577
Japan,2022/2/10,13760147
Japan,2022/2/11,14146331
Japan,2022/2/12,15043951
Japan,2022/2/13,15663876
Japan,2022/2/14,16545193
Japan,2022/2/15,17526161
Japan,2022/2/16,18473427
Japan,2022/2/17,19412333
Japan,2022/2/18,20503528
Japan,2022/2/19,21560127
Japan,2022/2/20,22299020
Japan,2022/2/21,23231350
Japan,2022/2/22,24286864
Japan,2022/2/23,24723508
Japan,2022/2/24,25681955
Japan,2022/2/25,26815526
Japan,2022/2/26,27967467
Japan,2022/2/27,28773477
Japan,2022/2/28,29681989
Japan,2022/3/1,30658055
Japan,2022/3/2,31602166
Japan,2022/3/3,32545007
Japan,2022/3/4,33715286
Japan,2022/3/5,34895662
Japan,2022/3/6,35682717
Japan,2022/3/7,36564821
Japan,2022/3/8,37482280
Japan,2022/3/9,38354685
Japan,2022/3/10,39213502
Japan,2022/3/11,40331277
Japan,2022/3/12,41458605
Japan,2022/3/13,42160112
Japan,2022/3/14,42953101
Japan,2022/3/15,43784481
Japan,2022/3/16,44582591
Japan,2022/3/17,45354639
Japan,2022/3/18,46420491
Japan,2022/3/19,47526234
Japan,2022/3/20,48182465
Japan,2022/3/21,48382256
Japan,2022/3/22,49114944
Japan,2022/3/23,49806191
Japan,2022/3/24,50485285
Japan,2022/3/25,51458590
Japan,2022/3/26,52434877
Japan,2022/3/27,52964284
Japan,2022/3/28,53595134
Japan,2022/3/29,54214410
Japan,2022/3/30,54766792
Japan,2022/3/31,55232082
Japan,2022/4/1,55822673
Japan,2022/4/2,56475672
Japan,2022/4/3,56779671
Japan,2022/4/4,57195655
Japan,2022/4/5,57622683
Japan,2022/4/6,58021113
Japan,2022/4/7,58423414
Japan,2022/4/8,59132605
Japan,2022/4/9,59882598
Japan,2022/4/10,60227564
Japan,2022/4/11,60625200
Japan,2022/4/12,61023413
Japan,2022/4/13,61400179
Japan,2022/4/14,61776956
Japan,2022/4/15,62492737
Japan,2022/4/16,63248590
Japan,2022/4/17,63583302
Japan,2022/4/18,63935138
Japan,2022/4/19,64289715
Japan,2022/4/20,64632937
Japan,2022/4/21,64986097
Japan,2022/4/22,65680264
Japan,2022/4/23,66449034
Japan,2022/4/24,66775573
Japan,2022/4/25,67114664
Japan,2022/4/26,67448739
Japan,2022/4/27,67776218
Japan,2022/4/28,68232436
Japan,2022/4/29,68490114
Japan,2022/4/30,69014172
Japan,2022/5/1,69172992
Japan,2022/5/2,69410940
Japan,2022/5/3,69486214
Japan,2022/5/4,69536753
Japan,2022/5/5,69569359
Japan,2022/5/6,69892456
Japan,2022/5/7,70272304
Japan,2022/5/8,70396041
Japan,2022/5/9,70599643
Japan,2022/5/10,70811560
Japan,2022/5/11,71014276
Japan,2022/5/12,71216043
Japan,2022/5/13,71670447
Japan,2022/5/14,72177586
Japan,2022/5/15,72350864
Japan,2022/5/16,72534010
Japan,2022/5/17,72712631
Japan,2022/5/18,72884042
Japan,2022/5/19,73054186
Japan,2022/5/20,73442754
Japan,2022/5/21,73875518
Japan,2022/5/22,74001971
Japan,2022/5/23,74143544
Japan,2022/5/24,74280562
Japan,2022/5/25,74412889
Japan,2022/5/26,74551348
Japan,2022/5/27,74880073
Japan,2022/5/28,75260287
Japan,2022/5/29,75376825
Japan,2022/5/30,75489537
Japan,2022/5/31,75597407
Japan,2022/6/1,75673604
Japan,2022/6/2,75750747
Japan,2022/6/3,75964879
Japan,2022/6/4,76209609
Japan,2022/6/5,76268507
Japan,2022/6/6,76346853
Japan,2022/6/7,76423471
Japan,2022/6/8,76495712
Japan,2022/6/9,76566723
Japan,2022/6/10,76764540
Japan,2022/6/11,76992124
Japan,2022/6/12,77047027
Japan,2022/6/13,77117761
Japan,2022/6/14,77188248
Japan,2022/6/15,77256093
Japan,2022/6/16,77323514
Japan,2022/6/17,77512973
Japan,2022/6/18,77717564
Japan,2022/6/19,77768586
Japan,2022/6/20,77847188
Japan,2022/6/21,77931229
Japan,2022/6/22,78017215
Japan,2022/6/23,78102999
Japan,2022/6/24,78313820
Japan,2022/6/25,78545707
Japan,2022/6/26,78606153
Japan,2022/6/27,78724777
Japan,2022/6/28,78855146
Japan,2022/6/29,78980782
Japan,2022/6/30,79102749
Japan,2022/7/1,79374662
Japan,2022/7/2,79632199
Japan,2022/7/3,79716445
Japan,2022/7/4,79973829
Japan,2022/7/5,80246883
Japan,2022/7/6,80511494
Japan,2022/7/7,80795924
Japan,2022/7/8,81267413
Japan,2022/7/9,81704475
Japan,2022/7/10,81861893
Japan,2022/7/11,82263810
Japan,2022/7/12,82707310
Japan,2022/7/13,83133029
Japan,2022/7/14,83564152
Japan,2022/7/15,84212473
Japan,2022/7/16,84868502
Japan,2022/7/17,85174519
Japan,2022/7/18,85276688
Japan,2022/7/19,85849577
Japan,2022/7/20,86435586
Japan,2022/7/21,86999813
Japan,2022/7/22,87801084
Japan,2022/7/23,88610377
Japan,2022/7/24,89045445
Japan,2022/7/25,89660265
Japan,2022/7/26,90334622
Japan,2022/7/27,90977498
Japan,2022/7/28,91617175
Japan,2022/7/29,92484132
Japan,2022/7/30,93355321
Japan,2022/7/31,93799027
Japan,2022/8/1,94371860
Japan,2022/8/2,95019008
Japan,2022/8/3,95652838
Japan,2022/8/4,96272193
Japan,2022/8/5,97159692
Japan,2022/8/6,98032001
Japan,2022/8/7,98448825
Japan,2022/8/8,99074330
Japan,2022/8/9,99750329
Japan,2022/8/10,100442578
Japan,2022/8/11,100649042
Japan,2022/8/12,101222941
Japan,2022/8/13,101529550
Japan,2022/8/14,101670421
Japan,2022/8/15,101875132
Japan,2022/8/16,102268721
Japan,2022/8/17,102783953
Japan,2022/8/18,103334670
Japan,2022/8/19,104150228
Japan,2022/8/20,104931419
Japan,2022/8/21,105310005
Japan,2022/8/22,105850811
Japan,2022/8/23,106439224
Japan,2022/8/24,106992273
Japan,2022/8/25,107519328
Japan,2022/8/26,108306893
Japan,2022/8/27,109022955
Japan,2022/8/28,109344514
Japan,2022/8/29,109820668
Japan,2022/8/30,110340276
Japan,2022/8/31,110797485
Japan,2022/9/1,111143070
Japan,2022/9/2,111699200
Japan,2022/9/3,112180751
Japan,2022/9/4,112347182
Japan,2022/9/5,112665627
Japan,2022/9/6,112998990
Japan,2022/9/7,113316805
Japan,2022/9/8,113598711
Japan,2022/9/9,114063326
Japan,2022/9/10,114478912
Japan,2022/9/11,114601330
Japan,2022/9/12,114860646
Japan,2022/9/13,115136536
Japan,2022/9/14,115382857
Japan,2022/9/15,115600781
Japan,2022/9/16,115973247
Japan,2022/9/17,116290912
Japan,2022/9/18,116364122
Japan,2022/9/19,116381169
Japan,2022/9/20,116576889
Japan,2022/9/21,116767661
Japan,2022/9/22,116966807
Japan,2022/9/23,117032571
Japan,2022/9/24,117263433
Japan,2022/9/25,117348071
Japan,2022/9/26,117515758
Japan,2022/9/27,117695966
Japan,2022/9/28,117872903
Japan,2022/9/29,118037366
Japan,2022/9/30,118320778
Japan,2022/10/1,118511941
Japan,2022/10/2,118576158
Japan,2022/10/3,118692109
Japan,2022/10/4,118819856
Japan,2022/10/5,118941373
Japan,2022/10/6,119060112
Japan,2022/10/7,119310084
Japan,2022/10/8,119613231
Japan,2022/10/9,119728285
Japan,2022/10/10,119760097
Japan,2022/10/11,119934660
Japan,2022/10/12,120106335
Japan,2022/10/13,120271062
Japan,2022/10/14,120606165
Japan,2022/10/15,121005960
Japan,2022/10/16,121163825
Japan,2022/10/17,121372885
Japan,2022/10/18,121593050
Japan,2022/10/19,121806161
Japan,2022/10/20,122011830
Japan,2022/10/21,122418635
Japan,2022/10/22,122932242
Japan,2022/10/23,123135251
Japan,2022/10/24,123365548
Japan,2022/10/25,123615546
Japan,2022/10/26,123866003
Japan,2022/10/27,124119130
Japan,2022/10/28,124601731
Japan,2022/10/29,125191575
Japan,2022/10/30,125449780
Japan,2022/10/31,125734922
Japan,2022/11/1,126085357
Japan,2022/11/2,126509452
Japan,2022/11/3,126706914
Japan,2022/11/4,127312369
Japan,2022/11/5,128023387
Japan,2022/11/6,128375951
Japan,2022/11/7,128815329
Japan,2022/11/8,129307473
Japan,2022/11/9,129804312
Japan,2022/11/10,130309720
Japan,2022/11/11,131096004
Japan,2022/11/12,131985050
Japan,2022/11/13,132467255
Japan,2022/11/14,133025202
Japan,2022/11/15,133646513
Japan,2022/11/16,134273761
Japan,2022/11/17,134888917
Japan,2022/11/18,135804603
Japan,2022/11/19,136773548
Japan,2022/11/20,137319023
Japan,2022/11/21,137958699
Japan,2022/11/22,138769191
Japan,2022/11/23,139104872
Japan,2022/11/24,139794574
Japan,2022/11/25,140790441
Japan,2022/11/26,141821627
Japan,2022/11/27,142397890
Japan,2022/11/28,143086287
Japan,2022/11/29,143851190
Japan,2022/11/30,144587120
Japan,2022/12/1,145288664
Japan,2022/12/2,146302542
Japan,2022/12/3,147322373
Japan,2022/12/4,147859557
Japan,2022/12/5,148562399
Japan,2022/12/6,149348815
Japan,2022/12/7,150114080
Japan,2022/12/8,150851880
Japan,2022/12/9,151941140
Japan,2022/12/10,152996036
Japan,2022/12/11,153537817
Japan,2022/12/12,154254621
Japan,2022/12/13,155043938
Japan,2022/12/14,155800934
Japan,2022/12/15,156518064
Japan,2022/12/16,157582076
Japan,2022/12/17,158604506
Japan,2022/12/18,159121314
Japan,2022/12/19,159779850
Japan,2022/12/20,160504684
Japan,2022/12/21,161186123
Japan,2022/12/22,161826486
Japan,2022/12/23,162687176
Japan,2022/12/24,163435450
Japan,2022/12/25,163771212
Japan,2022/12/26,164309522
Japan,2022/12/27,164833613
Japan,2022/12/28,165208303
Japan,2022/12/29,165359413
Japan,2022/12/30,165397097
Japan,2022/12/31,165401386
Japan,2023/1/1,165401910
Japan,2023/1/2,165404879
