Entity,Year,fish-discards
Libya,1982,2166.496517
Libya,1983,1916.626781
Libya,1984,2215.046336
Libya,1985,2859.04832
Libya,1986,3161.417775
Libya,1987,3073.859149
Libya,1988,2982.852431
Libya,1989,2688.7235
Libya,1990,2849.637176
Libya,1991,2699.570623
Libya,1992,3003.47427
Libya,1993,3277.086135
Libya,1994,4096.893628
Libya,1995,4173.741158
Libya,1996,4369.206106
Libya,1997,5036.807914
Libya,1998,5199.989199
Libya,1999,5796.129314
Libya,2000,6272.729263
Libya,2001,6111.659105
Libya,2002,4589.035087
Libya,2003,6597.156652
Libya,2004,6398.764761
Libya,2005,6102.751273
Libya,2006,5644.413591
Libya,2007,5558.553347
Libya,2008,6575.413151
Libya,2009,6832.53313
Libya,2010,6708.954751
Libya,2011,5275.481081
Libya,2012,7109.19077
Libya,2013,5996.762192
Libya,2014,4621.762192
Libya,2015,4484.148686
Libya,2016,4989.497562
Libya,2017,5407.568314
Libya,2018,17225.39923
Lithuania,1950,267
Lithuania,1951,241.8
Lithuania,1952,289
Lithuania,1953,207
Lithuania,1954,246.4
Lithuania,1955,245.2
Lithuania,1956,7596.237978
Lithuania,1957,30273.70195
Lithuania,1958,51252.73691
Lithuania,1959,76117.2386
Lithuania,1960,109803.4295
Lithuania,1961,116788.5924
Lithuania,1962,83560.37732
Lithuania,1963,149709.1214
Lithuania,1964,140615.6863
Lithuania,1965,148115.3755
Lithuania,1966,125108.6151
Lithuania,1967,146027.3876
Lithuania,1968,160180.3839
Lithuania,1969,168967.887
Lithuania,1970,136051.8109
Lithuania,1971,168918.5851
Lithuania,1972,170597.5113
Lithuania,1973,170273.581
Lithuania,1974,121136.8645
Lithuania,1975,102678.3907
Lithuania,1976,68720.87051
Lithuania,1977,40580.34421
Lithuania,1978,21218.20155
Lithuania,1979,17453.82901
Lithuania,1980,18000.33573
Lithuania,1981,27812.50513
Lithuania,1982,21157.53073
Lithuania,1983,23046.79248
Lithuania,1984,28691.46189
Lithuania,1985,62175.97109
Lithuania,1986,76649.87977
Lithuania,1987,72427.71631
Lithuania,1988,45204.84416
Lithuania,1989,55187.44243
Lithuania,1990,67683.59848
Lithuania,1991,67658.25581
Lithuania,1992,40836.90522
Lithuania,1993,32367.35647
Lithuania,1994,30025.46944
Lithuania,1995,26842.67102
Lithuania,1996,26634.30855
Lithuania,1997,22547.36754
Lithuania,1998,19813.25337
Lithuania,1999,16189.33148
Lithuania,2000,13923.78354
Lithuania,2001,18511.50001
Lithuania,2002,21972.61776
Lithuania,2003,17751.4194
Lithuania,2004,21500.85549
Lithuania,2005,18122.64307
Lithuania,2006,17032.55209
Lithuania,2007,15993.01552
Lithuania,2008,17908.56618
Lithuania,2009,16305.41012
Lithuania,2010,18198.98853
Lithuania,2011,4111.90167
Lithuania,2012,8733.78712
Lithuania,2013,1440.700528
Lithuania,2014,1227.045355
Lithuania,2015,1586.032158
Lithuania,2016,4599.974033
Lithuania,2017,3123.77848
Lithuania,2018,2890.970936
Madagascar,1967,2715.84
Madagascar,1968,4243.5
Madagascar,1969,5431.68
Madagascar,1970,10184.4
Madagascar,1971,13579.2
Madagascar,1972,16295.04
Madagascar,1973,16295.04
Madagascar,1974,15276.6
Madagascar,1975,15616.08
Madagascar,1976,15276.6
Madagascar,1977,17313.48
Madagascar,1978,16974
Madagascar,1979,14597.64
Madagascar,1980,16634.52
Madagascar,1981,16974
Madagascar,1982,17822.7
Madagascar,1983,18331.92
Madagascar,1984,19689.84
Madagascar,1985,21047.76
Madagascar,1986,23763.6
Madagascar,1987,27158.4
Madagascar,1988,23763.6
Madagascar,1989,23763.6
Madagascar,1990,19010.88
Madagascar,1991,21726.72
Madagascar,1992,19282.464
Madagascar,1993,23356.224
Madagascar,1994,23084.64
Madagascar,1995,20640.384
Madagascar,1996,20911.968
Madagascar,1997,23899.392
Madagascar,1998,25528.896
Madagascar,1999,20368.8
Madagascar,2000,22290.13009
Madagascar,2001,18962.9547
Madagascar,2002,12703.75696
Madagascar,2003,12273.5189
Madagascar,2004,11275.75148
Madagascar,2005,5896.451429
Madagascar,2006,6212.397505
Madagascar,2007,5435.404154
Madagascar,2008,4383.709451
Madagascar,2009,4806.020879
Madagascar,2010,4266.727287
Madagascar,2011,2813.99353
Madagascar,2012,6505.441772
Madagascar,2013,8822.555113
Madagascar,2014,6772.846042
Madagascar,2015,6906.5478
Madagascar,2016,9531.194335
Madagascar,2017,11425.60925
Madagascar,2018,10135.39848
Madeira,1950,11.5196319
Madeira,1951,15.32126789
Madeira,1952,25.81063395
Madeira,1953,30.500818
Madeira,1954,23.26196319
Madeira,1955,37.50122699
Madeira,1956,26.43599182
Madeira,1957,19.74151329
Madeira,1958,15.62269939
Madeira,1959,22.62760736
Madeira,1960,25.78364008
Madeira,1961,27.47300614
Madeira,1962,24.18425358
Madeira,1963,28.08711656
Madeira,1964,25.73190184
Madeira,1965,28.88568507
Madeira,1966,22.04648445
Madeira,1967,29.41881391
Madeira,1968,21.97300614
Madeira,1969,19.74601227
Madeira,1970,21.43762781
Madeira,1971,24.13701431
Madeira,1972,24.78936605
Madeira,1973,28.43353783
Madeira,1974,22.58486708
Madeira,1975,25.46421268
Madeira,1976,23.82208589
Madeira,1977,28.81595092
Madeira,1978,21.34764826
Madeira,1979,23.9795501
Madeira,1980,25.93660532
Madeira,1981,26.15480573
Madeira,1982,35.6993865
Madeira,1983,36.44171779
Madeira,1984,24.42944785
Madeira,1985,32.07770961
Madeira,1986,40.08588957
Madeira,1987,51.44580777
Madeira,1988,61.27607362
Madeira,1989,55.7198364
Madeira,1990,64.26789366
Madeira,1991,55.92229039
Madeira,1992,63.3006135
Madeira,1993,78.01226994
Madeira,1994,70.52147239
Madeira,1995,78.0797546
Madeira,1996,73.83047035
Madeira,1997,90.5194274
Madeira,1998,99.65309407
Madeira,1999,99.02766871
Madeira,2000,94.54517996
Madeira,2001,90.15420041
Madeira,2002,87.13243967
Madeira,2003,82.44524744
Madeira,2004,84.30580184
Madeira,2005,71.86368609
Madeira,2006,61.11860941
Madeira,2007,65.73006135
Madeira,2008,69.94112679
Madeira,2009,54.2801636
Madeira,2010,41.84737423
Madeira,2011,43.66953225
Madeira,2012,38.619711
Madeira,2013,39.54656925
Madeira,2014,43.04758725
Madeira,2015,42.7876515
Madeira,2016,43.12228275
Madeira,2017,48.65797575
Madeira,2018,44.94684149
Malaysia,1961,573.2392214
Malaysia,1962,1537.667652
Malaysia,1963,29194.78714
Malaysia,1964,45678.09433
Malaysia,1965,50548.03465
Malaysia,1966,67625.73679
Malaysia,1967,72936.43468
Malaysia,1968,85985.33043
Malaysia,1969,83806.75518
Malaysia,1970,78817.05874
Malaysia,1971,85475.08534
Malaysia,1972,86441.8704
Malaysia,1973,74476.51341
Malaysia,1974,80918.37019
Malaysia,1975,85054.64304
Malaysia,1976,96036.17931
Malaysia,1977,116750.3812
Malaysia,1978,108014.3773
Malaysia,1979,99052.23883
Malaysia,1980,85304.70102
Malaysia,1981,85729.45129
Malaysia,1982,102633.5311
Malaysia,1983,121587.4334
Malaysia,1984,130408.1399
Malaysia,1985,134637.6156
Malaysia,1986,129082.6874
Malaysia,1987,129430.4735
Malaysia,1988,125045.2787
Malaysia,1989,122464.1344
Malaysia,1990,110564.8797
Malaysia,1991,46389.60605
Malaysia,1992,44524.74083
Malaysia,1993,41075.90652
Malaysia,1994,40401.24313
Malaysia,1995,38333.28598
Malaysia,1996,33360.90851
Malaysia,1997,30214.56158
Malaysia,1998,29503.27247
Malaysia,1999,25834.51657
Malaysia,2000,24071.28873
Malaysia,2001,22051.0765
Malaysia,2002,20489.20539
Malaysia,2003,19510.41938
Malaysia,2004,16845.21712
Malaysia,2005,13266.07833
Malaysia,2006,14353.02401
Malaysia,2007,14661.89059
Malaysia,2008,14782.0336
Malaysia,2009,14913.80157
Malaysia,2010,15213.20484
Malaysia,2011,14969.85567
Malaysia,2012,15649.30383
Malaysia,2013,15615.21839
Malaysia,2014,15923.08627
Malaysia,2015,16567.51898
Malaysia,2016,17176.18776
Malaysia,2017,16358.42575
Malaysia,2018,16711.04005
Maldives,2013,289.4770496
Maldives,2014,277.1609057
Maldives,2015,60.24054197
Maldives,2016,206.260546
Maldives,2017,95.9845867
Maldives,2018,53.0665158
Malta,1950,40.88450139
Malta,1951,32.57226974
Malta,1952,44.06444242
Malta,1953,38.30895638
Malta,1954,30.31338949
Malta,1955,32.55953297
Malta,1956,33.41436553
Malta,1957,39.87746179
Malta,1958,51.12061812
Malta,1959,53.02087569
Malta,1960,63.3442941
Malta,1961,73.36644254
Malta,1962,74.22896996
Malta,1963,87.66275102
Malta,1964,77.05906688
Malta,1965,76.03762392
Malta,1966,78.78881472
Malta,1967,94.83307922
Malta,1968,78.49071215
Malta,1969,78.06965244
Malta,1970,112.8773197
Malta,1971,379.2084293
Malta,1972,682.7102167
Malta,1973,1077.672995
Malta,1974,1552.736339
Malta,1975,1746.221414
Malta,1976,2534.27331
Malta,1977,3434.516046
Malta,1978,4951.785516
Malta,1979,4153.73299
Malta,1980,2577.273635
Malta,1981,2602.472256
Malta,1982,2676.522322
Malta,1983,4112.187188
Malta,1984,4296.338541
Malta,1985,2417.046336
Malta,1986,3498.071342
Malta,1987,3905.722414
Malta,1988,3732.092529
Malta,1989,2794.97402
Malta,1990,4364.483746
Malta,1991,8752.518879
Malta,1992,7077.448645
Malta,1993,12539.94161
Malta,1994,9492.824041
Malta,1995,10287.4974
Malta,1996,7628.065899
Malta,1997,14942.62447
Malta,1998,16806.74238
Malta,1999,16110.94617
Malta,2000,27480.92434
Malta,2001,24303.67816
Malta,2002,25426.64893
Malta,2003,16439.20547
Malta,2004,12665.26028
Malta,2005,9355.44996
Malta,2006,10106.05948
Malta,2007,11406.68825
Malta,2008,13326.10224
Malta,2009,16943.67432
Malta,2010,18639.16722
Malta,2011,18659.39161
Malta,2012,18926.81433
Malta,2013,18864.25993
Malta,2014,18861.10286
Malta,2015,18904.03163
Malta,2016,18913.9916
Malta,2017,18896.72798
Malta,2018,642.3724387
Mariana Islands,1950,0.015
Mariana Islands,1951,0.015
Mariana Islands,1952,0.015
Mariana Islands,1953,0.015
Mariana Islands,1954,0.015
Mariana Islands,1955,0.015
Mariana Islands,1956,0.015
Mariana Islands,1957,6
Mariana Islands,1958,6
Mariana Islands,1959,6
Mariana Islands,1960,6
Mariana Islands,1961,8.801334
Mariana Islands,1962,8.60266794
Mariana Islands,1963,8.40400188
Mariana Islands,1964,8.205336
Mariana Islands,1965,8.00667
Mariana Islands,1966,7.808004
Mariana Islands,1967,7.609338
Mariana Islands,1968,7.410672
Mariana Islands,1969,7.212006
Mariana Islands,1970,4.04334
Mariana Islands,1971,3.844674
Mariana Islands,1972,3.6460074
Mariana Islands,1973,3.4473414
Mariana Islands,1974,3.2486754
Mariana Islands,1975,3.0500094
Mariana Islands,1976,2.8513434
Mariana Islands,1977,2.6526774
Mariana Islands,1978,2.4540114
Mariana Islands,1979,2.30528937
Mariana Islands,1980,2.897648006
Marshall Islands,1992,0.00000984
Marshall Islands,1993,9.317025485
Marshall Islands,1994,3.421390122
Marshall Islands,1995,0.905639742
Marshall Islands,2000,247.7977688
Marshall Islands,2001,1704.359536
Marshall Islands,2002,1115.757961
Marshall Islands,2003,1416.138669
Marshall Islands,2004,2216.187345
Marshall Islands,2005,2605.272202
Marshall Islands,2006,1430.549406
Marshall Islands,2007,2381.962078
Marshall Islands,2008,915.017452
Marshall Islands,2009,1574.081328
Marshall Islands,2010,1410.977237
Marshall Islands,2011,2182.799587
Marshall Islands,2012,1773.779415
Marshall Islands,2013,1779.873809
Marshall Islands,2014,1742.948674
Marshall Islands,2015,2024.864737
Marshall Islands,2016,1653.994377
Marshall Islands,2017,2091.485576
Marshall Islands,2018,2092.433675
Mauritania,1950,1679.501333
Mauritania,1951,1676.812553
Mauritania,1952,2395.011879
Mauritania,1953,2410.789389
Mauritania,1954,2432.630901
Mauritania,1955,2076.828135
Mauritania,1956,2089.939215
Mauritania,1957,1742.693894
Mauritania,1958,3829.140395
Mauritania,1959,3745.060172
Mauritania,1960,4447.444334
Mauritania,1961,5806.279343
Mauritania,1962,5738.350077
Mauritania,1963,5721.742813
Mauritania,1964,5526.106559
Mauritania,1965,6298.366286
Mauritania,1966,7803.143503
Mauritania,1967,8931.206164
Mauritania,1968,12297.03502
Mauritania,1969,15395.67382
Mauritania,1970,18174.05765
Mauritania,1971,21747.11301
Mauritania,1972,12764.31052
Mauritania,1973,11107.98897
Mauritania,1974,18090.80871
Mauritania,1975,12339.21792
Mauritania,1976,11630.01706
Mauritania,1977,13556.71571
Mauritania,1978,19189.75507
Mauritania,1979,16176.78158
Mauritania,1980,16741.64809
Mauritania,1981,109026.2966
Mauritania,1982,141296.7578
Mauritania,1983,158966.0958
Mauritania,1984,213978.4328
Mauritania,1985,193558.7462
Mauritania,1986,220257.0131
Mauritania,1987,223389.7225
Mauritania,1988,214993.1393
Mauritania,1989,181070.293
Mauritania,1990,162128.8475
Mauritania,1991,141878.9071
Mauritania,1992,173549.5096
Mauritania,1993,234655.0628
Mauritania,1994,199388.0587
Mauritania,1995,118096.5144
Mauritania,1996,143683.9186
Mauritania,1997,227372.1833
Mauritania,1998,163653.8882
Mauritania,1999,138300.6305
Mauritania,2000,122560.1507
Mauritania,2001,127618.2592
Mauritania,2002,133983.8823
Mauritania,2003,139397.4185
Mauritania,2004,144874.1047
Mauritania,2005,149913.3848
Mauritania,2006,155563.404
Mauritania,2007,213818.8054
Mauritania,2008,186297.9564
Mauritania,2009,169870.4009
Mauritania,2010,169874.3357
Mauritania,2011,23151.00242
Mauritania,2012,31044.57539
Mauritania,2013,34734.87143
Mauritania,2014,27419.73963
Mauritania,2015,29408.66823
Mauritania,2016,62624.59597
Mauritania,2017,84179.22903
Mauritania,2018,79287.72468
Mauritius,1978,3.815251869
Mauritius,1979,1.673941816
Mauritius,1980,41.86840417
Mauritius,1981,70.69328477
Mauritius,1982,102.0696229
Mauritius,1983,116.540183
Mauritius,1984,197.3540898
Mauritius,1985,172.1197066
Mauritius,1986,245.047828
Mauritius,1987,339.6194204
Mauritius,1988,381.3635157
Mauritius,1989,437.0772837
Mauritius,1990,304.4639749
Mauritius,1991,531.7061645
Mauritius,1992,472.5325415
Mauritius,1993,427.2909689
Mauritius,1994,414.1821233
Mauritius,1995,26.28424156
Mauritius,1996,131.5166647
Mauritius,1997,231.9539846
Mauritius,1998,152.4259971
Mauritius,1999,162.621901
Mauritius,2000,32.37317702
Mauritius,2001,8.617774253
Mauritius,2003,227.022356
Mauritius,2004,224.9955491
Mauritius,2005,256.4990509
Mauritius,2006,240.4862235
Mauritius,2007,163.5144699
Mauritius,2008,114.4849994
Mauritius,2009,29.43559219
Mauritius,2010,71.45598219
Mauritius,2013,26.95513994
Mauritius,2014,266.1563612
Mauritius,2015,288.1503663
Mauritius,2016,358.0333059
Mauritius,2017,549.2667325
Mauritius,2018,791.1969449
Mayotte,1989,5.390018779
Mayotte,1990,26.23778809
Mayotte,1991,17.89675582
Mayotte,1992,13.64297001
Mayotte,1997,10.57416985
Mayotte,1998,18.21128989
Mayotte,1999,20.45657154
Mayotte,2000,19.38701329
Mayotte,2001,358.0505217
Mayotte,2002,104.3943715
Mayotte,2003,24.51441448
Mayotte,2004,22.28583135
Mayotte,2005,18.00009455
Mayotte,2006,117.7558327
Mayotte,2007,345.8058215
Mayotte,2008,413.8361444
Mayotte,2009,507.6945004
Mayotte,2010,722.1864936
Mayotte,2011,947.039553
Mayotte,2012,1034.065038
Mayotte,2013,924.2084737
Mayotte,2014,15.0000394
Mayotte,2015,15.0000394
Mayotte,2016,15.0000394
Mayotte,2017,15.0000394
Mayotte,2018,17.88433666
Mexico,1950,17354.14585
Mexico,1951,17815.36689
Mexico,1952,132333.0411
Mexico,1953,194873.1634
Mexico,1954,219969.7632
Mexico,1955,287668.0094
Mexico,1956,322253.6018
Mexico,1957,331402.9877
Mexico,1958,394200.4957
Mexico,1959,479838.628
Mexico,1960,541677.0683
Mexico,1961,598272.7441
Mexico,1962,595677.5912
Mexico,1963,603066.3612
Mexico,1964,446259.2462
Mexico,1965,378693.5596
Mexico,1966,436237.848
Mexico,1967,478131.526
Mexico,1968,388841.1584
Mexico,1969,369563.1976
Mexico,1970,464010.5194
Mexico,1971,481439.8806
Mexico,1972,497352.0881
Mexico,1973,507404.5468
Mexico,1974,465486.4039
Mexico,1975,449615.3708
Mexico,1976,321187.3422
Mexico,1977,299761.4757
Mexico,1978,477579.1744
Mexico,1979,539741.0576
Mexico,1980,569490.5926
Mexico,1981,586338.992
Mexico,1982,589849.5145
Mexico,1983,557649.3969
Mexico,1984,544880.5732
Mexico,1985,519166.1676
Mexico,1986,496810.8848
Mexico,1987,547228.5349
Mexico,1988,472773.2793
Mexico,1989,468387.2226
Mexico,1990,441195.9801
Mexico,1991,471825.5494
Mexico,1992,413489.2551
Mexico,1993,444519.2105
Mexico,1994,464077.6817
Mexico,1995,497163.9314
Mexico,1996,457699.5183
Mexico,1997,400603.1848
Mexico,1998,356721.7805
Mexico,1999,344087.2804
Mexico,2000,347112.5922
Mexico,2001,320382.791
Mexico,2002,318150.3817
Mexico,2003,385749.6087
Mexico,2004,327234.1929
Mexico,2005,343485.8543
Mexico,2006,357252.4237
Mexico,2007,372628.4527
Mexico,2008,342886.4235
Mexico,2009,316075.382
Mexico,2010,335385.6322
Mexico,2011,400448.8756
Mexico,2012,359973.9951
Mexico,2013,272373.2517
Mexico,2014,285893.1326
Mexico,2015,430932.9481
Mexico,2016,463511.36
Mexico,2017,467546.7375
Mexico,2018,406756.2417
Micronesia,1991,387.9714131
Micronesia,1992,498.6867738
Micronesia,1993,526.890251
Micronesia,1994,653.8431736
Micronesia,1995,167.5213188
Micronesia,1996,243.0331859
Micronesia,1997,236.0272415
Micronesia,1998,630.5764415
Micronesia,1999,481.3570492
Micronesia,2000,983.5630897
Micronesia,2001,971.6463161
Micronesia,2002,602.0229177
Micronesia,2003,1256.029282
Micronesia,2004,1314.357969
Micronesia,2005,1195.036367
Micronesia,2006,333.7925073
Micronesia,2007,928.8304798
Micronesia,2008,612.3977276
Micronesia,2009,1110.565205
Micronesia,2010,977.6252512
Micronesia,2011,1195.231952
Micronesia,2012,1458.316574
Micronesia,2013,1163.45403
Micronesia,2014,1778.167372
Micronesia,2015,2348.514539
Micronesia,2016,2764.410444
Micronesia,2017,2917.125719
Micronesia,2018,4236.167791
Montenegro,1950,25.55112932
Montenegro,1951,27.75354037
Montenegro,1952,25.24298346
Montenegro,1953,22.23899435
Montenegro,1954,36.18071007
Montenegro,1955,40.24558087
Montenegro,1956,38.21329337
Montenegro,1957,37.28619134
Montenegro,1958,40.27409521
Montenegro,1959,32.68063952
Montenegro,1960,36.98022269
Montenegro,1961,34.52749887
Montenegro,1962,36.13224292
Montenegro,1963,37.28105565
Montenegro,1964,53.03717435
Montenegro,1965,60.42858437
Montenegro,1966,73.27259157
Montenegro,1967,91.07473569
Montenegro,1968,117.277895
Montenegro,1969,153.801633
Montenegro,1970,220.7376387
Montenegro,1971,221.575758
Montenegro,1972,214.9124296
Montenegro,1973,251.4562612
Montenegro,1974,289.7836426
Montenegro,1975,316.6244189
Montenegro,1976,380.094563
Montenegro,1977,421.9044424
Montenegro,1978,480.5764643
Montenegro,1979,494.0210593
Montenegro,1980,350.7128788
Montenegro,1981,317.591408
Montenegro,1982,369.9519826
Montenegro,1983,303.6139638
Montenegro,1984,233.3811505
Montenegro,1985,116.5707116
Montenegro,1986,168.4060516
Montenegro,1987,165.1966855
Montenegro,1988,119.45368
Montenegro,1989,106.9054033
Montenegro,1990,95.06759601
Montenegro,1991,77.41852019
Montenegro,1992,77.41813442
Montenegro,1993,99.11177791
Montenegro,1994,116.2226902
Montenegro,1995,170.5894234
Montenegro,1996,128.4714342
Montenegro,1997,132.2278952
Montenegro,1998,112.2128159
Montenegro,1999,82.37299777
Montenegro,2000,72.40113967
Montenegro,2001,84.73410526
Montenegro,2002,51.19549896
Montenegro,2003,81.90884053
Montenegro,2004,85.79782535
Montenegro,2005,92.67016555
Montenegro,2006,96.46637363
Montenegro,2007,92.16612798
Montenegro,2008,85.97260656
Montenegro,2009,61.98220514
Montenegro,2010,64.53708026
Montenegro,2011,45.83154281
Montenegro,2012,60.75854344
Montenegro,2013,47.6490318
Montenegro,2014,61.24650095
Montenegro,2015,167.0456152
Montenegro,2016,169.6508846
Montenegro,2017,117.7045742
Montenegro,2018,142.8261739
Morocco,1950,34816.7361
Morocco,1951,33637.62532
Morocco,1952,37166.89711
Morocco,1953,34519.9105
Morocco,1954,32511.2593
Morocco,1955,31301.5241
Morocco,1956,32656.80226
Morocco,1957,35093.10472
Morocco,1958,36218.99928
Morocco,1959,35450.29126
Morocco,1960,35741.95548
Morocco,1961,36095.00362
Morocco,1962,36112.65836
Morocco,1963,36158.64128
Morocco,1964,37177.7939
Morocco,1965,38859.67187
Morocco,1966,44850.4376
Morocco,1967,42485.78442
Morocco,1968,39769.13029
Morocco,1969,42389.5473
Morocco,1970,39397.25859
Morocco,1971,38928.3526
Morocco,1972,39566.23519
Morocco,1973,53345.47083
Morocco,1974,46215.75669
Morocco,1975,43852.70712
Morocco,1976,44918.83167
Morocco,1977,45536.54856
Morocco,1978,44803.9557
Morocco,1979,49293.91478
Morocco,1980,60599.95752
Morocco,1981,78066.64706
Morocco,1982,82878.73325
Morocco,1983,91034.76623
Morocco,1984,97990.08451
Morocco,1985,105897.3116
Morocco,1986,119456.6871
Morocco,1987,114208.7459
Morocco,1988,121599.0691
Morocco,1989,120425.6272
Morocco,1990,130806.8752
Morocco,1991,145484.4704
Morocco,1992,148811.8963
Morocco,1993,155130.8543
Morocco,1994,168101.1935
Morocco,1995,167247.6353
Morocco,1996,141660.8929
Morocco,1997,151375.7894
Morocco,1998,142943.7726
Morocco,1999,142568.7574
Morocco,2000,166102.2003
Morocco,2001,182767.5301
Morocco,2002,157741.467
Morocco,2003,143384.1616
Morocco,2004,128564.6474
Morocco,2005,127237.5921
Morocco,2006,131511.4618
Morocco,2007,126960.2461
Morocco,2008,126353.8303
Morocco,2009,147372.9218
Morocco,2010,139287.7766
Morocco,2011,109360.7805
Morocco,2012,126496.9801
Morocco,2013,139579.8983
Morocco,2014,146318.356
Morocco,2015,151968.1086
Morocco,2016,158017.9474
Morocco,2017,164090.3114
Morocco,2018,161669.5377
Mozambique,1958,1450
Mozambique,1959,1160
Mozambique,1960,1160
Mozambique,1961,1380.4
Mozambique,1962,1186.1
Mozambique,1963,1122.3
Mozambique,1964,1281.8
Mozambique,1965,1621.1
Mozambique,1966,2955.1
Mozambique,1967,3007.3
Mozambique,1968,3103
Mozambique,1969,3262.5
Mozambique,1970,3271.2
Mozambique,1971,7406.600001
Mozambique,1972,7798.1
Mozambique,1973,9981.8
Mozambique,1974,17608.8
Mozambique,1975,12583.1
Mozambique,1976,18850
Mozambique,1977,15620.4
Mozambique,1978,20683.6
Mozambique,1979,18070.4
Mozambique,1980,34887
Mozambique,1981,35470
Mozambique,1982,28969
Mozambique,1983,30468.7
Mozambique,1984,21490.7
Mozambique,1985,23842.45
Mozambique,1986,41233.3
Mozambique,1987,41537.7
Mozambique,1988,44117.11908
Mozambique,1989,35063.62056
Mozambique,1990,37364.37521
Mozambique,1991,40145.07803
Mozambique,1992,27329.11548
Mozambique,1993,40046.4
Mozambique,1994,35959.41429
Mozambique,1995,37012
Mozambique,1996,35845.15714
Mozambique,1997,40071.74286
Mozambique,1998,34111.84286
Mozambique,1999,31765.62857
Mozambique,2000,30848.9
Mozambique,2001,30659.4
Mozambique,2002,29574
Mozambique,2003,25933
Mozambique,2004,26231.1
Mozambique,2005,29474.7
Mozambique,2006,26430.21301
Mozambique,2007,24310.03831
Mozambique,2008,19622.69056
Mozambique,2009,18693.23729
Mozambique,2010,24805.83333
Mozambique,2011,21144.26667
Mozambique,2012,16394.4
Mozambique,2013,16002.9
Mozambique,2014,25213.11111
Mozambique,2015,22328.77778
Mozambique,2016,21779
Mozambique,2017,27369.22222
Mozambique,2018,25178.3455
Myanmar,1950,310.9999953
Myanmar,1951,329.9999992
Myanmar,1952,719.9999743
Myanmar,1953,719.9701769
Myanmar,1954,1439.97031
Myanmar,1955,1439.968843
Myanmar,1956,2569.839902
Myanmar,1957,2569.609682
Myanmar,1958,2569.732455
Myanmar,1959,2569.756006
Myanmar,1960,2569.743635
Myanmar,1961,2569.15497
Myanmar,1962,2569.31521
Myanmar,1963,2569.156056
Myanmar,1964,2567.990097
Myanmar,1965,2568.973496
Myanmar,1966,2569.095268
Myanmar,1967,2725.179497
Myanmar,1968,2836.020886
Myanmar,1969,2984.756035
Myanmar,1970,5907.009571
Myanmar,1971,6240.445411
Myanmar,1972,6618.416139
Myanmar,1973,6952.344063
Myanmar,1974,6528.530183
Myanmar,1975,7697.835088
Myanmar,1976,8214.645148
Myanmar,1977,8737.175195
Myanmar,1978,9347.863888
Myanmar,1979,9950.786518
Myanmar,1980,10604.38553
Myanmar,1981,11272.72142
Myanmar,1982,11592.44714
Myanmar,1983,11726.72772
Myanmar,1984,12557.25836
Myanmar,1985,13719.82752
Myanmar,1986,15125.50221
Myanmar,1987,15544.15527
Myanmar,1988,16427.4339
Myanmar,1989,17695.35569
Myanmar,1990,18279.83904
Myanmar,1991,18231.85964
Myanmar,1992,18676.601
Myanmar,1993,19201.77136
Myanmar,1994,19630.18482
Myanmar,1995,20049.79778
Myanmar,1996,20538.19779
Myanmar,1997,21737.61337
Myanmar,1998,23816.16588
Myanmar,1999,26972.07438
Myanmar,2000,32304.19806
Myanmar,2001,34281.17588
Myanmar,2002,37161.22659
Myanmar,2003,37980.65373
Myanmar,2004,40850.84801
Myanmar,2005,41103.94382
Myanmar,2006,41467.77662
Myanmar,2007,41722.37969
Myanmar,2008,40595.61616
Myanmar,2009,40595.61616
Myanmar,2010,40595.61616
Myanmar,2011,40962.31843
Myanmar,2012,39684.81106
Myanmar,2013,37572.42094
Myanmar,2014,39996.49292
Myanmar,2015,38227.04856
Myanmar,2016,40940.80168
Myanmar,2017,43615.9549
Myanmar,2018,39905.6753
Namibia,1965,19.56784382
Namibia,1966,21.56086495
Namibia,1967,23.51764934
Namibia,1968,25.43819697
Namibia,1969,27.32250786
Namibia,1970,29.170582
Namibia,1971,30.98241939
Namibia,1972,32.75802003
Namibia,1973,34.49738393
Namibia,1974,36.20051107
Namibia,1975,63.13890941
Namibia,1976,89.58158903
Namibia,1977,115.5285499
Namibia,1978,140.9797921
Namibia,1979,165.9353156
Namibia,1980,146.3320499
Namibia,1981,147.4229197
Namibia,1982,148.4660104
Namibia,1983,149.4613222
Namibia,1984,150.4088549
Namibia,1985,134.496541
Namibia,1986,135.2538519
Namibia,1987,6140.674796
Namibia,1988,6381.352073
Namibia,1989,3502.254212
Namibia,1990,21494.1613
Namibia,1991,17310.25574
Namibia,1992,33661.72402
Namibia,1993,39574.20798
Namibia,1994,36266.90712
Namibia,1995,31164.65775
Namibia,1996,27274.54447
Namibia,1997,25994.72745
Namibia,1998,32736.02065
Namibia,1999,32499.69268
Namibia,2000,31887.3471
Namibia,2001,29471.80532
Namibia,2002,27771.62214
Namibia,2003,31890.3664
Namibia,2004,27656.23078
Namibia,2005,27122.03614
Namibia,2006,21874.12479
Namibia,2007,18375.85922
Namibia,2008,17735.85025
Namibia,2009,18369.05992
Namibia,2010,19939.01819
Namibia,2011,22884.51555
Namibia,2012,23579.48441
Namibia,2013,24008.77089
Namibia,2014,21633.24594
Namibia,2015,20928.76937
Namibia,2016,19904.35607
Namibia,2017,18067.85678
Namibia,2018,21602.11624
Nauru,2003,5.40E-07
Netherlands,1950,53482.31201
Netherlands,1951,56753.94069
