Entity,Year,fish-discards
Congo,1986,10065.61588
Congo,1987,6999.689254
Congo,1988,4048.903008
Congo,1989,1306.062264
Congo,1990,1600.271142
Congo,1991,1816.659595
Congo,1992,1935.002721
Congo,1993,1778.615641
Congo,1994,1816.530302
Congo,1995,1848.087558
Congo,1996,1872.714256
Congo,1997,1889.694257
Congo,1998,1901.537989
Congo,1999,1907.127465
Congo,2000,2007.833338
Congo,2001,2271.105784
Congo,2002,2170.46914
Congo,2003,1890.356091
Congo,2004,1131.506172
Congo,2005,588.4286472
Congo,2006,960.9899056
Congo,2007,893.662757
Congo,2008,917.7073808
Congo,2009,1535.675972
Congo,2010,1084.717858
Congo,2011,1247.887281
Congo,2012,1349.214841
Congo,2013,1163.323611
Congo,2014,1108.421983
Congo,2015,966.1939525
Congo,2016,845.7975274
Congo,2017,725.4010971
Congo,2018,601.9909636
Cook Islands,1994,2.752224066
Cook Islands,1995,1.805067833
Cook Islands,1996,0.000129398
Cook Islands,2002,109.6475298
Cook Islands,2003,363.4993084
Cook Islands,2004,859.6903074
Cook Islands,2005,1048.928847
Cook Islands,2006,800.8268403
Cook Islands,2007,1056.17155
Cook Islands,2008,809.2069658
Cook Islands,2009,436.6703804
Cook Islands,2010,1657.964825
Cook Islands,2011,1184.10722
Cook Islands,2012,1782.765017
Cook Islands,2013,625.1527724
Cook Islands,2014,626.8418892
Cook Islands,2015,564.2362952
Cook Islands,2016,600.8341604
Cook Islands,2017,1222.624863
Cook Islands,2018,1321.523371
Costa Rica,1950,662.2
Costa Rica,1951,662.2
Costa Rica,1952,713.2
Costa Rica,1953,662.2
Costa Rica,1954,692.2
Costa Rica,1955,1324.4
Costa Rica,1956,1324.4
Costa Rica,1957,1326.0555
Costa Rica,1958,2650.4555
Costa Rica,1959,4635.4
Costa Rica,1960,7304.2
Costa Rica,1961,7289.2
Costa Rica,1962,7284.2
Costa Rica,1963,8012.4
Costa Rica,1964,12581.8
Costa Rica,1965,11257.4
Costa Rica,1966,11919.6
Costa Rica,1967,11919.6
Costa Rica,1968,15956.55
Costa Rica,1969,12999.55
Costa Rica,1970,17747.95
Costa Rica,1971,26706.75
Costa Rica,1972,20115.90066
Costa Rica,1973,24216.89762
Costa Rica,1974,24465.568
Costa Rica,1975,24255.38078
Costa Rica,1976,20350.72756
Costa Rica,1977,15439.30824
Costa Rica,1978,17145.47927
Costa Rica,1979,20579.48164
Costa Rica,1980,24099.67493
Costa Rica,1981,31346.54191
Costa Rica,1982,30470.78797
Costa Rica,1983,18222.65192
Costa Rica,1984,29708.54613
Costa Rica,1985,58047.82679
Costa Rica,1986,58141.80373
Costa Rica,1987,39909.2695
Costa Rica,1988,37123.02335
Costa Rica,1989,33623.06626
Costa Rica,1990,33079.3475
Costa Rica,1991,17033.6011
Costa Rica,1992,21804.64931
Costa Rica,1993,30391.70261
Costa Rica,1994,34095.92606
Costa Rica,1995,32573.47631
Costa Rica,1996,30402.86812
Costa Rica,1997,26956.98015
Costa Rica,1998,21268.98178
Costa Rica,1999,24631.2386
Costa Rica,2000,17900.85356
Costa Rica,2001,23551.08265
Costa Rica,2002,20496.71056
Costa Rica,2003,18589.16124
Costa Rica,2004,23186.86596
Costa Rica,2005,23372.49062
Costa Rica,2006,25598.8096
Costa Rica,2007,24205.74864
Costa Rica,2008,29537.80055
Costa Rica,2009,29072.47226
Costa Rica,2010,22471.54684
Costa Rica,2011,26063.05384
Costa Rica,2012,27622.97915
Costa Rica,2013,26854.26629
Costa Rica,2014,29275.41141
Costa Rica,2015,29651.466
Costa Rica,2016,30288.7498
Costa Rica,2017,20646.89898
Costa Rica,2018,20646.62847
Cote d'Ivoire,1950,355.5892009
Cote d'Ivoire,1951,495.8924684
Cote d'Ivoire,1952,870.1866792
Cote d'Ivoire,1953,1363.908652
Cote d'Ivoire,1954,2024.215762
Cote d'Ivoire,1955,2369.795248
Cote d'Ivoire,1956,2392.712579
Cote d'Ivoire,1957,2437.47476
Cote d'Ivoire,1958,2773.552368
Cote d'Ivoire,1959,3747.679453
Cote d'Ivoire,1960,3874.929275
Cote d'Ivoire,1961,5229.40953
Cote d'Ivoire,1962,5460.346653
Cote d'Ivoire,1963,5476.780799
Cote d'Ivoire,1964,5710.647264
Cote d'Ivoire,1965,6182.771666
Cote d'Ivoire,1966,7810.531237
Cote d'Ivoire,1967,7596.350824
Cote d'Ivoire,1968,6460.503226
Cote d'Ivoire,1969,7089.798961
Cote d'Ivoire,1970,5208.815392
Cote d'Ivoire,1971,3743.859169
Cote d'Ivoire,1972,4078.26437
Cote d'Ivoire,1973,4208.025954
Cote d'Ivoire,1974,3285.84407
Cote d'Ivoire,1975,3067.897701
Cote d'Ivoire,1976,3322.19647
Cote d'Ivoire,1977,4381.378426
Cote d'Ivoire,1978,4175.363612
Cote d'Ivoire,1979,3737.799044
Cote d'Ivoire,1980,4138.832748
Cote d'Ivoire,1981,3901.83723
Cote d'Ivoire,1982,3643.664176
Cote d'Ivoire,1983,3869.397841
Cote d'Ivoire,1984,2766.797812
Cote d'Ivoire,1985,3666.47658
Cote d'Ivoire,1986,3827.863771
Cote d'Ivoire,1987,3837.775373
Cote d'Ivoire,1988,3787.788957
Cote d'Ivoire,1989,3449.947519
Cote d'Ivoire,1990,3305.003172
Cote d'Ivoire,1991,3958.753391
Cote d'Ivoire,1992,4930.956982
Cote d'Ivoire,1993,5139.954089
Cote d'Ivoire,1994,4601.259527
Cote d'Ivoire,1995,4744.243171
Cote d'Ivoire,1996,5142.375493
Cote d'Ivoire,1997,4711.238548
Cote d'Ivoire,1998,4290.091591
Cote d'Ivoire,1999,3881.961393
Cote d'Ivoire,2000,3502.682892
Cote d'Ivoire,2001,3096.199788
Cote d'Ivoire,2002,2572.743398
Cote d'Ivoire,2003,1339.891286
Cote d'Ivoire,2004,1357.71573
Cote d'Ivoire,2005,2494.71252
Cote d'Ivoire,2006,1103.029444
Cote d'Ivoire,2007,1103.851803
Cote d'Ivoire,2008,1127.236361
Cote d'Ivoire,2009,1387.749222
Cote d'Ivoire,2010,1532.91898
Cote d'Ivoire,2011,338.7593145
Cote d'Ivoire,2012,919.7849571
Cote d'Ivoire,2013,759.9080779
Cote d'Ivoire,2014,600.9504157
Cote d'Ivoire,2015,441.167006
Cote d'Ivoire,2016,727.5776849
Cote d'Ivoire,2017,795.4421948
Cote d'Ivoire,2018,708.5014042
Croatia,1950,1342.975219
Croatia,1951,1380.975
Croatia,1952,1327.65
Croatia,1953,1060.425
Croatia,1954,1088.925
Croatia,1955,1301.246434
Croatia,1956,1292.776382
Croatia,1957,1360.52853
Croatia,1958,1478.265735
Croatia,1959,1354.370604
Croatia,1960,1637.352051
Croatia,1961,1717.459464
Croatia,1962,1761.708439
Croatia,1963,1760.090261
Croatia,1964,2240.056764
Croatia,1965,2444.383952
Croatia,1966,2272.818968
Croatia,1967,2280.684386
Croatia,1968,2464.475967
Croatia,1969,2380.099233
Croatia,1970,2192.212509
Croatia,1971,2333.876973
Croatia,1972,2061.694046
Croatia,1973,2179.742449
Croatia,1974,2192.762087
Croatia,1975,2456.318534
Croatia,1976,2326.197757
Croatia,1977,2081.863528
Croatia,1978,3347.94864
Croatia,1979,3637.370266
Croatia,1980,6428.554501
Croatia,1981,5574.296318
Croatia,1982,6248.474384
Croatia,1983,6873.661281
Croatia,1984,8008.159061
Croatia,1985,8775.636339
Croatia,1986,10191.6
Croatia,1987,11578.8
Croatia,1988,8462.4
Croatia,1989,8122.8
Croatia,1990,5941.2
Croatia,1991,4468.8
Croatia,1992,8174.096899
Croatia,1993,8133.013442
Croatia,1994,7041.75
Croatia,1995,6808.5
Croatia,1996,5643.696
Croatia,1997,5616.051862
Croatia,1998,5646.962112
Croatia,1999,3452.386278
Croatia,2000,3350.460102
Croatia,2001,3065.873602
Croatia,2002,2233.452204
Croatia,2003,4658.976
Croatia,2004,5603.616
Croatia,2005,6769.392
Croatia,2006,6276.96
Croatia,2007,6617.635024
Croatia,2008,6266.859761
Croatia,2009,5841.118365
Croatia,2010,5952.767355
Croatia,2011,5975.297862
Croatia,2012,5876.106302
Croatia,2013,6039.136743
Croatia,2014,6331.970703
Croatia,2015,2291.169013
Croatia,2016,2314.479034
Croatia,2017,4075.36584
Croatia,2018,4093.682126
Cuba,1950,9.440001
Cuba,1951,7.02
Cuba,1952,8.000001
Cuba,1953,20.4
Cuba,1954,11.000001
Cuba,1955,18
Cuba,1956,42.20001
Cuba,1957,39.80001
Cuba,1958,29.000001
Cuba,1959,95.81847843
Cuba,1960,126.2384874
Cuba,1961,116.3384874
Cuba,1962,137.8313032
Cuba,1963,606.809342
Cuba,1964,450.9595713
Cuba,1965,552.2975673
Cuba,1966,2282.305927
Cuba,1967,6151.150249
Cuba,1968,4009.442189
Cuba,1969,4076.601892
Cuba,1970,7946.564941
Cuba,1971,23485.77802
Cuba,1972,18658.40059
Cuba,1973,11664.41398
Cuba,1974,9846.825728
Cuba,1975,21762.35626
Cuba,1976,25064.77113
Cuba,1977,10338.532
Cuba,1978,74064.51606
Cuba,1979,77052.86731
Cuba,1980,56890.4697
Cuba,1981,68070.15914
Cuba,1982,2053.734069
Cuba,1983,12062.41573
Cuba,1984,12303.40912
Cuba,1985,6783.549847
Cuba,1986,3850.944588
Cuba,1987,3157.473529
Cuba,1988,4157.954763
Cuba,1989,3643.410086
Cuba,1990,3598.683596
Cuba,1991,1213.263208
Cuba,1992,3240.384512
Cuba,1993,856.1229699
Cuba,1994,478.7996693
Cuba,1995,2521.896273
Cuba,1996,3180.760765
Cuba,1997,490.1928792
Cuba,1998,268.258772
Cuba,1999,1536.594758
Cuba,2000,723.9868109
Cuba,2001,78.64559718
Cuba,2002,92.39764284
Cuba,2003,148.1603005
Cuba,2004,186.0817864
Cuba,2005,230.0773259
Cuba,2006,184.2599164
Cuba,2007,23.61694842
Cuba,2008,10.599999
Cuba,2009,11.900001
Cuba,2010,14.76
Cuba,2011,1451.819999
Cuba,2012,971.9599997
Cuba,2013,12.380001
Cuba,2014,12.399999
Cuba,2015,13.353333
Cuba,2016,14.073333
Cuba,2017,14.793333
Cuba,2018,12.95401414
Curacao,1970,18.73867889
Curacao,1971,18.73867889
Curacao,1972,18.73867889
Curacao,1973,18.73867889
Curacao,1974,18.73867889
Curacao,1975,18.73867889
Curacao,1976,18.73867889
Curacao,1977,18.73867889
Curacao,1978,29.07907032
Curacao,1979,29.07907032
Curacao,1980,29.07907032
Curacao,1981,29.07907032
Curacao,1982,29.07907032
Curacao,1983,29.07907032
Curacao,1984,17.89885014
Curacao,1985,16.11730166
Curacao,1986,3.149357796
Curacao,1987,16.80630575
Curacao,1988,21.01125849
Curacao,1989,30.61875635
Curacao,1990,31.03404381
Curacao,1996,516.8341899
Curacao,1997,699.6280554
Curacao,1998,698.8201921
Curacao,1999,630.2398768
Curacao,2000,724.6946217
Curacao,2001,989.5402928
Curacao,2002,539.7332262
Curacao,2003,765.7193606
Curacao,2004,633.5050244
Curacao,2005,5.858321189
Curacao,2006,218.1368889
Curacao,2007,134.3316848
Curacao,2008,929.4869272
Curacao,2009,1070.467768
Curacao,2010,806.4068894
Curacao,2011,933.195684
Curacao,2012,969.7491292
Curacao,2013,6372.85285
Curacao,2014,6216.394501
Curacao,2015,9153.494018
Curacao,2016,10416.03896
Curacao,2017,11332.91022
Curacao,2018,12625.14202
Democratic Republic of Congo,1950,14.4
Democratic Republic of Congo,1951,14.4
Democratic Republic of Congo,1952,14.4
Democratic Republic of Congo,1953,22.5
Democratic Republic of Congo,1954,30.861
Democratic Republic of Congo,1955,54.4005
Democratic Republic of Congo,1956,60.903
Democratic Republic of Congo,1957,78.3945
Democratic Republic of Congo,1958,85.05
Democratic Republic of Congo,1959,104.175
Democratic Republic of Congo,1960,117
Democratic Republic of Congo,1961,124.6005
Democratic Republic of Congo,1962,123.75
Democratic Republic of Congo,1963,173.25
Democratic Republic of Congo,1964,179.325
Democratic Republic of Congo,1965,192.376125
Democratic Republic of Congo,1966,209.025
Democratic Republic of Congo,1967,217.4445
Democratic Republic of Congo,1968,239.396625
Democratic Republic of Congo,1969,260.1045
Democratic Republic of Congo,1970,263.926125
Democratic Republic of Congo,1971,236.476125
Democratic Republic of Congo,1972,219.6045
Democratic Republic of Congo,1973,205.2045
Democratic Republic of Congo,1974,226.8945
Democratic Republic of Congo,1975,226.8945
Democratic Republic of Congo,1976,132.2325
Democratic Republic of Congo,1977,71.0775
Democratic Republic of Congo,1978,47.5425
Democratic Republic of Congo,1979,27.6255
Democratic Republic of Congo,1980,6.75
Democratic Republic of Congo,1981,6.328125
Democratic Republic of Congo,1982,5.90625
Democratic Republic of Congo,1983,5.484375
Democratic Republic of Congo,1984,5.0625
Democratic Republic of Congo,1985,5.342625
Democratic Republic of Congo,1986,4.28175
Democratic Republic of Congo,1987,3.796875
Democratic Republic of Congo,1988,3.375
Democratic Republic of Congo,1989,2.953125
Democratic Republic of Congo,1990,4.89375
Democratic Republic of Congo,1991,4.078125
Democratic Republic of Congo,1992,3.2625
Democratic Republic of Congo,1993,2.446875
Democratic Republic of Congo,1994,1.63125
Democratic Republic of Congo,1995,0.815625
Denmark,1950,32721.4057
Denmark,1951,33986.6189
Denmark,1952,35270.52273
Denmark,1953,30503.11031
Denmark,1954,42853.40796
Denmark,1955,44406.90181
Denmark,1956,38536.92462
Denmark,1957,55927.61852
Denmark,1958,45511.02989
Denmark,1959,61440.98544
Denmark,1960,52760.98515
Denmark,1961,80327.15
Denmark,1962,67923.18259
Denmark,1963,84979.98832
Denmark,1964,122343.8552
Denmark,1965,116398.6257
Denmark,1966,117478.9789
Denmark,1967,99874.50191
Denmark,1968,124872.9514
Denmark,1969,146940.5888
Denmark,1970,169190.5444
Denmark,1971,99659.06421
Denmark,1972,101930.6341
Denmark,1973,96805.49098
Denmark,1974,129122.3232
Denmark,1975,87045.99804
Denmark,1976,117232.6164
Denmark,1977,80041.021
Denmark,1978,90476.84082
Denmark,1979,78828.45695
Denmark,1980,71255.57365
Denmark,1981,77969.16288
Denmark,1982,100795.0307
Denmark,1983,100768.1787
Denmark,1984,83180.41307
Denmark,1985,82056.51122
Denmark,1986,76865.46499
Denmark,1987,72418.5566
Denmark,1988,68115.17105
Denmark,1989,50882.99944
Denmark,1990,45548.00109
Denmark,1991,49040.94329
Denmark,1992,60777.29583
Denmark,1993,47835.03055
Denmark,1994,51632.28536
Denmark,1995,49568.8018
Denmark,1996,53991.49044
Denmark,1997,62659.81019
Denmark,1998,66994.79982
Denmark,1999,57255.69903
Denmark,2000,61619.02846
Denmark,2001,59018.29371
Denmark,2002,62992.64862
Denmark,2003,63669.72136
Denmark,2004,56464.37188
Denmark,2005,53749.30886
Denmark,2006,47397.10432
Denmark,2007,21956.49343
Denmark,2008,19315.3753
Denmark,2009,18846.84017
Denmark,2010,23755.91275
Denmark,2011,26364.01692
Denmark,2012,24374.81451
Denmark,2013,26147.54227
Denmark,2014,29856.35003
Denmark,2015,15446.8153
Denmark,2016,13871.47828
Denmark,2017,16470.09576
Denmark,2018,25389.24706
Djibouti,1950,1.260944131
Djibouti,1951,1.293431011
Djibouti,1952,1.325917888
Djibouti,1953,1.358404763
Djibouti,1954,1.39089164
Djibouti,1955,1.423378519
Djibouti,1956,1.455865396
Djibouti,1957,1.488352271
Djibouti,1958,1.520839149
Djibouti,1959,1.553326026
Djibouti,1960,1.585812902
Djibouti,1961,1.618299778
Djibouti,1962,1.650786656
Djibouti,1963,1.683273534
Djibouti,1964,1.715760412
Djibouti,1965,1.748247286
Djibouti,1966,1.780734164
Djibouti,1967,1.813221041
Djibouti,1968,1.904632765
Djibouti,1969,1.996044489
Djibouti,1970,2.087456213
Djibouti,1971,2.178867935
Djibouti,1972,2.270279659
Djibouti,1973,2.361691383
Djibouti,1974,2.453103106
Djibouti,1975,2.544514829
Djibouti,1976,2.635926552
Djibouti,1977,2.727338277
Djibouti,1978,2.5
Djibouti,1979,3.133170996
Djibouti,1980,3.884810759
Djibouti,1981,4.8125
Djibouti,1982,5.000000001
Djibouti,1983,5.750000001
Djibouti,1984,6
Djibouti,1985,5.237499997
Djibouti,1986,7.812499998
Djibouti,1987,8.349999998
Djibouti,1988,9.612500001
Djibouti,1989,7.987499999
Djibouti,1990,10.375
Djibouti,1991,8.85
Djibouti,1992,4.312500002
Djibouti,1993,2.575
Djibouti,1994,4.374999999
Djibouti,1995,5
Djibouti,1996,5.624999999
Djibouti,1997,9.175000001
Djibouti,1998,9.5
Djibouti,1999,9.974999998
Djibouti,2000,9.512499999
Dominica,1988,0.052489297
Dominica,1989,0.349928644
Dominica,1990,12.61816512
Dominica,1991,9.627192649
Dominica,1993,4.126141045
Dominica,1995,6.064981665
Dominica,1996,4.001093762
Dominica,1997,7.588634984
Dominica,1998,7.535465352
Dominica,1999,30.84440364
Dominica,2000,39.02656624
Dominica,2001,16.94044219
Dominica,2002,30.51672517
Dominica,2003,27.46697331
Dominica,2005,1662.394296
Dominica,2006,3206.890237
Dominica,2007,4581.914775
Dominica,2008,5421.108166
Dominica,2009,6299.644915
Dominica,2010,7126.405491
Dominica,2011,6885.120614
Dominica,2012,6767.263975
Dominica,2013,6417.591319
Dominica,2014,5154.5209
Dominica,2015,3571.582275
Dominica,2016,682.6725661
Dominica,2017,516.1290135
Dominica,2018,302.8374117
Dominican Republic,1997,34.87763158
Ecuador,1950,540.5
Ecuador,1951,608.0625
Ecuador,1952,608.0625
Ecuador,1953,675.625
Ecuador,1954,945.875
Ecuador,1955,1148.5625
Ecuador,1956,1553.9375
Ecuador,1957,1418.8125
Ecuador,1958,1824.1875
Ecuador,1959,1994.055896
Ecuador,1960,1995.328678
Ecuador,1961,3222.93719
Ecuador,1962,3282.501867
Ecuador,1963,3483.683209
Ecuador,1964,3442.071459
Ecuador,1965,4156.615006
Ecuador,1966,4066.898459
Ecuador,1967,4352.543642
Ecuador,1968,4536.847111
Ecuador,1969,6423.90595
Ecuador,1970,4362.519993
Ecuador,1971,4298.709008
Ecuador,1972,4722.341186
Ecuador,1973,5179.534209
Ecuador,1974,4307.660382
Ecuador,1975,5448.948609
Ecuador,1976,5308.002047
Ecuador,1977,4447.818239
Ecuador,1978,4834.106553
Ecuador,1979,6490.076737
Ecuador,1980,6008.820701
Ecuador,1981,6256.625354
Ecuador,1982,5826.7009
Ecuador,1983,7148.81623
Ecuador,1984,5573.915116
Ecuador,1985,6306.582695
Ecuador,1986,7523.063014
Ecuador,1987,8490.068819
Ecuador,1988,7298.431305
Ecuador,1989,7835.555184
Ecuador,1990,8834.796454
Ecuador,1991,11220.80063
Ecuador,1992,13119.20968
Ecuador,1993,12758.42351
Ecuador,1994,10187.99235
Ecuador,1995,13657.54487
Ecuador,1996,14967.71849
Ecuador,1997,25042.8512
Ecuador,1998,23443.30653
Ecuador,1999,29532.95036
Ecuador,2000,23400.57099
Ecuador,2001,18376.90719
Ecuador,2002,14047.6944
Ecuador,2003,21481.35629
Ecuador,2004,15310.02087
Ecuador,2005,16970.74412
Ecuador,2006,19106.60524
Ecuador,2007,15576.05193
Ecuador,2008,22766.79542
Ecuador,2009,20369.84177
Ecuador,2010,18324.2476
Ecuador,2011,33378.75573
Ecuador,2012,55119.60486
Ecuador,2013,55170.08661
Ecuador,2014,67756.01145
Ecuador,2015,24657.30786
Ecuador,2016,16656.139
Ecuador,2017,11243.89497
Ecuador,2018,19789.0975
Egypt,1950,4745.632829
Egypt,1951,5530.812864
Egypt,1952,6779.418696
Egypt,1953,5062.66684
Egypt,1954,5684.948487
Egypt,1955,6657.267815
Egypt,1956,6684.014464
Egypt,1957,11656.35146
Egypt,1958,12082.03186
Egypt,1959,11587.48592
Egypt,1960,9209.278841
Egypt,1961,13546.54628
Egypt,1962,20857.18253
Egypt,1963,26427.47609
Egypt,1964,30903.39287
Egypt,1965,30968.15397
Egypt,1966,20418.47066
Egypt,1967,18308.7814
Egypt,1968,17330.70067
Egypt,1969,14267.957
Egypt,1970,12450.82139
Egypt,1971,12195.92798
Egypt,1972,14878.43033
Egypt,1973,8187.554501
Egypt,1974,9258.307687
Egypt,1975,16573.84048
Egypt,1976,16572.71242
Egypt,1977,14108.64342
Egypt,1978,14737.42957
Egypt,1979,14428.64589
Egypt,1980,14571.6582
Egypt,1981,15016.63397
Egypt,1982,11518.04888
Egypt,1983,11801.48586
Egypt,1984,9678.418062
Egypt,1985,9695.078511
Egypt,1986,13716.05711
Egypt,1987,13583.95225
Egypt,1988,14005.24653
Egypt,1989,13952.82413
Egypt,1990,12784.20629
Egypt,1991,13257.86198
Egypt,1992,15081.30192
Egypt,1993,17072.60548
Egypt,1994,20283.40837
Egypt,1995,23527.8275
Egypt,1996,25030.30828
Egypt,1997,27288.3977
Egypt,1998,31552.35378
Egypt,1999,42560.42311
Egypt,2000,41984.77174
Egypt,2001,45447.4419
Egypt,2002,45629.31075
Egypt,2003,48439.36715
Egypt,2004,42636.65301
Egypt,2005,36702.66949
Egypt,2006,35051.4285
Egypt,2007,23417.71804
Egypt,2008,27398.92527
Egypt,2009,26412.25877
Egypt,2010,27449.21468
Egypt,2011,23331.62431
Egypt,2012,27831.13709
Egypt,2013,25832.03139
Egypt,2014,24897.98098
Egypt,2015,23360.96408
Egypt,2016,23666.10606
Egypt,2017,24774.66445
Egypt,2018,24067.04034
El Salvador,1950,157.2083502
El Salvador,1951,190.3937699
El Salvador,1952,211.7571413
El Salvador,1953,233.1205127
El Salvador,1954,254.4838842
El Salvador,1955,275.8472556
El Salvador,1956,297.2106271
El Salvador,1957,16407.86008
El Salvador,1958,42660.43621
El Salvador,1959,47582.79424
El Salvador,1960,72194.58436
El Salvador,1961,85320.87243
El Salvador,1962,88581.3686
El Salvador,1963,91807.82052
El Salvador,1964,103272.8327
El Salvador,1965,98269.76978
El Salvador,1966,119928.2622
El Salvador,1967,96725.65032
El Salvador,1968,84871.75405
El Salvador,1969,86118.66282
El Salvador,1970,90586.25771
El Salvador,1971,80517.15296
El Salvador,1972,78550.6443
El Salvador,1973,108514.7868
El Salvador,1974,58934.72278
El Salvador,1975,65559.3844
El Salvador,1976,49465.49709
El Salvador,1977,40954.68921
El Salvador,1978,82410.68425
El Salvador,1979,59668.42417
El Salvador,1980,15996.05966
El Salvador,1981,53814.92978
El Salvador,1982,48937.40414
El Salvador,1983,34660.21199
El Salvador,1984,92584.61945
El Salvador,1985,38795.29956
El Salvador,1986,44196.97924
El Salvador,1987,35897.88329
El Salvador,1988,35651.17245
El Salvador,1989,37115.17602
El Salvador,1990,26108.88978
El Salvador,1991,22985.36241
El Salvador,1992,19673.15003
El Salvador,1993,30334.43503
El Salvador,1994,29319.86436
El Salvador,1995,34021.57627
El Salvador,1996,45188.86658
El Salvador,1997,30211.38941
El Salvador,1998,32884.31184
El Salvador,1999,19500.60495
El Salvador,2000,13692.45839
El Salvador,2001,14507.45233
El Salvador,2002,14691.06297
El Salvador,2003,16525.68966
El Salvador,2004,13908.73953
El Salvador,2005,14573.00858
El Salvador,2006,11584.25747
El Salvador,2007,12945.45422
El Salvador,2008,9990.125774
El Salvador,2009,7846.759071
El Salvador,2010,6816.228833
El Salvador,2011,2357.287865
El Salvador,2012,2171.571787
El Salvador,2013,2015.040453
El Salvador,2014,1903.575125
El Salvador,2015,8008.213487
El Salvador,2016,11922.72224
El Salvador,2017,11949.48173
El Salvador,2018,7498.080611
Equatorial Guinea,1970,15.72202988
Equatorial Guinea,1971,15.74678898
Equatorial Guinea,1972,15.11770168
Equatorial Guinea,1973,13.60918718
Equatorial Guinea,1974,15.34220422
Equatorial Guinea,1975,15.56474754
Equatorial Guinea,1976,13.87779265
Equatorial Guinea,1977,10.70924542
Equatorial Guinea,1978,6.390566244
Equatorial Guinea,1979,5.605764702
Equatorial Guinea,1980,6.327974502
Equatorial Guinea,1981,8.999468103
Equatorial Guinea,1982,7.16335039
Equatorial Guinea,1983,8.155079133
Equatorial Guinea,1984,8.907704214
Equatorial Guinea,1985,13.88771731
Equatorial Guinea,1986,28.04628736
Equatorial Guinea,1987,35.0138707
Equatorial Guinea,1988,32.54355073
Equatorial Guinea,1989,53.34403678
Equatorial Guinea,1990,39.5042111
Equatorial Guinea,1991,22.52621941
Equatorial Guinea,1992,47.80844033
Equatorial Guinea,1993,50.19161988
Equatorial Guinea,1994,48.84122669
Equatorial Guinea,1995,44.69193967
Equatorial Guinea,1996,33.12645899
Equatorial Guinea,1997,14.56637517
Equatorial Guinea,1998,11.712
Equatorial Guinea,1999,11.322
Equatorial Guinea,2000,10.93714286
Equatorial Guinea,2001,10.55742857
Equatorial Guinea,2002,10.18285714
Equatorial Guinea,2003,9.813428572
Equatorial Guinea,2004,9.449142857
Equatorial Guinea,2005,9.09
Equatorial Guinea,2006,8.736
Equatorial Guinea,2007,18.54
Equatorial Guinea,2008,14.688
Equatorial Guinea,2009,139.8418796
Equatorial Guinea,2010,121.0799225
Equatorial Guinea,2011,78.69877568
Equatorial Guinea,2012,5.636846636
Equatorial Guinea,2013,11.48758593
Equatorial Guinea,2014,13.81959008
Equatorial Guinea,2015,7.925042711
Equatorial Guinea,2016,9.561454385
Equatorial Guinea,2017,13.75291827
Equatorial Guinea,2018,9.245038721
Eritrea,1950,270
Eritrea,1951,270
Eritrea,1952,270
Eritrea,1953,270
Eritrea,1954,270
Eritrea,1955,270
Eritrea,1956,270
Eritrea,1957,270
Eritrea,1973,918.3333333
Eritrea,1974,636.6666667
Eritrea,1975,568.3333333
Eritrea,1976,541.0666667
Eritrea,1977,230.1333333
Eritrea,1978,119.5608339
Eritrea,1979,135.2017404
Eritrea,1980,92.26272499
Estonia,1950,76.82
Estonia,1951,79.6
Estonia,1952,82.84
Estonia,1953,70.62
Estonia,1954,81.8
Estonia,1955,88.28
Estonia,1956,4465.632518
Estonia,1957,18243.25525
Estonia,1958,30856.45796
Estonia,1959,45942.27796
Estonia,1960,66536.72149
Estonia,1961,70762.01922
Estonia,1962,49958.61192
Estonia,1963,90224.92749
Estonia,1964,84159.50566
Estonia,1965,88801.40044
Estonia,1966,74756.32677
Estonia,1967,86159.71436
Estonia,1968,93531.37779
Estonia,1969,98818.64442
Estonia,1970,77120.9279
Estonia,1971,96370.12051
Estonia,1972,97194.90299
Estonia,1973,95914.8353
Estonia,1974,64792.64689
Estonia,1975,52954.03587
Estonia,1976,28946.27139
Estonia,1977,13465.40445
Estonia,1978,11806.35625
Estonia,1979,52996.71443
Estonia,1980,80521.58348
Estonia,1981,28557.97813
Estonia,1982,38782.57932
Estonia,1983,2591.90852
Estonia,1984,2882.317898
Estonia,1985,826.1058823
Estonia,1986,2402.919154
Estonia,1987,1641.557193
Estonia,1988,517.2308037
Estonia,1989,6763.252754
Estonia,1990,11445.92507
Estonia,1991,4139.04272
Estonia,1992,347.7411545
Estonia,1993,10841.48847
Estonia,1994,662.444228
Estonia,1995,831.8394544
Estonia,1996,1224.916905
Estonia,1997,1820.231795
Estonia,1998,1540.421543
Estonia,1999,1790.046353
Estonia,2000,5572.787158
Estonia,2001,2217.449563
Estonia,2002,2435.467327
Estonia,2003,1661.80748
Estonia,2004,2004.549014
Estonia,2005,2871.33977
Estonia,2006,1935.506641
Estonia,2007,2259.251506
Estonia,2008,2153.985009
Estonia,2009,2162.208957
Estonia,2010,5976.357804
Estonia,2011,8512.797955
Estonia,2012,4459.795475
Estonia,2013,5607.174652
Estonia,2014,4350.136595
Estonia,2015,4585.304889
Estonia,2016,4142.924971
Estonia,2017,5543.9042
Estonia,2018,5265.626704
Faeroe Islands,1950,5285.5
Faeroe Islands,1951,4977.5
Faeroe Islands,1952,57338.82776
Faeroe Islands,1953,71313.27798
Faeroe Islands,1954,105395.2243
Faeroe Islands,1955,126740.1482
Faeroe Islands,1956,112764.2751
Faeroe Islands,1957,126271.8611
