Entity,Day,total_boosters_per_hundred
Hong Kong,2022/7/19,62.5
Hong Kong,2022/7/20,62.6
Hong Kong,2022/7/21,62.72
Hong Kong,2022/7/22,62.87
Hong Kong,2022/7/23,63.02
Hong Kong,2022/7/24,63.09
Hong Kong,2022/7/25,63.23
Hong Kong,2022/7/26,63.35
Hong Kong,2022/7/27,63.48
Hong Kong,2022/7/28,63.61
Hong Kong,2022/7/29,63.77
Hong Kong,2022/7/30,63.93
Hong Kong,2022/7/31,64
Hong Kong,2022/8/1,64.14
Hong Kong,2022/8/2,64.27
Hong Kong,2022/8/3,64.41
Hong Kong,2022/8/4,64.57
Hong Kong,2022/8/5,64.77
Hong Kong,2022/8/6,64.98
Hong Kong,2022/8/7,65.1
Hong Kong,2022/8/8,65.31
Hong Kong,2022/8/9,65.48
Hong Kong,2022/8/10,65.63
Hong Kong,2022/8/11,65.79
Hong Kong,2022/8/12,66
Hong Kong,2022/8/13,66.22
Hong Kong,2022/8/14,66.35
Hong Kong,2022/8/15,66.58
Hong Kong,2022/8/16,66.79
Hong Kong,2022/8/17,66.97
Hong Kong,2022/8/18,67.19
Hong Kong,2022/8/19,67.42
Hong Kong,2022/8/20,67.66
Hong Kong,2022/8/21,67.81
Hong Kong,2022/8/22,68.05
Hong Kong,2022/8/23,68.25
Hong Kong,2022/8/24,68.45
Hong Kong,2022/8/25,68.57
Hong Kong,2022/8/26,68.84
Hong Kong,2022/8/27,69.13
Hong Kong,2022/8/28,69.32
Hong Kong,2022/8/29,69.64
Hong Kong,2022/8/30,69.92
Hong Kong,2022/8/31,70.18
Hong Kong,2022/9/1,70.48
Hong Kong,2022/9/2,70.84
Hong Kong,2022/9/3,71.23
Hong Kong,2022/9/4,71.46
Hong Kong,2022/9/5,71.8
Hong Kong,2022/9/6,72.11
Hong Kong,2022/9/7,72.39
Hong Kong,2022/9/8,72.68
Hong Kong,2022/9/9,73.06
Hong Kong,2022/9/10,73.4
Hong Kong,2022/9/11,73.66
Hong Kong,2022/9/12,73.84
Hong Kong,2022/9/13,74.21
Hong Kong,2022/9/14,74.5
Hong Kong,2022/9/15,74.8
Hong Kong,2022/9/16,75.16
Hong Kong,2022/9/17,75.54
Hong Kong,2022/9/18,75.73
Hong Kong,2022/9/19,76.01
Hong Kong,2022/9/20,76.23
Hong Kong,2022/9/21,76.44
Hong Kong,2022/9/22,76.66
Hong Kong,2022/9/23,76.95
Hong Kong,2022/9/24,77.24
Hong Kong,2022/9/25,77.39
Hong Kong,2022/9/26,77.59
Hong Kong,2022/9/27,77.78
Hong Kong,2022/9/28,77.96
Hong Kong,2022/9/29,78.15
Hong Kong,2022/9/30,78.53
Hong Kong,2022/10/1,78.85
Hong Kong,2022/10/2,79.04
Hong Kong,2022/10/3,79.35
Hong Kong,2022/10/4,79.46
Hong Kong,2022/10/5,79.63
Hong Kong,2022/10/6,79.8
Hong Kong,2022/10/7,80
Hong Kong,2022/10/8,80.2
Hong Kong,2022/10/9,80.29
Hong Kong,2022/10/10,80.46
Hong Kong,2022/10/11,80.61
Hong Kong,2022/10/12,80.74
Hong Kong,2022/10/13,80.87
Hong Kong,2022/10/14,81.02
Hong Kong,2022/10/15,81.18
Hong Kong,2022/10/16,81.26
Hong Kong,2022/10/17,81.38
Hong Kong,2022/10/18,81.47
Hong Kong,2022/10/19,81.57
Hong Kong,2022/10/20,81.67
Hong Kong,2022/10/21,81.78
Hong Kong,2022/10/22,81.9
Hong Kong,2022/10/23,81.96
Hong Kong,2022/10/24,82.05
Hong Kong,2022/10/25,82.13
Hong Kong,2022/10/26,82.22
Hong Kong,2022/10/27,82.3
Hong Kong,2022/10/28,82.4
Hong Kong,2022/10/29,82.5
Hong Kong,2022/10/30,82.56
Hong Kong,2022/10/31,82.64
Hong Kong,2022/11/1,82.71
Hong Kong,2022/11/2,82.73
Hong Kong,2022/11/3,82.8
Hong Kong,2022/11/4,82.88
Hong Kong,2022/11/5,82.96
Hong Kong,2022/11/6,82.99
Hong Kong,2022/11/7,83.06
Hong Kong,2022/11/8,83.13
Hong Kong,2022/11/9,83.19
Hong Kong,2022/11/10,83.25
Hong Kong,2022/11/11,83.32
Hong Kong,2022/11/12,83.39
Hong Kong,2022/11/13,83.43
Hong Kong,2022/11/14,83.49
Hong Kong,2022/11/15,83.55
Hong Kong,2022/11/16,83.6
Hong Kong,2022/11/17,83.65
Hong Kong,2022/11/18,83.72
Hong Kong,2022/11/19,83.78
Hong Kong,2022/11/20,83.81
Hong Kong,2022/11/21,83.87
Hong Kong,2022/11/22,83.92
Hong Kong,2022/11/23,83.96
Hong Kong,2022/11/24,84
Hong Kong,2022/11/25,84.07
Hong Kong,2022/11/26,84.13
Hong Kong,2022/11/27,84.15
Hong Kong,2022/11/28,84.21
Hong Kong,2022/11/29,84.26
Hong Kong,2022/11/30,84.32
Hong Kong,2022/12/1,84.46
Hong Kong,2022/12/2,84.6
Hong Kong,2022/12/3,84.76
Hong Kong,2022/12/4,84.84
Hong Kong,2022/12/5,84.99
Hong Kong,2022/12/6,85.12
Hong Kong,2022/12/7,85.23
Hong Kong,2022/12/8,85.35
Hong Kong,2022/12/9,85.51
Hong Kong,2022/12/10,85.66
Hong Kong,2022/12/11,85.74
Hong Kong,2022/12/12,85.88
Hong Kong,2022/12/13,86
Hong Kong,2022/12/14,86.11
Hong Kong,2022/12/15,86.2
Hong Kong,2022/12/16,86.38
Hong Kong,2022/12/17,86.52
Hong Kong,2022/12/18,86.6
Hong Kong,2022/12/19,86.74
Hong Kong,2022/12/20,86.87
Hong Kong,2022/12/21,87
Hong Kong,2022/12/22,87.12
Hong Kong,2022/12/23,87.29
Hong Kong,2022/12/24,87.43
Hong Kong,2022/12/25,87.51
Hong Kong,2022/12/26,87.61
Hong Kong,2022/12/27,87.7
Hong Kong,2022/12/28,87.96
Hong Kong,2022/12/29,88.21
Hong Kong,2022/12/30,88.48
Hong Kong,2022/12/31,88.7
Hong Kong,2023/1/1,88.83
Hong Kong,2023/1/2,88.96
Hong Kong,2023/1/3,89.22
Hong Kong,2023/1/4,89.45
Hong Kong,2023/1/5,89.69
Hong Kong,2023/1/6,89.94
Hong Kong,2023/1/7,90.16
Hong Kong,2023/1/8,90.3
Hong Kong,2023/1/9,90.51
Hong Kong,2023/1/10,90.71
Hong Kong,2023/1/11,90.89
Hong Kong,2023/1/12,91.08
Hong Kong,2023/1/13,91.28
Hong Kong,2023/1/14,91.44
Hong Kong,2023/1/15,91.54
Hong Kong,2023/1/16,91.68
Hong Kong,2023/1/17,91.79
Hong Kong,2023/1/18,91.89
Hong Kong,2023/1/19,91.98
Hong Kong,2023/1/20,92.06
Hong Kong,2023/1/24,92.09
Hong Kong,2023/1/25,92.09
Hong Kong,2023/1/26,92.16
Hong Kong,2023/1/27,92.22
Hong Kong,2023/1/28,92.27
Hong Kong,2023/1/29,92.3
Hong Kong,2023/1/30,92.35
Hong Kong,2023/1/31,92.4
Hong Kong,2023/2/1,92.45
Hong Kong,2023/2/2,92.5
Hong Kong,2023/2/3,92.55
Hong Kong,2023/2/4,92.6
Hong Kong,2023/2/5,92.61
Hong Kong,2023/2/6,92.66
Hong Kong,2023/2/7,92.7
Hong Kong,2023/2/8,92.74
Hong Kong,2023/2/9,92.77
Hong Kong,2023/2/10,92.81
Hong Kong,2023/2/11,92.86
Hong Kong,2023/2/12,92.87
Hong Kong,2023/2/13,92.92
Hong Kong,2023/2/14,92.95
Hong Kong,2023/2/15,92.98
Hong Kong,2023/2/16,93.01
Hong Kong,2023/2/17,93.05
Hong Kong,2023/2/18,93.08
Hong Kong,2023/2/19,93.1
Hong Kong,2023/2/20,93.13
Hong Kong,2023/2/21,93.16
Hong Kong,2023/2/22,93.18
Hong Kong,2023/2/23,93.21
Hong Kong,2023/2/24,93.24
Hong Kong,2023/2/25,93.27
Hong Kong,2023/2/26,93.29
Hong Kong,2023/2/27,93.31
Hong Kong,2023/2/28,93.34
Hong Kong,2023/3/1,93.36
Hong Kong,2023/3/2,93.39
Hong Kong,2023/3/3,93.42
Hong Kong,2023/3/4,93.44
Hong Kong,2023/3/5,93.45
Hong Kong,2023/3/6,93.47
Hong Kong,2023/3/7,93.49
Hong Kong,2023/3/8,93.51
Hong Kong,2023/3/9,93.53
Hong Kong,2023/3/10,93.55
Hong Kong,2023/3/11,93.57
Hong Kong,2023/3/12,93.58
Hong Kong,2023/3/13,93.6
Hong Kong,2023/3/14,93.61
Hong Kong,2023/3/15,93.63
Hong Kong,2023/3/16,93.64
Hong Kong,2023/3/17,93.66
Hong Kong,2023/3/18,93.67
Hong Kong,2023/3/19,93.68
Hong Kong,2023/3/20,93.7
Hong Kong,2023/3/21,93.71
Hong Kong,2023/3/22,93.72
Hong Kong,2023/3/23,93.74
Hong Kong,2023/3/24,93.76
Hong Kong,2023/3/25,93.77
Hong Kong,2023/3/26,93.77
Hungary,2021/8/31,3.23
Hungary,2021/9/1,3.43
Hungary,2021/9/2,3.8
Hungary,2021/9/5,4.05
Hungary,2021/9/6,4.19
Hungary,2021/9/7,4.39
Hungary,2021/9/8,4.63
Hungary,2021/9/9,4.89
Hungary,2021/9/12,5.14
Hungary,2021/9/13,5.27
Hungary,2021/9/14,5.46
Hungary,2021/9/15,5.67
Hungary,2021/9/16,5.92
Hungary,2021/9/19,6.14
Hungary,2021/9/20,6.28
Hungary,2021/9/21,6.48
Hungary,2021/9/22,6.69
Hungary,2021/9/23,6.93
Hungary,2021/9/26,7.16
Hungary,2021/9/27,7.27
Hungary,2021/9/28,7.44
Hungary,2021/9/29,7.62
Hungary,2021/9/30,7.87
Hungary,2021/10/4,8.19
Hungary,2021/10/5,8.36
Hungary,2021/10/6,8.57
Hungary,2021/10/7,8.8
Hungary,2021/10/10,9.01
Hungary,2021/10/11,9.14
Hungary,2021/10/12,9.31
Hungary,2021/10/13,9.51
Hungary,2021/10/14,9.76
Hungary,2021/10/17,10
Hungary,2021/10/18,10.15
Hungary,2021/10/19,10.36
Hungary,2021/10/20,10.59
Hungary,2021/10/21,10.86
Hungary,2021/10/24,11.08
Hungary,2021/10/25,11.24
Hungary,2021/10/26,11.45
Hungary,2021/10/27,11.68
Hungary,2021/10/28,11.95
Hungary,2021/10/31,12.25
Hungary,2021/11/1,12.25
Hungary,2021/11/2,12.47
Hungary,2021/11/3,12.78
Hungary,2021/11/4,13.19
Hungary,2021/11/7,13.73
Hungary,2021/11/8,14.02
Hungary,2021/11/9,14.36
Hungary,2021/11/10,14.8
Hungary,2021/11/11,15.32
Hungary,2021/11/14,15.99
Hungary,2021/11/15,16.34
Hungary,2021/11/16,16.73
Hungary,2021/11/17,17.2
Hungary,2021/11/18,17.71
Hungary,2021/11/21,18.4
Hungary,2021/11/22,19.46
Hungary,2021/11/23,20.5
Hungary,2021/11/24,21.6
Hungary,2021/11/25,22.77
Hungary,2021/11/28,24.86
Hungary,2021/11/29,25.24
Hungary,2021/11/30,25.67
Hungary,2021/12/1,26.18
Hungary,2021/12/2,26.74
Hungary,2021/12/5,27.75
Hungary,2021/12/6,27.99
Hungary,2021/12/7,28.34
Hungary,2021/12/8,28.74
Hungary,2021/12/9,29.16
Hungary,2021/12/12,30.15
Hungary,2021/12/13,30.25
Hungary,2021/12/14,30.38
Hungary,2021/12/15,30.54
Hungary,2021/12/16,30.75
Hungary,2021/12/19,31.14
Hungary,2021/12/20,31.24
Hungary,2021/12/21,31.35
Hungary,2021/12/22,31.46
Hungary,2021/12/27,31.64
Hungary,2021/12/28,31.72
Hungary,2021/12/29,31.81
Hungary,2021/12/30,31.87
Hungary,2022/1/2,31.89
Hungary,2022/1/3,31.95
Hungary,2022/1/4,32.02
Hungary,2022/1/5,32.09
Hungary,2022/1/6,32.28
Hungary,2022/1/9,32.97
Hungary,2022/1/10,33.03
Hungary,2022/1/11,33.1
Hungary,2022/1/12,33.17
Hungary,2022/1/13,33.33
Hungary,2022/1/16,34.28
Hungary,2022/1/17,34.35
Hungary,2022/1/18,34.42
Hungary,2022/1/19,34.49
Hungary,2022/1/20,34.69
Hungary,2022/1/23,35.66
Hungary,2022/1/24,35.72
Hungary,2022/1/25,35.79
Hungary,2022/1/26,35.85
Hungary,2022/1/27,36.06
Hungary,2022/1/30,36.96
Hungary,2022/1/31,37.01
Hungary,2022/2/1,37.06
Hungary,2022/2/2,37.12
Hungary,2022/2/3,37.25
Hungary,2022/2/6,37.48
Hungary,2022/2/7,37.51
Hungary,2022/2/8,37.54
Hungary,2022/2/9,37.59
Hungary,2022/2/10,37.67
Hungary,2022/2/14,37.84
Hungary,2022/2/15,37.86
Hungary,2022/2/16,37.89
Hungary,2022/2/17,37.94
Hungary,2022/2/20,38.04
Hungary,2022/2/21,38.05
Hungary,2022/2/22,38.07
Hungary,2022/2/23,38.09
Hungary,2022/2/24,38.14
Hungary,2022/2/27,38.22
Hungary,2022/2/28,38.23
Hungary,2022/3/1,38.24
Hungary,2022/3/2,38.26
Hungary,2022/3/3,38.29
Hungary,2022/3/6,40.6
Hungary,2022/3/7,40.62
Hungary,2022/3/8,40.64
Hungary,2022/3/9,40.67
Hungary,2022/3/10,40.73
Hungary,2022/3/15,40.79
Hungary,2022/3/16,40.81
Hungary,2022/3/17,40.84
Hungary,2022/3/20,40.91
Hungary,2022/3/21,40.92
Hungary,2022/3/22,40.93
Hungary,2022/3/23,40.95
Hungary,2022/3/24,41.01
Hungary,2022/3/27,41.11
Hungary,2022/3/28,41.12
Hungary,2022/3/29,41.13
Hungary,2022/3/30,41.15
Hungary,2022/3/31,41.21
Hungary,2022/4/4,41.29
Hungary,2022/4/5,41.31
Hungary,2022/4/6,41.32
Hungary,2022/4/7,41.37
Hungary,2022/4/10,41.41
Hungary,2022/4/11,41.42
Hungary,2022/4/12,41.44
Hungary,2022/4/13,41.45
Hungary,2022/4/18,41.49
Hungary,2022/4/19,41.51
Hungary,2022/4/20,41.52
Hungary,2022/4/21,41.53
Hungary,2022/4/24,41.6
Hungary,2022/4/25,41.6
Hungary,2022/4/26,41.62
Hungary,2022/4/27,41.63
Hungary,2022/4/28,41.64
Hungary,2022/5/1,41.69
Hungary,2022/5/10,41.76
Hungary,2022/5/17,41.82
Hungary,2022/5/24,41.87
Hungary,2022/5/31,41.92
Hungary,2022/6/7,41.95
Hungary,2022/6/14,41.98
Hungary,2022/6/21,42
Hungary,2022/6/28,42.03
Hungary,2022/7/5,42.04
Hungary,2022/7/12,42.08
Hungary,2022/7/19,42.12
Hungary,2022/7/26,42.18
Hungary,2022/8/2,42.23
Hungary,2022/8/9,42.29
Hungary,2022/8/16,42.35
Hungary,2022/8/23,42.39
Hungary,2022/8/30,42.43
Hungary,2022/9/6,42.46
Hungary,2022/9/13,42.49
Hungary,2022/9/20,42.51
Hungary,2022/9/27,42.56
Hungary,2022/10/4,42.6
Hungary,2022/10/11,42.65
Hungary,2022/10/18,42.7
Hungary,2022/10/25,42.78
Hungary,2022/11/8,42.9
Hungary,2022/11/15,42.97
Hungary,2022/11/22,43.04
Hungary,2022/11/29,43.09
Hungary,2022/12/4,43.16
Hungary,2022/12/6,43.16
Hungary,2022/12/13,43.22
Hungary,2022/12/20,43.28
Hungary,2022/12/27,43.31
Iceland,2021/8/25,9.64
Iceland,2021/8/26,9.85
Iceland,2021/8/27,10.13
Iceland,2021/8/31,10.31
Iceland,2021/9/1,10.37
Iceland,2021/9/2,10.45
Iceland,2021/9/3,10.67
Iceland,2021/9/7,10.76
Iceland,2021/9/9,11.2
Iceland,2021/9/10,11.54
Iceland,2021/9/14,11.63
Iceland,2021/9/15,11.7
Iceland,2021/9/16,12.18
Iceland,2021/9/17,12.52
Iceland,2021/9/21,12.7
Iceland,2021/9/23,12.98
Iceland,2021/9/30,13.58
Iceland,2021/10/7,14.37
Iceland,2021/10/14,15.19
Iceland,2021/10/21,16.44
Iceland,2021/10/28,17.08
Iceland,2021/11/4,17.92
Iceland,2021/11/11,19.57
Iceland,2021/11/16,21.58
Iceland,2021/11/18,26.53
Iceland,2021/11/23,29.87
Iceland,2021/11/25,33.92
Iceland,2021/11/30,36.74
Iceland,2021/12/2,41.05
Iceland,2021/12/7,43.17
Iceland,2021/12/9,47.21
Iceland,2021/12/14,49.67
Iceland,2021/12/16,50.86
Iceland,2021/12/21,52.34
Iceland,2021/12/23,53.32
Iceland,2021/12/28,53.47
Iceland,2021/12/30,53.88
Iceland,2022/1/4,54.22
Iceland,2022/1/6,54.9
Iceland,2022/1/11,56.38
Iceland,2022/1/13,57.59
Iceland,2022/1/18,58.79
Iceland,2022/1/20,60.44
Iceland,2022/1/25,62.15
Iceland,2022/1/28,63.82
Iceland,2022/2/1,64.8
Iceland,2022/2/3,65.17
Iceland,2022/2/8,65.61
Iceland,2022/2/11,66.03
Iceland,2022/2/15,66.11
Iceland,2022/2/22,66.49
Iceland,2022/3/1,66.94
Iceland,2022/3/8,67
Iceland,2022/3/15,67.06
Iceland,2022/3/22,67.13
Iceland,2022/3/29,67.19
India,2022/1/13,0.23
India,2022/1/14,0.25
India,2022/1/15,0.29
India,2022/1/16,0.3
India,2022/1/18,0.33
India,2022/1/19,0.41
India,2022/1/20,0.45
India,2022/1/21,0.5
India,2022/1/22,0.54
India,2022/1/23,0.55
India,2022/1/24,0.56
India,2022/1/25,0.6
India,2022/1/26,0.64
India,2022/1/27,0.66
India,2022/1/28,0.71
India,2022/1/29,0.74
India,2022/1/30,0.79
India,2022/1/31,0.83
India,2022/2/1,0.87
India,2022/2/2,0.9
India,2022/2/3,0.93
India,2022/2/4,0.96
India,2022/2/5,0.99
India,2022/2/6,1
India,2022/2/7,1
India,2022/2/8,1.03
India,2022/2/9,1.07
India,2022/2/10,1.07
India,2022/2/11,1.12
India,2022/2/12,1.14
India,2022/2/13,1.16
India,2022/2/14,1.17
India,2022/2/15,1.2
India,2022/2/16,1.21
India,2022/2/17,1.23
India,2022/2/18,1.24
India,2022/2/19,1.26
India,2022/2/20,1.26
India,2022/2/21,1.27
India,2022/2/22,1.28
India,2022/2/23,1.29
India,2022/2/24,1.3
India,2022/2/25,1.31
India,2022/2/26,1.32
India,2022/2/27,1.33
India,2022/2/28,1.33
India,2022/3/1,1.34
India,2022/3/2,1.34
India,2022/3/3,1.35
India,2022/3/4,1.36
India,2022/3/5,1.37
India,2022/3/6,1.37
India,2022/3/7,1.38
India,2022/3/8,1.38
India,2022/3/9,1.39
India,2022/3/10,1.4
India,2022/3/11,1.4
India,2022/3/12,1.41
India,2022/3/13,1.41
India,2022/3/14,1.42
India,2022/3/15,1.42
India,2022/3/16,1.43
India,2022/3/17,1.44
India,2022/3/18,1.44
India,2022/3/19,1.44
India,2022/3/20,1.44
India,2022/3/21,1.45
India,2022/3/22,1.46
India,2022/3/23,1.47
India,2022/3/24,1.48
India,2022/3/25,1.49
India,2022/3/26,1.5
India,2022/3/27,1.5
India,2022/3/28,1.51
India,2022/3/29,1.51
India,2022/3/30,1.53
India,2022/3/31,1.54
India,2022/4/1,1.55
India,2022/4/4,1.57
India,2022/4/5,1.58
India,2022/4/6,1.59
India,2022/4/7,1.6
India,2022/4/8,1.61
India,2022/4/9,1.62
India,2022/4/10,1.62
India,2022/4/11,1.63
India,2022/4/12,1.65
India,2022/4/13,1.66
India,2022/4/14,1.67
India,2022/4/15,1.68
India,2022/4/18,1.71
India,2022/4/19,1.72
India,2022/4/20,1.73
India,2022/4/21,1.74
India,2022/4/22,1.76
India,2022/4/24,1.79
India,2022/4/25,1.8
India,2022/4/26,1.81
India,2022/4/27,1.83
India,2022/4/28,1.85
India,2022/4/29,1.87
India,2022/4/30,1.89
India,2022/5/1,1.9
India,2022/5/2,1.91
India,2022/5/3,1.92
India,2022/5/4,1.93
India,2022/5/5,1.95
India,2022/5/6,1.96
India,2022/5/7,1.98
India,2022/5/8,1.99
India,2022/5/9,2
India,2022/5/10,2.01
India,2022/5/11,2.03
India,2022/5/12,2.04
India,2022/5/13,2.05
India,2022/5/14,2.07
India,2022/5/15,2.08
India,2022/5/16,2.09
India,2022/5/17,2.11
India,2022/5/18,2.13
India,2022/5/19,2.14
India,2022/5/20,2.16
India,2022/5/21,2.18
India,2022/5/22,2.2
India,2022/5/23,2.22
India,2022/5/24,2.25
India,2022/5/25,2.27
India,2022/5/26,2.29
India,2022/5/27,2.31
India,2022/5/28,2.33
India,2022/5/29,2.35
India,2022/5/30,2.36
India,2022/5/31,2.38
India,2022/6/1,2.42
India,2022/6/2,2.42
India,2022/6/3,2.44
India,2022/6/4,2.46
India,2022/6/5,2.48
India,2022/6/6,2.49
India,2022/6/7,2.51
India,2022/6/8,2.54
India,2022/6/9,2.57
India,2022/6/10,2.59
India,2022/6/11,2.62
India,2022/6/12,2.64
India,2022/6/13,2.65
India,2022/6/14,2.68
India,2022/6/15,2.7
India,2022/6/16,2.74
India,2022/6/17,2.77
India,2022/6/18,2.8
India,2022/6/19,2.83
India,2022/6/20,2.84
India,2022/6/21,2.86
India,2022/6/22,2.89
India,2022/6/23,2.92
India,2022/6/24,2.95
India,2022/6/25,2.98
India,2022/6/26,3.01
India,2022/6/27,3.02
India,2022/6/28,3.06
India,2022/6/29,3.1
India,2022/6/30,3.13
India,2022/7/1,3.15
India,2022/7/2,3.18
India,2022/7/3,3.2
India,2022/7/4,3.21
India,2022/7/5,3.24
India,2022/7/6,3.26
India,2022/7/7,3.3
India,2022/7/8,3.34
India,2022/7/10,3.42
India,2022/7/11,3.44
India,2022/7/12,3.47
India,2022/7/13,3.54
India,2022/7/14,3.6
India,2022/7/15,3.72
India,2022/7/18,3.99
India,2022/7/19,4.09
India,2022/7/20,4.24
India,2022/7/21,4.42
India,2022/7/22,4.62
India,2022/7/23,4.83
India,2022/7/24,4.99
India,2022/7/25,5.09
India,2022/7/26,5.28
India,2022/7/27,5.45
India,2022/7/28,5.7
India,2022/7/29,5.9
India,2022/7/30,6.1
India,2022/7/31,6.26
India,2022/8/1,6.32
India,2022/8/2,6.48
India,2022/8/4,6.85
India,2022/8/5,7.05
India,2022/8/6,7.24
India,2022/8/7,7.41
India,2022/8/8,7.61
India,2022/8/9,7.78
India,2022/8/10,7.88
India,2022/8/11,8.02
India,2022/8/12,8.13
India,2022/8/13,8.28
India,2022/8/14,8.44
India,2022/8/15,8.59
India,2022/8/16,8.64
India,2022/8/17,8.81
India,2022/8/18,9.05
India,2022/8/19,9.22
India,2022/8/20,9.31
India,2022/8/21,9.48
India,2022/8/22,9.68
India,2022/8/23,9.86
India,2022/8/24,10.02
India,2022/8/25,10.16
India,2022/8/26,10.34
India,2022/8/27,10.5
India,2022/8/28,10.65
India,2022/8/29,10.81
India,2022/8/30,10.97
India,2022/8/31,11.1
India,2022/9/1,11.19
India,2022/9/2,11.32
India,2022/9/3,11.48
India,2022/9/4,11.61
India,2022/9/5,11.79
India,2022/9/6,11.91
India,2022/9/7,12.04
India,2022/9/8,12.27
India,2022/9/9,12.43
India,2022/9/10,12.57
India,2022/9/11,12.69
India,2022/9/12,12.86
India,2022/9/13,12.99
India,2022/9/14,13.12
India,2022/9/15,13.31
India,2022/9/16,13.42
India,2022/9/17,13.57
India,2022/9/18,13.67
India,2022/9/19,13.74
India,2022/9/20,13.82
India,2022/9/21,13.89
India,2022/9/22,13.99
India,2022/9/23,14.08
India,2022/9/24,14.17
India,2022/9/25,14.27
India,2022/9/26,14.33
India,2022/9/27,14.42
India,2022/9/28,14.52
India,2022/9/29,14.66
India,2022/9/30,14.87
India,2022/10/1,14.96
India,2022/10/2,15
India,2022/10/3,15.01
India,2022/10/4,15.03
India,2022/10/5,15.04
India,2022/10/6,15.05
India,2022/10/7,15.07
India,2022/10/8,15.1
India,2022/10/9,15.13
India,2022/10/10,15.14
India,2022/10/11,15.17
India,2022/10/12,15.21
India,2022/10/14,15.26
India,2022/10/15,15.29
India,2022/10/16,15.32
India,2022/10/17,15.33
India,2022/10/18,15.35
India,2022/10/19,15.37
India,2022/10/20,15.4
India,2022/10/21,15.42
India,2022/10/22,15.43
India,2022/10/23,15.44
India,2022/10/24,15.44
India,2022/10/25,15.44
India,2022/10/26,15.45
India,2022/10/27,15.46
India,2022/10/28,15.47
India,2022/10/29,15.47
India,2022/10/30,15.48
India,2022/11/1,15.49
India,2022/11/2,15.5
India,2022/11/3,15.5
India,2022/11/4,15.51
India,2022/11/5,15.52
India,2022/11/6,15.53
India,2022/11/7,15.53
India,2022/11/8,15.54
India,2022/11/9,15.54
India,2022/11/10,15.55
India,2022/11/11,15.55
India,2022/11/12,15.56
India,2022/11/13,15.56
India,2022/11/14,15.57
India,2022/11/15,15.57
India,2022/11/16,15.58
India,2022/11/17,15.58
India,2022/11/18,15.59
India,2022/11/19,15.59
India,2022/11/20,15.59
India,2022/11/21,15.6
India,2022/11/22,15.6
India,2022/11/23,15.6
India,2022/11/24,15.61
India,2022/11/25,15.61
India,2022/11/26,15.61
India,2022/11/27,15.62
India,2022/11/28,15.62
India,2022/11/29,15.62
India,2022/11/30,15.62
India,2022/12/1,15.62
India,2022/12/2,15.63
India,2022/12/3,15.63
India,2022/12/4,15.63
India,2022/12/5,15.63
India,2022/12/6,15.63
India,2022/12/7,15.64
India,2022/12/8,15.64
India,2022/12/9,15.64
India,2022/12/10,15.64
India,2022/12/11,15.64
India,2022/12/12,15.64
India,2022/12/13,15.65
India,2022/12/14,15.65
India,2022/12/15,15.65
India,2022/12/16,15.65
India,2022/12/17,15.66
India,2022/12/18,15.66
India,2022/12/19,15.66
India,2022/12/20,15.66
India,2022/12/21,15.66
India,2022/12/22,15.67
India,2022/12/23,15.67
India,2022/12/24,15.68
India,2022/12/25,15.68
India,2022/12/26,15.68
India,2022/12/27,15.69
India,2022/12/28,15.69
India,2022/12/29,15.7
India,2022/12/30,15.7
India,2022/12/31,15.71
India,2023/1/1,15.71
India,2023/1/2,15.71
India,2023/1/3,15.71
India,2023/1/4,15.71
India,2023/1/5,15.72
India,2023/1/6,15.72
India,2023/1/7,15.72
India,2023/1/8,15.73
India,2023/1/9,15.73
India,2023/1/10,15.73
India,2023/1/11,15.73
India,2023/1/12,15.74
India,2023/1/13,15.74
India,2023/1/14,15.74
India,2023/1/15,15.74
India,2023/1/16,15.74
India,2023/1/17,15.75
India,2023/1/18,15.75
India,2023/1/19,15.76
India,2023/1/20,15.77
India,2023/1/21,15.79
India,2023/1/22,15.81
India,2023/1/23,15.81
India,2023/1/24,15.83
India,2023/1/25,15.84
India,2023/1/26,15.86
India,2023/1/27,15.86
India,2023/1/28,15.87
India,2023/1/29,15.89
India,2023/1/30,15.92
India,2023/1/31,15.94
India,2023/2/1,15.95
India,2023/2/2,15.96
India,2023/2/3,15.97
India,2023/2/4,15.98
India,2023/2/5,15.99
India,2023/2/6,15.99
India,2023/2/7,16
India,2023/2/8,16.01
India,2023/2/9,16.02
India,2023/2/10,16.02
India,2023/2/11,16.02
India,2023/2/12,16.02
India,2023/2/13,16.02
India,2023/2/14,16.02
India,2023/2/15,16.02
India,2023/2/16,16.02
India,2023/2/17,16.02
India,2023/2/18,16.02
India,2023/2/19,16.02
India,2023/2/20,16.02
India,2023/2/21,16.02
India,2023/2/22,16.02
India,2023/2/23,16.02
India,2023/2/24,16.02
India,2023/2/25,16.02
India,2023/2/26,16.02
India,2023/2/27,16.03
India,2023/2/28,16.03
India,2023/3/1,16.03
India,2023/3/2,16.03
India,2023/3/3,16.03
India,2023/3/4,16.03
India,2023/3/5,16.03
India,2023/3/6,16.03
India,2023/3/7,16.03
India,2023/3/8,16.03
India,2023/3/9,16.03
India,2023/3/10,16.03
India,2023/3/11,16.03
India,2023/3/12,16.03
India,2023/3/13,16.03
India,2023/3/14,16.03
India,2023/3/15,16.03
India,2023/3/16,16.03
India,2023/3/17,16.03
India,2023/3/19,16.03
India,2023/3/20,16.03
India,2023/3/21,16.03
