Entity,Day,total_boosters_per_hundred
Afghanistan,2023/2/19,0.52
Afghanistan,2023/2/23,0.72
Afghanistan,2023/2/26,1.31
Afghanistan,2023/2/28,1.56
Afghanistan,2023/3/5,2.18
Afghanistan,2023/3/12,2.37
Afghanistan,2023/3/14,2.37
Afghanistan,2023/3/19,2.46
Afghanistan,2023/3/21,2.46
Africa,2021/10/28,0
Africa,2021/10/29,0
Africa,2021/10/30,0.01
Africa,2021/10/31,0.01
Africa,2021/11/1,0.01
Africa,2021/11/2,0.01
Africa,2021/11/3,0.01
Africa,2021/11/4,0.01
Africa,2021/11/5,0.01
Africa,2021/11/6,0.01
Africa,2021/11/7,0.01
Africa,2021/11/8,0.01
Africa,2021/11/9,0.01
Africa,2021/11/10,0.02
Africa,2021/11/11,0.02
Africa,2021/11/12,0.02
Africa,2021/11/13,0.02
Africa,2021/11/14,0.02
Africa,2021/11/15,0.02
Africa,2021/11/16,0.02
Africa,2021/11/17,0.02
Africa,2021/11/18,0.02
Africa,2021/11/19,0.02
Africa,2021/11/20,0.02
Africa,2021/11/21,0.02
Africa,2021/11/22,0.02
Africa,2021/11/23,0.02
Africa,2021/11/24,0.02
Africa,2021/11/25,0.03
Africa,2021/11/26,0.03
Africa,2021/11/27,0.03
Africa,2021/11/28,0.03
Africa,2021/11/29,0.03
Africa,2021/11/30,0.03
Africa,2021/12/1,0.03
Africa,2021/12/2,0.03
Africa,2021/12/3,0.03
Africa,2021/12/4,0.03
Africa,2021/12/5,0.03
Africa,2021/12/6,0.04
Africa,2021/12/7,0.04
Africa,2021/12/8,0.04
Africa,2021/12/9,0.04
Africa,2021/12/10,0.04
Africa,2021/12/11,0.04
Africa,2021/12/12,0.04
Africa,2021/12/13,0.04
Africa,2021/12/14,0.05
Africa,2021/12/15,0.05
Africa,2021/12/16,0.05
Africa,2021/12/17,0.05
Africa,2021/12/18,0.05
Africa,2021/12/19,0.05
Africa,2021/12/20,0.05
Africa,2021/12/21,0.05
Africa,2021/12/22,0.05
Africa,2021/12/23,0.05
Africa,2021/12/24,0.06
Africa,2021/12/25,0.06
Africa,2021/12/26,0.06
Africa,2021/12/27,0.06
Africa,2021/12/28,0.06
Africa,2021/12/29,0.06
Africa,2021/12/30,0.06
Africa,2021/12/31,0.06
Africa,2022/1/1,0.06
Africa,2022/1/2,0.06
Africa,2022/1/3,0.07
Africa,2022/1/4,0.07
Africa,2022/1/5,0.07
Africa,2022/1/6,0.07
Africa,2022/1/7,0.07
Africa,2022/1/8,0.07
Africa,2022/1/9,0.07
Africa,2022/1/10,0.07
Africa,2022/1/11,0.07
Africa,2022/1/12,0.07
Africa,2022/1/13,0.08
Africa,2022/1/14,0.08
Africa,2022/1/15,0.08
Africa,2022/1/16,0.08
Africa,2022/1/17,0.11
Africa,2022/1/18,0.11
Africa,2022/1/19,0.11
Africa,2022/1/20,0.11
Africa,2022/1/21,0.17
Africa,2022/1/22,0.17
Africa,2022/1/23,0.17
Africa,2022/1/24,0.18
Africa,2022/1/25,0.18
Africa,2022/1/26,0.18
Africa,2022/1/27,0.18
Africa,2022/1/28,0.19
Africa,2022/1/29,0.19
Africa,2022/1/30,0.19
Africa,2022/1/31,0.19
Africa,2022/2/1,0.19
Africa,2022/2/2,0.19
Africa,2022/2/3,0.19
Africa,2022/2/4,0.2
Africa,2022/2/5,0.2
Africa,2022/2/6,0.2
Africa,2022/2/7,0.2
Africa,2022/2/8,0.2
Africa,2022/2/9,0.21
Africa,2022/2/10,0.21
Africa,2022/2/11,0.21
Africa,2022/2/12,0.21
Africa,2022/2/13,0.21
Africa,2022/2/14,0.21
Africa,2022/2/15,0.21
Africa,2022/2/16,0.22
Africa,2022/2/17,0.77
Africa,2022/2/18,0.78
Africa,2022/2/19,0.78
Africa,2022/2/20,0.78
Africa,2022/2/21,0.78
Africa,2022/2/22,0.78
Africa,2022/2/23,0.79
Africa,2022/2/24,0.91
Africa,2022/2/25,0.92
Africa,2022/2/26,0.92
Africa,2022/2/27,0.92
Africa,2022/2/28,0.92
Africa,2022/3/1,0.93
Africa,2022/3/2,0.93
Africa,2022/3/3,0.93
Africa,2022/3/4,0.98
Africa,2022/3/5,0.98
Africa,2022/3/6,0.98
Africa,2022/3/7,0.99
Africa,2022/3/8,0.99
Africa,2022/3/9,1
Africa,2022/3/10,1.03
Africa,2022/3/11,1.04
Africa,2022/3/12,1.04
Africa,2022/3/13,1.05
Africa,2022/3/14,1.05
Africa,2022/3/15,1.05
Africa,2022/3/16,1.06
Africa,2022/3/17,1.08
Africa,2022/3/18,1.09
Africa,2022/3/19,1.09
Africa,2022/3/20,1.12
Africa,2022/3/21,1.13
Africa,2022/3/22,1.13
Africa,2022/3/23,1.14
Africa,2022/3/24,1.16
Africa,2022/3/25,1.16
Africa,2022/3/26,1.17
Africa,2022/3/27,1.26
Africa,2022/3/28,1.26
Africa,2022/3/29,1.29
Africa,2022/3/30,1.29
Africa,2022/3/31,1.32
Africa,2022/4/1,1.32
Africa,2022/4/2,1.32
Africa,2022/4/3,1.33
Africa,2022/4/4,1.34
Africa,2022/4/5,1.34
Africa,2022/4/6,1.34
Africa,2022/4/7,1.35
Africa,2022/4/8,1.35
Africa,2022/4/9,1.36
Africa,2022/4/10,1.36
Africa,2022/4/11,1.37
Africa,2022/4/12,1.38
Africa,2022/4/13,1.38
Africa,2022/4/14,1.39
Africa,2022/4/15,1.39
Africa,2022/4/16,1.39
Africa,2022/4/17,1.39
Africa,2022/4/18,1.39
Africa,2022/4/19,1.39
Africa,2022/4/20,1.39
Africa,2022/4/21,1.4
Africa,2022/4/22,1.4
Africa,2022/4/23,1.42
Africa,2022/4/24,1.42
Africa,2022/4/25,1.42
Africa,2022/4/26,1.49
Africa,2022/4/27,1.5
Africa,2022/4/28,1.5
Africa,2022/4/29,1.5
Africa,2022/4/30,1.51
Africa,2022/5/1,1.55
Africa,2022/5/2,1.55
Africa,2022/5/3,1.55
Africa,2022/5/4,1.56
Africa,2022/5/5,1.56
Africa,2022/5/6,1.57
Africa,2022/5/7,1.57
Africa,2022/5/8,1.59
Africa,2022/5/9,1.59
Africa,2022/5/10,1.6
Africa,2022/5/11,1.6
Africa,2022/5/12,1.6
Africa,2022/5/13,1.6
Africa,2022/5/14,1.62
Africa,2022/5/15,1.63
Africa,2022/5/16,1.63
Africa,2022/5/17,1.63
Africa,2022/5/18,1.64
Africa,2022/5/19,1.64
Africa,2022/5/20,1.64
Africa,2022/5/21,1.64
Africa,2022/5/22,1.66
Africa,2022/5/23,1.66
Africa,2022/5/24,1.66
Africa,2022/5/25,1.66
Africa,2022/5/26,1.66
Africa,2022/5/27,1.66
Africa,2022/5/28,1.67
Africa,2022/5/29,1.69
Africa,2022/5/30,1.69
Africa,2022/5/31,1.69
Africa,2022/6/1,1.69
Africa,2022/6/2,1.69
Africa,2022/6/3,1.69
Africa,2022/6/4,1.7
Africa,2022/6/5,1.71
Africa,2022/6/6,1.71
Africa,2022/6/7,1.71
Africa,2022/6/8,1.71
Africa,2022/6/9,1.71
Africa,2022/6/10,1.71
Africa,2022/6/11,1.71
Africa,2022/6/12,1.71
Africa,2022/6/13,1.71
Africa,2022/6/14,1.82
Africa,2022/6/15,1.83
Africa,2022/6/16,1.83
Africa,2022/6/17,1.83
Africa,2022/6/18,1.83
Africa,2022/6/19,1.9
Africa,2022/6/20,1.92
Africa,2022/6/21,1.92
Africa,2022/6/22,1.93
Africa,2022/6/23,1.93
Africa,2022/6/24,1.93
Africa,2022/6/25,1.93
Africa,2022/6/26,2.04
Africa,2022/6/27,2.07
Africa,2022/6/28,2.07
Africa,2022/6/29,2.1
Africa,2022/6/30,2.1
Africa,2022/7/1,2.1
Africa,2022/7/2,2.1
Africa,2022/7/3,2.13
Africa,2022/7/4,2.13
Africa,2022/7/5,2.15
Africa,2022/7/6,2.15
Africa,2022/7/7,2.15
Africa,2022/7/8,2.15
Africa,2022/7/9,2.15
Africa,2022/7/10,2.2
Africa,2022/7/11,2.2
Africa,2022/7/12,2.2
Africa,2022/7/13,2.21
Africa,2022/7/14,2.21
Africa,2022/7/15,2.21
Africa,2022/7/16,2.23
Africa,2022/7/17,2.26
Africa,2022/7/18,2.26
Africa,2022/7/19,2.3
Africa,2022/7/20,2.3
Africa,2022/7/21,2.3
Africa,2022/7/22,2.3
Africa,2022/7/23,2.3
Africa,2022/7/24,2.32
Africa,2022/7/25,2.32
Africa,2022/7/26,2.32
Africa,2022/7/27,2.35
Africa,2022/7/28,2.35
Africa,2022/7/29,2.35
Africa,2022/7/30,2.36
Africa,2022/7/31,2.4
Africa,2022/8/1,2.4
Africa,2022/8/2,2.4
Africa,2022/8/3,2.4
Africa,2022/8/4,2.4
Africa,2022/8/5,2.4
Africa,2022/8/6,2.4
Africa,2022/8/7,3.08
Africa,2022/8/8,3.08
Africa,2022/8/9,3.08
Africa,2022/8/10,3.08
Africa,2022/8/11,3.08
Africa,2022/8/12,3.08
Africa,2022/8/13,3.08
Africa,2022/8/14,3.18
Africa,2022/8/15,3.19
Africa,2022/8/16,3.19
Africa,2022/8/17,3.19
Africa,2022/8/18,3.19
Africa,2022/8/19,3.19
Africa,2022/8/20,3.2
Africa,2022/8/21,3.3
Africa,2022/8/22,3.3
Africa,2022/8/23,3.3
Africa,2022/8/24,3.3
Africa,2022/8/25,3.3
Africa,2022/8/26,3.3
Africa,2022/8/27,3.3
Africa,2022/8/28,3.31
Africa,2022/8/29,3.31
Africa,2022/8/30,3.33
Africa,2022/8/31,3.33
Africa,2022/9/1,3.33
Africa,2022/9/2,3.33
Africa,2022/9/3,3.33
Africa,2022/9/4,3.43
Africa,2022/9/5,3.43
Africa,2022/9/6,3.43
Africa,2022/9/7,3.43
Africa,2022/9/8,3.43
Africa,2022/9/9,3.43
Africa,2022/9/10,3.43
Africa,2022/9/11,3.45
Africa,2022/9/12,3.45
Africa,2022/9/13,3.45
Africa,2022/9/14,3.45
Africa,2022/9/15,3.45
Africa,2022/9/16,3.45
Africa,2022/9/17,3.45
Africa,2022/9/18,3.46
Africa,2022/9/19,3.46
Africa,2022/9/20,3.46
Africa,2022/9/21,3.46
Africa,2022/9/22,3.46
Africa,2022/9/23,3.46
Africa,2022/9/24,3.46
Africa,2022/9/25,3.56
Africa,2022/9/26,3.57
Africa,2022/9/27,3.57
Africa,2022/9/28,3.57
Africa,2022/9/29,3.58
Africa,2022/9/30,3.58
Africa,2022/10/1,3.58
Africa,2022/10/2,3.64
Africa,2022/10/3,3.64
Africa,2022/10/4,3.64
Africa,2022/10/5,3.64
Africa,2022/10/6,3.64
Africa,2022/10/7,3.64
Africa,2022/10/8,3.64
Africa,2022/10/9,3.71
Africa,2022/10/10,3.71
Africa,2022/10/11,3.71
Africa,2022/10/12,3.71
Africa,2022/10/13,3.71
Africa,2022/10/14,3.71
Africa,2022/10/15,3.71
Africa,2022/10/16,3.74
Africa,2022/10/17,3.74
Africa,2022/10/18,3.74
Africa,2022/10/19,3.74
Africa,2022/10/20,3.74
Africa,2022/10/21,3.74
Africa,2022/10/22,3.74
Africa,2022/10/23,3.78
Africa,2022/10/24,3.78
Africa,2022/10/25,3.79
Africa,2022/10/26,3.79
Africa,2022/10/27,3.79
Africa,2022/10/28,3.79
Africa,2022/10/29,3.79
Africa,2022/10/30,3.85
Africa,2022/10/31,3.85
Africa,2022/11/1,3.85
Africa,2022/11/2,3.85
Africa,2022/11/3,3.85
Africa,2022/11/4,3.85
Africa,2022/11/5,3.85
Africa,2022/11/6,3.88
Africa,2022/11/7,3.88
Africa,2022/11/8,3.88
Africa,2022/11/9,3.88
Africa,2022/11/10,3.88
Africa,2022/11/11,3.88
Africa,2022/11/12,3.88
Africa,2022/11/13,4.01
Africa,2022/11/14,4.01
Africa,2022/11/15,4.01
Africa,2022/11/16,4.01
Africa,2022/11/17,4.01
Africa,2022/11/18,4.01
Africa,2022/11/19,4.01
Africa,2022/11/20,4.09
Africa,2022/11/21,4.09
Africa,2022/11/22,4.09
Africa,2022/11/23,4.09
Africa,2022/11/24,4.09
Africa,2022/11/25,4.09
Africa,2022/11/26,4.09
Africa,2022/11/27,4.13
Africa,2022/11/28,4.13
Africa,2022/11/29,4.13
Africa,2022/11/30,4.13
Africa,2022/12/1,4.13
Africa,2022/12/2,4.13
Africa,2022/12/3,4.13
Africa,2022/12/4,4.16
Africa,2022/12/5,4.16
Africa,2022/12/6,4.16
Africa,2022/12/7,4.16
Africa,2022/12/8,4.16
Africa,2022/12/9,4.16
Africa,2022/12/10,4.16
Africa,2022/12/11,4.32
Africa,2022/12/12,4.35
Africa,2022/12/13,4.35
Africa,2022/12/14,4.35
Africa,2022/12/15,4.35
Africa,2022/12/16,4.35
Africa,2022/12/17,4.35
Africa,2022/12/18,4.4
Africa,2022/12/19,4.4
Africa,2022/12/20,4.4
Africa,2022/12/21,4.4
Africa,2022/12/22,4.4
Africa,2022/12/23,4.4
Africa,2022/12/24,4.4
Africa,2022/12/25,4.4
Africa,2022/12/26,4.4
Africa,2022/12/27,4.4
Africa,2022/12/28,4.4
Africa,2022/12/29,4.4
Africa,2022/12/30,4.4
Africa,2022/12/31,4.4
Africa,2023/1/1,4.42
Africa,2023/1/2,4.42
Africa,2023/1/3,4.42
Africa,2023/1/4,4.42
Africa,2023/1/5,4.42
Africa,2023/1/6,4.42
Africa,2023/1/7,4.42
Africa,2023/1/8,4.53
Africa,2023/1/9,4.53
Africa,2023/1/10,4.53
Africa,2023/1/11,4.53
Africa,2023/1/12,4.53
Africa,2023/1/13,4.53
Africa,2023/1/14,4.53
Africa,2023/1/15,4.73
Africa,2023/1/16,4.73
Africa,2023/1/17,4.73
Africa,2023/1/18,4.73
Africa,2023/1/19,4.73
Africa,2023/1/20,4.73
Africa,2023/1/21,4.73
Africa,2023/1/22,4.76
Africa,2023/1/23,4.76
Africa,2023/1/24,4.76
Africa,2023/1/25,4.76
Africa,2023/1/26,4.76
Africa,2023/1/27,4.76
Africa,2023/1/28,4.76
Africa,2023/1/29,4.77
Africa,2023/1/30,4.77
Africa,2023/1/31,4.8
Africa,2023/2/1,4.8
Africa,2023/2/2,4.8
Africa,2023/2/3,4.8
Africa,2023/2/4,4.8
Africa,2023/2/5,4.98
Africa,2023/2/6,4.98
Africa,2023/2/7,4.98
Africa,2023/2/8,4.98
Africa,2023/2/9,4.98
Africa,2023/2/10,4.98
Africa,2023/2/11,4.98
Africa,2023/2/12,4.99
Africa,2023/2/13,4.99
Africa,2023/2/14,4.99
Africa,2023/2/15,4.99
Africa,2023/2/16,4.99
Africa,2023/2/17,4.99
Africa,2023/2/18,4.99
Africa,2023/2/19,5.17
Africa,2023/2/20,5.17
Africa,2023/2/21,5.21
Africa,2023/2/22,5.21
Africa,2023/2/23,5.21
Africa,2023/2/24,5.21
Africa,2023/2/25,5.21
Africa,2023/2/26,5.28
Africa,2023/2/27,5.28
Africa,2023/2/28,5.28
Africa,2023/3/1,5.28
Africa,2023/3/2,5.28
Africa,2023/3/3,5.28
Africa,2023/3/4,5.28
Africa,2023/3/5,5.29
Africa,2023/3/6,5.29
Africa,2023/3/7,5.29
Africa,2023/3/8,5.29
Africa,2023/3/9,5.29
Africa,2023/3/10,5.29
Africa,2023/3/11,5.29
Africa,2023/3/12,5.37
Africa,2023/3/13,5.37
Africa,2023/3/14,5.37
Africa,2023/3/15,5.37
Africa,2023/3/16,5.37
Africa,2023/3/17,5.37
Africa,2023/3/18,5.37
Africa,2023/3/19,5.73
Africa,2023/3/20,5.73
Africa,2023/3/21,5.73
Albania,2021/11/3,0.1
Albania,2021/11/6,0.29
Albania,2021/11/7,0.31
Albania,2021/11/9,0.53
Albania,2021/11/10,0.65
Albania,2021/11/11,0.76
Albania,2021/11/14,0.99
Albania,2021/11/16,1.23
Albania,2021/11/17,1.35
Albania,2021/11/18,1.46
Albania,2021/11/21,1.67
Albania,2021/11/24,2.02
Albania,2021/11/25,2.13
Albania,2021/11/28,2.3
Albania,2021/11/30,2.37
Albania,2021/12/1,2.48
Albania,2021/12/3,2.75
Albania,2021/12/5,2.89
Albania,2021/12/6,3.01
Albania,2021/12/7,3.15
Albania,2021/12/8,3.21
Albania,2021/12/12,3.56
Albania,2021/12/13,3.7
Albania,2021/12/14,3.85
Albania,2021/12/15,4
Albania,2021/12/18,4.33
Albania,2021/12/21,4.59
Albania,2021/12/23,4.79
Albania,2021/12/28,5.07
Albania,2022/1/4,5.32
Albania,2022/1/5,5.41
Albania,2022/1/8,5.73
Albania,2022/1/10,5.86
Albania,2022/1/11,5.96
Albania,2022/1/30,7.11
Albania,2022/2/1,7.23
Albania,2022/2/6,7.46
Albania,2022/2/7,7.52
Albania,2022/2/13,7.78
Albania,2022/2/14,7.83
Albania,2022/2/15,7.88
Albania,2022/2/16,7.92
Albania,2022/2/20,8.07
Albania,2022/2/27,8.32
Albania,2022/3/1,8.41
Albania,2022/3/7,8.64
Albania,2022/3/10,8.74
Albania,2022/3/14,8.83
Albania,2022/3/15,8.87
Albania,2022/3/24,9.15
Albania,2022/3/29,9.31
Albania,2022/3/31,9.39
Albania,2022/4/4,9.52
Albania,2022/4/7,9.68
Albania,2022/4/11,9.81
Albania,2022/4/14,9.93
Albania,2022/4/20,10.08
Albania,2022/4/24,10.24
Albania,2022/5/1,10.4
Albania,2022/5/15,10.66
Albania,2022/5/22,10.79
Albania,2022/5/29,10.92
Albania,2022/6/5,11.04
Albania,2022/6/19,11.29
Albania,2022/6/26,11.42
Albania,2022/7/10,11.65
Albania,2022/7/24,11.9
Albania,2022/7/31,12.01
Albania,2022/8/21,12.26
Albania,2022/9/4,12.41
Albania,2022/9/18,12.53
Albania,2022/9/25,12.57
Albania,2022/10/16,12.78
Albania,2022/10/23,12.86
Albania,2022/11/13,13.08
Albania,2022/11/27,13.13
Albania,2022/12/11,13.27
Albania,2023/1/8,13.51
Albania,2023/1/15,13.57
Albania,2023/2/5,13.72
Albania,2023/3/19,13.91
Algeria,2021/11/21,0.03
Algeria,2021/11/25,0.05
Algeria,2021/11/29,0.06
Algeria,2022/2/17,0.83
Algeria,2022/2/24,0.95
Algeria,2022/3/4,0.97
Algeria,2022/3/9,1.09
Algeria,2022/4/24,1.14
Algeria,2022/5/1,1.14
Algeria,2022/5/29,1.14
Algeria,2022/9/4,1.28
Andorra,2021/12/12,10.68
Andorra,2021/12/26,10.98
Andorra,2022/1/16,30.98
Andorra,2022/3/13,51.12
Andorra,2022/3/27,51.3
Andorra,2022/4/10,51.41
Andorra,2022/4/24,51.58
Andorra,2022/5/1,51.84
Andorra,2022/5/22,52.19
Andorra,2022/5/29,52.28
Andorra,2022/6/12,52.4
Andorra,2022/6/26,52.65
Andorra,2022/7/3,52.73
Andorra,2022/7/10,52.83
Andorra,2022/8/21,53.49
Andorra,2022/9/4,53.64
Andorra,2022/9/11,53.66
Andorra,2022/10/16,53.78
Andorra,2022/11/13,53.83
Andorra,2022/12/18,53.88
Andorra,2023/1/29,53.92
Andorra,2023/2/26,53.93
Angola,2022/2/17,0.39
Angola,2022/3/4,0.64
Angola,2022/3/10,0.73
Angola,2022/3/24,0.83
Angola,2022/3/25,0.86
Angola,2022/4/1,0.94
Angola,2022/4/26,1.04
Angola,2022/5/22,1.21
Angola,2022/5/29,1.25
Angola,2022/6/5,1.44
Angola,2022/6/26,2.07
Angola,2022/7/3,2.27
Angola,2022/7/17,2.55
Angola,2022/7/24,2.65
Angola,2022/8/7,2.89
Angola,2022/8/14,3
Angola,2022/8/28,3.14
Angola,2022/10/2,3.17
Angola,2022/10/9,3.17
Angola,2022/10/16,3.17
Angola,2022/10/23,3.17
Angola,2022/10/30,3.17
Angola,2022/11/13,3.17
Angola,2022/11/20,3.17
Angola,2022/11/27,3.17
Angola,2022/12/4,3.85
Angola,2022/12/18,4.09
Angola,2023/1/1,4.29
Angola,2023/2/19,4.55
Angola,2023/2/26,4.88
Angola,2023/3/5,4.88
Angola,2023/3/12,5.08
Angola,2023/3/19,5.18
Anguilla,2021/11/29,4.18
Anguilla,2021/12/1,4.18
Anguilla,2021/12/8,6.19
Anguilla,2022/1/14,10.12
Anguilla,2022/1/21,11.06
Anguilla,2022/1/28,12.09
Anguilla,2022/2/2,12.91
Anguilla,2022/2/9,13.52
Anguilla,2022/2/16,14.26
Anguilla,2022/3/2,15.05
Anguilla,2022/3/9,15.24
Anguilla,2022/3/18,15.68
Anguilla,2022/3/23,15.86
Anguilla,2022/4/8,16.56
Anguilla,2022/5/6,17.3
Anguilla,2022/5/20,17.45
Anguilla,2022/5/27,17.64
Anguilla,2022/6/10,17.81
Anguilla,2022/6/15,17.96
Anguilla,2022/6/24,18.45
Anguilla,2022/8/19,18.53
Anguilla,2022/9/23,18.6
Anguilla,2022/10/7,18.88
Anguilla,2022/10/21,18.88
Anguilla,2022/12/2,18.88
Anguilla,2023/1/6,18.91
Anguilla,2023/2/3,20.43
Anguilla,2023/2/17,20.5
Anguilla,2023/3/3,20.84
Antigua and Barbuda,2022/9/16,10.49
Argentina,2020/12/29,0
Argentina,2020/12/30,0
Argentina,2020/12/31,0
Argentina,2021/1/1,0
Argentina,2021/1/2,0
Argentina,2021/1/3,0
Argentina,2021/1/4,0
Argentina,2021/1/5,0
Argentina,2021/1/6,0
Argentina,2021/1/7,0
Argentina,2021/1/8,0
Argentina,2021/1/9,0
Argentina,2021/1/10,0
Argentina,2021/1/11,0
Argentina,2021/1/12,0
Argentina,2021/1/13,0
Argentina,2021/1/14,0
Argentina,2021/1/15,0
Argentina,2021/1/16,0
Argentina,2021/1/17,0
Argentina,2021/1/18,0
Argentina,2021/1/19,0
Argentina,2021/1/20,0
Argentina,2021/1/21,0
Argentina,2021/1/22,0
Argentina,2021/1/23,0
Argentina,2021/1/24,0
Argentina,2021/1/25,0
Argentina,2021/1/26,0
Argentina,2021/1/27,0
Argentina,2021/1/28,0
Argentina,2021/1/29,0
Argentina,2021/1/30,0
Argentina,2021/1/31,0
Argentina,2021/2/1,0
Argentina,2021/2/2,0
Argentina,2021/2/3,0
Argentina,2021/2/4,0
Argentina,2021/2/5,0
Argentina,2021/2/6,0
Argentina,2021/2/7,0
Argentina,2021/2/8,0
Argentina,2021/2/9,0
Argentina,2021/2/10,0
Argentina,2021/2/11,0
Argentina,2021/2/12,0
Argentina,2021/2/13,0
Argentina,2021/2/14,0
Argentina,2021/2/15,0
Argentina,2021/2/16,0
Argentina,2021/2/17,0
Argentina,2021/2/18,0
Argentina,2021/2/19,0
Argentina,2021/2/20,0
Argentina,2021/2/21,0
Argentina,2021/2/22,0
Argentina,2021/2/23,0
Argentina,2021/2/24,0
Argentina,2021/2/25,0
Argentina,2021/2/26,0
Argentina,2021/2/27,0
Argentina,2021/2/28,0
Argentina,2021/3/1,0
Argentina,2021/3/2,0
Argentina,2021/3/3,0
Argentina,2021/3/4,0
Argentina,2021/3/5,0
Argentina,2021/3/6,0
Argentina,2021/3/7,0
Argentina,2021/3/8,0
Argentina,2021/3/9,0
Argentina,2021/3/10,0
Argentina,2021/3/11,0
Argentina,2021/3/12,0
Argentina,2021/3/13,0
Argentina,2021/3/14,0
Argentina,2021/3/15,0
Argentina,2021/3/16,0
Argentina,2021/3/17,0
Argentina,2021/3/18,0
Argentina,2021/3/19,0
Argentina,2021/3/20,0
Argentina,2021/3/21,0
Argentina,2021/3/22,0
Argentina,2021/3/23,0
Argentina,2021/3/24,0
Argentina,2021/3/25,0
Argentina,2021/3/26,0
Argentina,2021/3/27,0
Argentina,2021/3/28,0
Argentina,2021/3/29,0
Argentina,2021/3/30,0
Argentina,2021/3/31,0
Argentina,2021/4/1,0
Argentina,2021/4/2,0
Argentina,2021/4/3,0
Argentina,2021/4/4,0
Argentina,2021/4/5,0
Argentina,2021/4/6,0
Argentina,2021/4/7,0
Argentina,2021/4/8,0
Argentina,2021/4/9,0
Argentina,2021/4/10,0
Argentina,2021/4/11,0
Argentina,2021/4/12,0
Argentina,2021/4/13,0
Argentina,2021/4/14,0
Argentina,2021/4/15,0
Argentina,2021/4/16,0
Argentina,2021/4/17,0
Argentina,2021/4/18,0
Argentina,2021/4/19,0
Argentina,2021/4/20,0
Argentina,2021/4/21,0
Argentina,2021/4/22,0
Argentina,2021/4/23,0
Argentina,2021/4/24,0
Argentina,2021/4/25,0
Argentina,2021/4/26,0
Argentina,2021/4/27,0
Argentina,2021/4/28,0
Argentina,2021/4/29,0
Argentina,2021/4/30,0
Argentina,2021/5/1,0
Argentina,2021/5/2,0
Argentina,2021/5/3,0
Argentina,2021/5/4,0
Argentina,2021/5/5,0
Argentina,2021/5/6,0
Argentina,2021/5/7,0
Argentina,2021/5/8,0
Argentina,2021/5/9,0
Argentina,2021/5/10,0
Argentina,2021/5/11,0
Argentina,2021/5/12,0
Argentina,2021/5/13,0
Argentina,2021/5/14,0
Argentina,2021/5/15,0
Argentina,2021/5/16,0
Argentina,2021/5/17,0
Argentina,2021/5/18,0
Argentina,2021/5/19,0
Argentina,2021/5/20,0
Argentina,2021/5/21,0
Argentina,2021/5/22,0
Argentina,2021/5/23,0
Argentina,2021/5/24,0
Argentina,2021/5/25,0
Argentina,2021/5/26,0
Argentina,2021/5/27,0
Argentina,2021/5/28,0
Argentina,2021/5/29,0
Argentina,2021/5/30,0
Argentina,2021/5/31,0
Argentina,2021/6/1,0
Argentina,2021/6/2,0
Argentina,2021/6/3,0
Argentina,2021/6/4,0
Argentina,2021/6/5,0
Argentina,2021/6/6,0
Argentina,2021/6/7,0
Argentina,2021/6/8,0
Argentina,2021/6/9,0
Argentina,2021/6/10,0
Argentina,2021/6/11,0
Argentina,2021/6/12,0
Argentina,2021/6/13,0
Argentina,2021/6/14,0
Argentina,2021/6/15,0
Argentina,2021/6/16,0
Argentina,2021/6/17,0
Argentina,2021/6/18,0
Argentina,2021/6/19,0
Argentina,2021/6/20,0
Argentina,2021/6/21,0
Argentina,2021/6/22,0
Argentina,2021/6/23,0
Argentina,2021/6/24,0
Argentina,2021/6/25,0
Argentina,2021/6/26,0
Argentina,2021/6/27,0
Argentina,2021/6/28,0
Argentina,2021/6/29,0
Argentina,2021/6/30,0
Argentina,2021/7/1,0
Argentina,2021/7/2,0
Argentina,2021/7/3,0
Argentina,2021/7/4,0
Argentina,2021/7/5,0
Argentina,2021/7/6,0
Argentina,2021/7/7,0
Argentina,2021/7/8,0
Argentina,2021/7/9,0
Argentina,2021/7/10,0
Argentina,2021/7/11,0
Argentina,2021/7/12,0
Argentina,2021/7/13,0
Argentina,2021/7/14,0
Argentina,2021/7/15,0
Argentina,2021/7/16,0
Argentina,2021/7/17,0
Argentina,2021/7/18,0
Argentina,2021/7/19,0
Argentina,2021/7/20,0
Argentina,2021/7/21,0
Argentina,2021/7/22,0
Argentina,2021/7/23,0
Argentina,2021/7/24,0
Argentina,2021/7/25,0
Argentina,2021/7/26,0
Argentina,2021/7/27,0
Argentina,2021/7/28,0
Argentina,2021/7/29,0
Argentina,2021/7/30,0
Argentina,2021/7/31,0
Argentina,2021/8/1,0
Argentina,2021/8/2,0
Argentina,2021/8/3,0
Argentina,2021/8/4,0
Argentina,2021/8/5,0
Argentina,2021/8/6,0
Argentina,2021/8/7,0
Argentina,2021/8/8,0
Argentina,2021/8/9,0
Argentina,2021/8/10,0
Argentina,2021/8/11,0
Argentina,2021/8/12,0
Argentina,2021/8/13,0
Argentina,2021/8/14,0
Argentina,2021/8/15,0
Argentina,2021/8/16,0
Argentina,2021/8/17,0
Argentina,2021/8/18,0
Argentina,2021/8/19,0
Argentina,2021/8/20,0
Argentina,2021/8/21,0
Argentina,2021/8/22,0
Argentina,2021/8/23,0
Argentina,2021/8/24,0
Argentina,2021/8/25,0
Argentina,2021/8/26,0
Argentina,2021/8/27,0
Argentina,2021/8/28,0
Argentina,2021/8/29,0
